t4,x4,y4,z4,q1,q2,q3,q4,img
1533558202848,1.491345,0.000000,-6.327193,0.706965,-0.014177,0.014177,-0.706965,img_0_0_1533558203750607600.png
1533558202956,1.521922,0.000000,-6.326384,0.706991,-0.012786,0.012786,-0.706991,img_0_0_1533558203853175500.png
1533558203070,1.549681,0.000000,-6.326025,0.707018,-0.011229,0.011229,-0.707018,img_0_0_1533558203975242500.png
1533558203199,1.576198,0.000000,-6.326077,0.707042,-0.009544,0.009544,-0.707042,img_0_0_1533558204102009000.png
1533558203271,1.589017,0.000000,-6.326275,0.707054,-0.008675,0.008675,-0.707054,img_0_0_1533558204192468600.png
1533558203400,1.608920,0.000000,-6.326868,0.707069,-0.007271,0.007271,-0.707069,img_0_0_1533558204304117100.png
1533558203502,1.622232,0.000000,-6.327511,0.707079,-0.006302,0.006302,-0.707079,img_0_0_1533558204407515400.png
1533558203604,1.633710,0.000000,-6.328268,0.707086,-0.005451,0.005451,-0.707086,img_0_0_1533558204512379900.png
1533558203679,1.641126,0.000000,-6.328881,0.707090,-0.004895,0.004895,-0.707090,img_0_0_1533558204598343300.png
1533558203802,1.651663,0.000000,-6.329955,0.707095,-0.004099,0.004099,-0.707095,img_0_0_1533558204714876600.png
1533558203877,1.657224,0.000000,-6.330787,0.707102,0.002708,-0.002708,-0.707102,img_0_0_1533558204797961200.png
1533558204015,1.669982,0.000000,-6.338095,0.706749,0.022507,-0.022507,-0.706748,img_0_0_1533558204916261400.png
1533558204111,1.685410,0.000000,-6.348265,0.706532,0.028504,-0.028504,-0.706532,img_0_0_1533558205014961500.png
1533558204225,1.713590,0.000000,-6.365551,0.706376,0.032142,-0.032142,-0.706376,img_0_0_1533558205135525900.png
1533558204330,1.750172,0.000000,-6.386344,0.706301,0.033751,-0.033751,-0.706301,img_0_0_1533558205228509200.png
1533558204420,1.789907,0.000000,-6.406142,0.706641,0.025658,-0.025658,-0.706641,img_0_0_1533558205347386500.png
1533558204597,1.877513,0.000000,-6.395724,0.707081,-0.006040,0.006040,-0.707081,img_0_0_1533558205522942100.png
1533558204633,1.895320,0.000000,-6.392546,0.707049,-0.009004,0.009004,-0.707049,img_0_0_1533558205616689100.png
1533558204804,1.974217,0.000000,-6.382747,0.706939,-0.015430,0.015430,-0.706938,img_0_0_1533558205714257000.png
1533558204924,2.022285,0.000000,-6.379405,0.706930,-0.015823,0.015823,-0.706930,img_0_0_1533558205841099500.png
1533558204981,2.042872,0.000000,-6.378382,0.706938,-0.015462,0.015462,-0.706938,img_0_0_1533558205927805100.png
1533558205113,2.085228,0.000001,-6.376881,0.706969,-0.013982,0.013982,-0.706968,img_0_0_1533558206024573200.png
1533558205200,2.109366,0.000001,-6.376358,0.706991,-0.012791,0.012791,-0.706991,img_0_0_1533558206106933200.png
1533558205287,2.130797,0.000001,-6.376105,0.707012,-0.011570,0.011570,-0.707012,img_0_0_1533558206222888000.png
1533558205386,2.152218,0.000001,-6.376081,0.707033,-0.010227,0.010226,-0.707033,img_0_0_1533558206308279700.png
1533558205527,2.177970,0.000001,-6.376431,0.707056,-0.008483,0.008483,-0.707056,img_0_0_1533558206434517700.png
1533558205605,2.190132,0.000001,-6.376783,0.707066,-0.007622,0.007622,-0.707066,img_0_0_1533558206524308300.png
1533558205719,2.205611,0.000001,-6.377455,0.707077,-0.006498,0.006498,-0.707077,img_0_0_1533558206664961700.png
1533558205878,2.223338,0.000001,-6.378629,0.707088,-0.005180,0.005180,-0.707088,img_0_0_1533558206798231400.png
1533558205971,2.231954,0.000001,-6.379404,0.707092,-0.004531,0.004531,-0.707092,img_0_0_1533558206904831600.png
1533558206088,2.241258,0.000001,-6.380435,0.707097,-0.003824,0.003824,-0.707096,img_0_0_1533558207013000000.png
1533558206175,2.247215,0.000001,-6.381224,0.707099,-0.003370,0.003370,-0.707099,img_0_0_1533558207091558400.png
1533558206277,2.253298,0.000001,-6.382164,0.707101,-0.002905,0.002905,-0.707101,img_0_0_1533558207228582000.png
1533558206388,2.258964,0.000001,-6.383176,0.707103,-0.002470,0.002470,-0.707102,img_0_0_1533558207329618700.png
1533558206514,2.264373,0.000001,-6.384301,0.707104,-0.002055,0.002055,-0.707104,img_0_0_1533558207437353300.png
1533558206571,2.266512,0.000001,-6.384797,0.707104,-0.001890,0.001890,-0.707104,img_0_0_1533558207523227700.png
1533558206712,2.272874,0.000001,-6.389600,0.706846,0.019223,-0.019223,-0.706845,img_0_0_1533558207636875100.png
1533558206859,2.290593,0.000001,-6.404167,0.706497,0.029366,-0.029366,-0.706497,img_0_0_1533558207772257400.png
1533558206904,2.299452,0.000001,-6.410518,0.706431,0.030900,-0.030900,-0.706431,img_0_0_1533558207862403900.png
1533558207084,2.353582,0.000001,-6.444512,0.706289,0.034002,-0.034002,-0.706289,img_0_0_1533558208001227000.png
1533558207183,2.396023,0.000001,-6.461973,0.706877,0.018028,-0.018028,-0.706877,img_0_0_1533558208103550100.png
1533558207306,2.453741,0.000001,-6.452436,0.707103,-0.002452,0.002452,-0.707102,img_0_0_1533558208229020600.png
1533558207396,2.495871,0.000001,-6.444438,0.707038,-0.009870,0.009870,-0.707038,img_0_0_1533558208312316000.png
1533558207492,2.538378,0.000001,-6.438592,0.706975,-0.013635,0.013635,-0.706975,img_0_0_1533558208415025800.png
1533558207585,2.576216,0.000001,-6.434968,0.706949,-0.014931,0.014931,-0.706949,img_0_0_1533558208497603600.png
1533558207666,2.606227,0.000001,-6.432892,0.706949,-0.014963,0.014963,-0.706948,img_0_0_1533558208604843700.png
1533558207771,2.641046,0.000001,-6.431168,0.706965,-0.014184,0.014184,-0.706964,img_0_0_1533558208700683600.png
1533558207855,2.665733,0.000001,-6.430327,0.706983,-0.013221,0.013221,-0.706983,img_0_0_1533558208800461700.png
1533558208020,2.706826,0.000001,-6.429603,0.707020,-0.011058,0.011058,-0.707020,img_0_0_1533558208936879400.png
1533558208092,2.722020,0.000001,-6.429574,0.707034,-0.010122,0.010122,-0.707034,img_0_0_1533558209023631100.png
1533558208224,2.746160,0.000001,-6.429861,0.707056,-0.008523,0.008523,-0.707055,img_0_0_1533558209143508600.png
1533558208296,2.757528,0.000001,-6.430168,0.707065,-0.007730,0.007730,-0.707065,img_0_0_1533558209237993400.png
1533558208422,2.774793,0.000001,-6.430908,0.707077,-0.006490,0.006490,-0.707077,img_0_0_1533558209344956900.png
1533558208509,2.785002,0.000001,-6.431536,0.707084,-0.005739,0.005739,-0.707083,img_0_0_1533558209448641500.png
1533558208647,2.798763,0.000001,-6.432672,0.707091,-0.004710,0.004710,-0.707091,img_0_0_1533558209577404700.png
1533558208740,2.806593,0.000001,-6.433503,0.707095,-0.004119,0.004119,-0.707095,img_0_0_1533558209671016400.png
1533558208899,2.817746,0.000001,-6.434989,0.707099,-0.003270,0.003270,-0.707099,img_0_0_1533558209833277200.png
1533558208983,2.822671,0.000001,-6.435790,0.707101,-0.002894,0.002894,-0.707101,img_0_0_1533558209922983500.png
1533558209091,2.828209,0.000001,-6.437136,0.707069,0.007333,-0.007333,-0.707069,img_0_0_1533558210040337300.png
1533558209184,2.834330,0.000001,-6.441637,0.706838,0.019510,-0.019510,-0.706838,img_0_0_1533558210131116500.png
1533558209322,2.852762,0.000001,-6.455535,0.706507,0.029116,-0.029116,-0.706507,img_0_0_1533558210254553700.png
1533558209409,2.872302,0.000001,-6.468566,0.706389,0.031847,-0.031847,-0.706389,img_0_0_1533558210333698300.png
1533558209505,2.901952,0.000001,-6.486674,0.706313,0.033498,-0.033498,-0.706313,img_0_0_1533558210431975000.png
1533558209595,2.937847,0.000001,-6.507144,0.706273,0.034328,-0.034328,-0.706273,img_0_0_1533558210525315900.png
1533558209748,3.009861,0.000001,-6.506955,0.707107,0.000026,-0.000026,-0.707107,img_0_0_1533558210675324000.png
1533558209847,3.057495,0.000001,-6.497679,0.707046,-0.009263,0.009263,-0.707046,img_0_0_1533558210777135600.png
1533558209970,3.113100,0.000001,-6.490170,0.706963,-0.014263,0.014263,-0.706963,img_0_0_1533558210899454100.png
1533558210066,3.152388,0.000001,-6.486708,0.706941,-0.015336,0.015336,-0.706940,img_0_0_1533558210993311800.png
1533558210165,3.188757,0.000001,-6.484473,0.706945,-0.015105,0.015105,-0.706945,img_0_0_1533558211091438100.png
1533558210267,3.221897,0.000001,-6.483063,0.706965,-0.014143,0.014143,-0.706965,img_0_0_1533558211194990500.png
1533558210378,3.253295,0.000001,-6.482200,0.706992,-0.012735,0.012735,-0.706992,img_0_0_1533558211311446900.png
1533558210465,3.274810,0.000001,-6.481880,0.707012,-0.011556,0.011556,-0.707012,img_0_0_1533558211411111500.png
1533558210558,3.295108,0.000001,-6.481804,0.707032,-0.010316,0.010316,-0.707031,img_0_0_1533558211508004800.png
1533558210645,3.311832,0.000001,-6.481936,0.707047,-0.009220,0.009220,-0.707047,img_0_0_1533558211596862500.png
1533558210747,3.328970,0.000001,-6.482295,0.707061,-0.008040,0.008040,-0.707061,img_0_0_1533558211700738300.png
1533558210858,3.344973,0.000001,-6.482889,0.707073,-0.006896,0.006896,-0.707073,img_0_0_1533558211794582600.png
1533558210978,3.359612,0.000001,-6.483713,0.707083,-0.005822,0.005822,-0.707083,img_0_0_1533558211908544100.png
1533558211047,3.366943,0.000001,-6.484251,0.707087,-0.005276,0.005276,-0.707087,img_0_0_1533558211996645200.png
1533558211161,3.377550,0.000001,-6.485217,0.707093,-0.004478,0.004478,-0.707093,img_0_0_1533558212096038200.png
1533558211224,3.382698,0.000001,-6.485780,0.707095,-0.004089,0.004089,-0.707095,img_0_0_1533558212195684500.png
1533558211359,3.392254,0.000001,-6.487026,0.707099,-0.003361,0.003361,-0.707099,img_0_0_1533558212307831200.png
1533558211452,3.397823,0.000001,-6.487898,0.707101,-0.002935,0.002935,-0.707101,img_0_0_1533558212385462300.png
1533558211560,3.403407,0.000001,-6.488907,0.707102,-0.002507,0.002507,-0.707102,img_0_0_1533558212497664700.png
1533558211638,3.406925,0.000001,-6.489625,0.707103,-0.002237,0.002237,-0.707103,img_0_0_1533558212580918200.png
1533558211755,3.411503,0.000001,-6.490674,0.707104,-0.001886,0.001886,-0.707104,img_0_0_1533558212699460300.png
1533558211827,3.413954,0.000001,-6.491298,0.707105,-0.001697,0.001697,-0.707105,img_0_0_1533558212783955400.png
1533558211959,3.417829,0.000001,-6.492397,0.707105,-0.001399,0.001399,-0.707105,img_0_0_1533558212898346900.png
1533558212010,3.419136,0.000001,-6.492804,0.707106,-0.001298,0.001298,-0.707106,img_0_0_1533558212982621500.png
1533558212163,3.424823,0.000001,-6.498313,0.706803,0.020719,-0.020719,-0.706803,img_0_0_1533558213092912700.png
1533558212274,3.436617,0.000001,-6.508931,0.706536,0.028403,-0.028403,-0.706536,img_0_0_1533558213208489400.png
1533558212373,3.455526,0.000001,-6.522941,0.706393,0.031766,-0.031766,-0.706393,img_0_0_1533558213320720700.png
1533558212457,3.478584,0.000001,-6.538102,0.706323,0.033295,-0.033295,-0.706322,img_0_0_1533558213401371900.png
1533558212562,3.516983,0.000001,-6.561201,0.706273,0.034324,-0.034324,-0.706273,img_0_0_1533558213505692600.png
1533558212637,3.549785,0.000001,-6.569303,0.706927,0.015951,-0.015951,-0.706927,img_0_0_1533558213594369600.png
1533558212763,3.608158,0.000001,-6.558145,0.707095,-0.004022,0.004022,-0.707095,img_0_0_1533558213715842500.png
1533558212856,3.650631,0.000002,-6.550408,0.707026,-0.010722,0.010722,-0.707025,img_0_0_1533558213806640100.png
1533558212991,3.707519,0.000002,-6.543504,0.706960,-0.014398,0.014398,-0.706960,img_0_0_1533558213937991300.png
1533558213057,3.732721,0.000002,-6.541432,0.706952,-0.014783,0.014783,-0.706952,img_0_0_1533558214021215000.png
1533558213195,3.779596,0.000002,-6.538742,0.706966,-0.014110,0.014110,-0.706966,img_0_0_1533558214143856500.png
1533558213267,3.801028,0.000002,-6.537925,0.706981,-0.013345,0.013345,-0.706981,img_0_0_1533558214232662300.png
1533558213405,3.836801,0.000002,-6.537096,0.707012,-0.011602,0.011602,-0.707012,img_0_0_1533558214354187600.png
1533558213486,3.854859,0.000002,-6.536948,0.707028,-0.010547,0.010547,-0.707028,img_0_0_1533558214452553500.png
1533558213606,3.878108,0.000002,-6.537077,0.707049,-0.009059,0.009059,-0.707049,img_0_0_1533558214568649300.png
1533558213738,3.899487,0.000002,-6.537591,0.707066,-0.007589,0.007589,-0.707066,img_0_0_1533558214687143200.png
1533558213870,3.917165,0.000002,-6.538395,0.707079,-0.006317,0.006317,-0.707079,img_0_0_1533558214826753000.png
1533558213996,3.931159,0.000002,-6.539359,0.707087,-0.005283,0.005283,-0.707087,img_0_0_1533558214959321000.png
1533558214146,3.944794,0.000002,-6.540668,0.707094,-0.004259,0.004259,-0.707094,img_0_0_1533558215101338700.png
1533558214242,3.952078,0.000002,-6.541560,0.707097,-0.003707,0.003707,-0.707097,img_0_0_1533558215195596600.png
1533558214374,3.960563,0.000002,-6.542818,0.707100,-0.003060,0.003060,-0.707100,img_0_0_1533558215319610800.png
1533558214431,3.963750,0.000002,-6.543361,0.707101,-0.002816,0.002816,-0.707101,img_0_0_1533558215410249700.png
1533558214551,3.969696,0.000002,-6.544882,0.707061,0.008019,-0.008019,-0.707061,img_0_0_1533558215504877900.png
1533558214656,3.976844,0.000002,-6.550404,0.706788,0.021247,-0.021247,-0.706787,img_0_0_1533558215616652100.png
1533558214776,3.993156,0.000002,-6.562814,0.706512,0.029003,-0.029003,-0.706512,img_0_0_1533558215741468100.png
1533558214854,4.010031,0.000002,-6.574247,0.706402,0.031571,-0.031571,-0.706402,img_0_0_1533558215822494000.png
1533558214965,4.043674,0.000002,-6.594972,0.706311,0.033539,-0.033539,-0.706311,img_0_0_1533558215935663200.png
1533558215076,4.089124,0.000002,-6.619529,0.706579,0.027316,-0.027316,-0.706579,img_0_0_1533558216024515400.png
1533558215193,4.144339,0.000002,-6.615859,0.707104,0.001966,-0.001966,-0.707104,img_0_0_1533558216142249600.png
1533558215238,4.166120,0.000002,-6.611270,0.707098,-0.003617,0.003617,-0.707097,img_0_0_1533558216230787000.png
1533558215349,4.218535,0.000002,-6.602089,0.707010,-0.011706,0.011706,-0.707010,img_0_0_1533558216325099200.png
1533558215424,4.251813,0.000002,-6.597958,0.706965,-0.014150,0.014150,-0.706965,img_0_0_1533558216400707700.png
1533558215544,4.300331,0.000002,-6.593786,0.706941,-0.015327,0.015327,-0.706941,img_0_0_1533558216516724200.png
1533558215637,4.333689,0.000002,-6.591859,0.706949,-0.014956,0.014956,-0.706949,img_0_0_1533558216606816900.png
1533558215763,4.373147,0.000002,-6.590328,0.706975,-0.013637,0.013637,-0.706975,img_0_0_1533558216726554400.png
1533558215874,4.402869,0.000002,-6.589660,0.707002,-0.012176,0.012176,-0.707002,img_0_0_1533558216834451700.png
1533558215973,4.425820,0.000002,-6.589444,0.707024,-0.010841,0.010841,-0.707024,img_0_0_1533558216935722600.png
1533558216063,4.444097,0.000002,-6.589492,0.707041,-0.009677,0.009677,-0.707041,img_0_0_1533558217011372600.png
1533558216168,4.462664,0.000002,-6.589785,0.707057,-0.008421,0.008421,-0.707057,img_0_0_1533558217130901400.png
1533558216279,4.479479,0.000002,-6.590318,0.707070,-0.007233,0.007233,-0.707070,img_0_0_1533558217238478400.png
1533558216375,4.491997,0.000002,-6.590925,0.707079,-0.006323,0.006323,-0.707078,img_0_0_1533558217329591500.png
1533558216504,4.506291,0.000002,-6.591900,0.707087,-0.005263,0.005263,-0.707087,img_0_0_1533558217462477100.png
1533558216585,4.513987,0.000002,-6.592580,0.707091,-0.004685,0.004685,-0.707091,img_0_0_1533558217559187000.png
1533558216705,4.523841,0.000002,-6.593650,0.707096,-0.003939,0.003939,-0.707096,img_0_0_1533558217675467100.png
1533558216780,4.529178,0.000002,-6.594344,0.707098,-0.003533,0.003533,-0.707098,img_0_0_1533558217758404500.png
1533558216918,4.537592,0.000002,-6.595638,0.707101,-0.002890,0.002890,-0.707101,img_0_0_1533558217881617000.png
1533558217005,4.542086,0.000002,-6.596454,0.707102,-0.002545,0.002545,-0.707102,img_0_0_1533558217985560200.png
1533558217128,4.547540,0.000002,-6.597582,0.707104,-0.002127,0.002127,-0.707104,img_0_0_1533558218089920000.png
1533558217230,4.551376,0.000002,-6.598491,0.707105,-0.001832,0.001832,-0.707104,img_0_0_1533558218195954400.png
1533558217368,4.555731,0.000002,-6.599667,0.707105,-0.001497,0.001497,-0.707105,img_0_0_1533558218328821700.png
1533558217452,4.557981,0.000002,-6.600348,0.707106,-0.001324,0.001324,-0.707106,img_0_0_1533558218424400500.png
1533558217557,4.560711,0.000002,-6.602223,0.707008,0.011839,-0.011839,-0.707008,img_0_0_1533558218530994200.png
1533558217632,4.564569,0.000002,-6.606453,0.706783,0.021390,-0.021390,-0.706783,img_0_0_1533558218608810600.png
1533558217749,4.577759,0.000002,-6.618106,0.706514,0.028952,-0.028952,-0.706514,img_0_0_1533558218713288800.png
1533558217821,4.591386,0.000002,-6.628248,0.706410,0.031394,-0.031394,-0.706409,img_0_0_1533558218799286400.png
1533558217944,4.625667,0.000002,-6.650666,0.706308,0.033599,-0.033599,-0.706308,img_0_0_1533558218914820200.png
1533558218016,4.652509,0.000002,-6.666726,0.706276,0.034262,-0.034262,-0.706276,img_0_0_1533558218995781900.png
1533558218145,4.709608,0.000002,-6.673936,0.707079,0.006317,-0.006317,-0.707079,img_0_0_1533558219120621600.png
1533558218250,4.758483,0.000002,-6.663571,0.707079,-0.006314,0.006314,-0.707079,img_0_0_1533558219222968700.png
1533558218373,4.813362,0.000002,-6.654793,0.706991,-0.012803,0.012803,-0.706991,img_0_0_1533558219342871600.png
1533558218427,4.835860,0.000002,-6.652234,0.706968,-0.014028,0.014028,-0.706968,img_0_0_1533558219427831800.png
1533558218556,4.884853,0.000002,-6.648226,0.706953,-0.014751,0.014751,-0.706953,img_0_0_1533558219538659900.png
1533558218625,4.908234,0.000002,-6.646906,0.706960,-0.014385,0.014385,-0.706960,img_0_0_1533558219619910200.png
1533558218760,4.948503,0.000002,-6.645347,0.706988,-0.012980,0.012980,-0.706988,img_0_0_1533558219736091600.png
1533558218841,4.969436,0.000002,-6.644872,0.707006,-0.011950,0.011950,-0.707006,img_0_0_1533558219827262400.png
1533558218985,5.001358,0.000002,-6.644625,0.707035,-0.010085,0.010085,-0.707035,img_0_0_1533558219960808900.png
1533558219069,5.017207,0.000002,-6.644755,0.707049,-0.009056,0.009056,-0.707049,img_0_0_1533558220050679700.png
1533558219174,5.034071,0.000002,-6.645124,0.707063,-0.007903,0.007903,-0.707063,img_0_0_1533558220152931700.png
1533558219273,5.048634,0.000002,-6.645679,0.707074,-0.006868,0.006868,-0.707073,img_0_0_1533558220247843800.png
1533558219390,5.062896,0.000002,-6.646493,0.707083,-0.005826,0.005826,-0.707083,img_0_0_1533558220373453900.png
1533558219477,5.072036,0.000002,-6.647190,0.707088,-0.005147,0.005147,-0.707088,img_0_0_1533558220476006200.png
1533558219621,5.084836,0.000002,-6.648459,0.707094,-0.004184,0.004184,-0.707094,img_0_0_1533558220606574500.png
1533558219747,5.094028,0.000002,-6.649641,0.707098,-0.003486,0.003486,-0.707098,img_0_0_1533558220733192300.png
1533558219861,5.101004,0.000002,-6.650728,0.707101,-0.002953,0.002953,-0.707101,img_0_0_1533558220840134100.png
1533558219954,5.105894,0.000002,-6.651615,0.707102,-0.002579,0.002579,-0.707102,img_0_0_1533558220935609300.png
1533558220071,5.111173,0.000002,-6.652717,0.707103,-0.002174,0.002174,-0.707103,img_0_0_1533558221053745000.png
1533558220158,5.114552,0.000002,-6.653514,0.707104,-0.001914,0.001914,-0.707104,img_0_0_1533558221148690000.png
1533558220254,5.117815,0.000002,-6.654366,0.707105,-0.001663,0.001663,-0.707105,img_0_0_1533558221244126100.png
1533558220326,5.119977,0.000002,-6.654984,0.707105,-0.001497,0.001497,-0.707105,img_0_0_1533558221330528100.png
1533558220458,5.123395,0.000002,-6.656064,0.707106,-0.001234,0.001234,-0.707106,img_0_0_1533558221454631000.png
1533558220554,5.125498,0.000002,-6.656802,0.707106,-0.001072,0.001072,-0.707106,img_0_0_1533558221542206500.png
1533558220650,5.127324,0.000002,-6.657502,0.707106,-0.000932,0.000932,-0.707106,img_0_0_1533558221644251200.png
1533558220749,5.128957,0.000002,-6.658180,0.707106,-0.000806,0.000806,-0.707106,img_0_0_1533558221738280400.png
1533558220857,5.131127,0.000002,-6.660702,0.706931,0.015787,-0.015787,-0.706930,img_0_0_1533558221852562700.png
1533558220962,5.137874,0.000002,-6.668208,0.706647,0.025509,-0.025509,-0.706646,img_0_0_1533558221942301800.png
1533558221049,5.149431,0.000002,-6.678141,0.706475,0.029877,-0.029877,-0.706475,img_0_0_1533558222038196600.png
1533558221145,5.169755,0.000002,-6.692891,0.706362,0.032449,-0.032449,-0.706362,img_0_0_1533558222135839600.png
1533558221253,5.202959,0.000002,-6.714138,0.706292,0.033932,-0.033932,-0.706292,img_0_0_1533558222237992900.png
1533558221328,5.232662,0.000002,-6.731031,0.706456,0.030334,-0.030334,-0.706456,img_0_0_1533558222335000400.png
1533558221460,5.291682,0.000002,-6.727260,0.707106,0.001166,-0.001166,-0.707106,img_0_0_1533558222449752600.png
1533558221517,5.317891,0.000002,-6.721572,0.707089,-0.005030,0.005030,-0.707089,img_0_0_1533558222534544700.png
1533558221673,5.386315,0.000002,-6.710596,0.706985,-0.013142,0.013142,-0.706985,img_0_0_1533558222656544700.png
1533558221766,5.423116,0.000002,-6.706922,0.706959,-0.014457,0.014457,-0.706959,img_0_0_1533558222758251300.png
1533558221868,5.459449,0.000002,-6.704385,0.706960,-0.014428,0.014428,-0.706960,img_0_0_1533558222871476100.png
1533558221940,5.482557,0.000002,-6.703217,0.706970,-0.013897,0.013897,-0.706970,img_0_0_1533558222954073300.png
1533558222066,5.518203,0.000002,-6.701993,0.706997,-0.012489,0.012489,-0.706996,img_0_0_1533558223067309800.png
1533558222162,5.541602,0.000002,-6.701571,0.707017,-0.011264,0.011264,-0.707017,img_0_0_1533558223141042700.png
1533558222240,5.558460,0.000002,-6.701469,0.707032,-0.010266,0.010266,-0.707032,img_0_0_1533558223265007400.png
1533558222348,5.578953,0.000002,-6.701613,0.707050,-0.008949,0.008949,-0.707050,img_0_0_1533558223366452600.png
1533558222486,5.600942,0.000002,-6.702177,0.707068,-0.007436,0.007436,-0.707068,img_0_0_1533558223477481300.png
1533558222570,5.612340,0.000002,-6.702680,0.707076,-0.006619,0.006619,-0.707076,img_0_0_1533558223593025300.png
1533558222717,5.629234,0.000002,-6.703773,0.707086,-0.005379,0.005379,-0.707086,img_0_0_1533558223713482200.png
1533558222804,5.637658,0.000002,-6.704513,0.707091,-0.004749,0.004749,-0.707091,img_0_0_1533558223807783900.png
1533558222912,5.646733,0.000002,-6.705493,0.707095,-0.004065,0.004065,-0.707095,img_0_0_1533558223926562600.png
1533558222987,5.652243,0.000002,-6.706202,0.707097,-0.003646,0.003646,-0.707097,img_0_0_1533558224011932400.png
1533558223119,5.660589,0.000002,-6.707473,0.707100,-0.003010,0.003010,-0.707100,img_0_0_1533558224123543700.png
1533558223185,5.664195,0.000002,-6.708113,0.707102,-0.002734,0.002734,-0.707101,img_0_0_1533558224212146000.png
1533558223305,5.669923,0.000002,-6.709255,0.707103,-0.002295,0.002295,-0.707103,img_0_0_1533558224312749200.png
1533558223359,5.672190,0.000002,-6.709762,0.707104,-0.002121,0.002121,-0.707104,img_0_0_1533558224398994800.png
1533558223509,5.679169,0.000002,-6.714399,0.706862,0.018599,-0.018599,-0.706862,img_0_0_1533558224524893400.png
1533558223587,5.686518,0.000002,-6.720773,0.706651,0.025384,-0.025384,-0.706651,img_0_0_1533558224629331000.png
1533558223740,5.714454,0.000002,-6.741053,0.706393,0.031763,-0.031763,-0.706393,img_0_0_1533558224751396400.png
1533558223830,5.740692,0.000002,-6.757653,0.706319,0.033375,-0.033375,-0.706319,img_0_0_1533558224841649300.png
1533558223935,5.781194,0.000002,-6.781272,0.706278,0.034233,-0.034233,-0.706278,img_0_0_1533558224957137800.png
1533558224043,5.830608,0.000002,-6.784506,0.707077,0.006453,-0.006453,-0.707077,img_0_0_1533558225055581500.png
1533558224142,5.877757,0.000002,-6.774686,0.707083,-0.005852,0.005852,-0.707083,img_0_0_1533558225151557200.png
1533558224235,5.920788,0.000002,-6.767401,0.707009,-0.011739,0.011739,-0.707009,img_0_0_1533558225248362800.png
1533558224346,5.968400,0.000002,-6.761877,0.706955,-0.014639,0.014639,-0.706955,img_0_0_1533558225362367100.png
1533558224451,6.008815,0.000002,-6.758763,0.706946,-0.015094,0.015094,-0.706946,img_0_0_1533558225460496300.png
1533558224523,6.033827,0.000002,-6.757373,0.706954,-0.014715,0.014715,-0.706954,img_0_0_1533558225569342100.png
1533558224634,6.068234,0.000002,-6.756007,0.706977,-0.013577,0.013577,-0.706976,img_0_0_1533558225676822700.png
1533558224757,6.100916,0.000002,-6.755247,0.707005,-0.011988,0.011988,-0.707005,img_0_0_1533558225780991200.png
1533558224853,6.122863,0.000002,-6.755046,0.707026,-0.010711,0.010711,-0.707026,img_0_0_1533558225882646700.png
1533558224970,6.145909,0.000002,-6.755157,0.707047,-0.009232,0.009232,-0.707046,img_0_0_1533558225996655700.png
1533558225051,6.159761,0.000002,-6.755418,0.707058,-0.008288,0.008288,-0.707058,img_0_0_1533558226076545800.png
1533558225174,6.177941,0.000002,-6.756041,0.707072,-0.007000,0.007000,-0.707072,img_0_0_1533558226192922300.png
1533558225273,6.190398,0.000002,-6.756699,0.707081,-0.006092,0.006092,-0.707080,img_0_0_1533558226288425100.png
1533558225372,6.201186,0.000002,-6.757462,0.707087,-0.005291,0.005291,-0.707087,img_0_0_1533558226410205300.png
1533558225468,6.210262,0.000002,-6.758276,0.707092,-0.004610,0.004610,-0.707092,img_0_0_1533558226498588200.png
1533558225591,6.220180,0.000002,-6.759387,0.707096,-0.003859,0.003859,-0.707096,img_0_0_1533558226622782800.png
1533558225690,6.226963,0.000002,-6.760314,0.707099,-0.003342,0.003342,-0.707099,img_0_0_1533558226736104400.png
1533558225831,6.235077,0.000002,-6.761650,0.707102,-0.002722,0.002722,-0.707102,img_0_0_1533558226851352900.png
1533558225927,6.239717,0.000002,-6.762550,0.707103,-0.002366,0.002366,-0.707103,img_0_0_1533558226939087000.png
1533558226023,6.243750,0.000002,-6.763431,0.707104,-0.002056,0.002056,-0.707104,img_0_0_1533558227045674100.png
1533558226113,6.247048,0.000002,-6.764235,0.707105,-0.001803,0.001803,-0.707104,img_0_0_1533558227127287200.png
1533558226212,6.250209,0.000002,-6.765088,0.707105,-0.001560,0.001560,-0.707105,img_0_0_1533558227233181500.png
1533558226299,6.252632,0.000002,-6.765808,0.707106,-0.001373,0.001373,-0.707105,img_0_0_1533558227316225100.png
1533558226395,6.254972,0.000002,-6.766568,0.707106,-0.001193,0.001193,-0.707106,img_0_0_1533558227417165700.png
1533558226497,6.257122,0.000002,-6.767331,0.707106,-0.001027,0.001027,-0.707106,img_0_0_1533558227515588100.png
1533558226602,6.259023,0.000002,-6.768098,0.707107,0.000426,-0.000426,-0.707107,img_0_0_1533558227635161800.png
1533558226698,6.261634,0.000002,-6.771356,0.706875,0.018092,-0.018092,-0.706875,img_0_0_1533558227734451300.png
1533558226809,6.270460,0.000002,-6.780375,0.706590,0.027024,-0.027024,-0.706590,img_0_0_1533558227857584400.png
1533558226938,6.292722,0.000002,-6.797655,0.706391,0.031803,-0.031803,-0.706391,img_0_0_1533558227955567700.png
1533558227034,6.319089,0.000002,-6.815118,0.706314,0.033473,-0.033473,-0.706314,img_0_0_1533558228071179700.png
