1533558183986737152,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558183995737344,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184007737600,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184016737792,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184025737984,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184046738432,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184055738624,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184082739200,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89207
1533558184094739456,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89207
1533558184106739712,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184115739904,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89207
1533558184127740160,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184139740416,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184148740608,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89207
1533558184160740864,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184169741056,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184178741248,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89207
1533558184202741760,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184214742016,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184223742208,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184232742400,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184241742592,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184253742848,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184262743040,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184271743232,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184280743424,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184289743616,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89205
1533558184301743872,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85592
1533558184310744064,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85589
1533558184319744256,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89198
1533558184331744512,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.8559
1533558184340744704,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85591
1533558184349744896,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89201
1533558184361745152,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85593
1533558184370745344,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85593
1533558184379745536,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89204
1533558184391745792,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85595
1533558184400745984,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85595
1533558184409746176,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89205
1533558184418746368,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89205
1533558184430746624,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184439746816,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184448747008,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184460747264,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184469747456,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184478747648,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184490747904,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184499748096,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184508748288,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184517748480,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184529748736,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184538748928,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184547749120,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184559749376,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184568749568,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184577749760,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184589750016,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184598750208,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184607750400,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184616750592,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184628750848,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85597
1533558184637751040,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184646751232,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184658751488,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184667751680,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184676751872,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184688752128,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184697752320,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184706752512,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184715752704,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184724752896,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184733753088,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184745753344,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184754753536,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184763753728,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184775753984,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184784754176,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184793754368,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184802754560,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184814754816,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184823755008,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184832755200,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184844755456,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184853755648,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184862755840,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184874756096,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184883756288,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184892756480,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184901756672,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184913756928,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85596
1533558184922757120,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184931757312,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184940757504,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184949757696,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89206
1533558184961757952,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85595
1533558184970758144,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85591
1533558184979758336,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89199
1533558184991758592,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.8559
1533558185000758784,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85591
1533558185009758976,-0.00540718,0.00100189,-0.00160303,-0.0234657,-0.0189821,-9.89202
1533558185021759232,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85593
1533558185030759424,-0.00312181,0.000578435,-0.0009255,-0.0135475,-0.0109594,-9.85593
