timestamp,remote_timestamp,observed_offset,estimated_offset,round_trip_time
117216076,1567042696060282,-1567042578845664,-1567042578845259,2895
117319990,1567042696160032,-1567042578843676,-1567042578845253,7247
117416015,1567042696257885,-1567042578843878,-1567042578845249,3994
117519954,1567042696361411,-1567042578845053,-1567042578845248,7172
117616114,1567042696459974,-1567042578845436,-1567042578845248,3131
117720706,1567042696562507,-1567042578845406,-1567042578845248,7188
117817773,1567042696658825,-1567042578843967,-1567042578845244,5798
117921754,1567042696761636,-1567042578843959,-1567042578845239,8131
118018711,1567042696859596,-1567042578844171,-1567042578845236,6550
118120702,1567042696963270,-1567042578846015,-1567042578845237,6872
118218712,1567042697060164,-1567042578844265,-1567042578845234,5604
118321013,1567042697162260,-1567042578844945,-1567042578845232,7375
118418703,1567042697260462,-1567042578844672,-1567042578845230,5805
118520708,1567042697362472,-1567042578845350,-1567042578845230,7150
118618700,1567042697460326,-1567042578844412,-1567042578845227,5550
118720741,1567042697563282,-1567042578845922,-1567042578845228,6740
118818708,1567042697660347,-1567042578844498,-1567042578845226,5696
118920703,1567042697760753,-1567042578844633,-1567042578845223,9144
119016828,1567042697860595,-1567042578845677,-1567042578845224,3798
119119844,1567042697962112,-1567042578845139,-1567042578845223,5720
119217511,1567042698058279,-1567042578843964,-1567042578845219,6370
119317736,1567042698159094,-1567042578844611,-1567042578845217,6482
119418726,1567042698259933,-1567042578844858,-1567042578845215,7279
119517491,1567042698362018,-1567042578846328,-1567042578845218,3581
119619709,1567042698460535,-1567042578843879,-1567042578845213,6084
119719749,1567042698562769,-1567042578845725,-1567042578845214,5389
119822765,1567042698663703,-1567042578845449,-1567042578845214,8996
119919766,1567042698760820,-1567042578844831,-1567042578845212,7533
120019760,1567042698860699,-1567042578844006,-1567042578845208,6113
120121687,1567042698961956,-1567042578844204,-1567042578845204,7849
120217503,1567042699060061,-1567042578845633,-1567042578845205,6128
120314607,1567042699158402,-1567042578845700,-1567042578845206,3788
120415728,1567042699257203,-1567042578844104,-1567042578845203,5236
120518140,1567042699361404,-1567042578846231,-1567042578845205,5912
120614342,1567042699458445,-1567042578845981,-1567042578845207,3735
120722745,1567042699563884,-1567042578845978,-1567042578845209,9649
120816748,1567042699657935,-1567042578843959,-1567042578845205,5522
120919741,1567042699760836,-1567042578845261,-1567042578845205,8310
121019834,1567042699859573,-1567042578843601,-1567042578845199,7703
121120729,1567042699961549,-1567042578845016,-1567042578845198,8371
121216737,1567042700059967,-1567042578845546,-1567042578845199,4610
121318126,1567042700160930,-1567042578845758,-1567042578845200,5885
121418704,1567042700259554,-1567042578844170,-1567042578845197,6619
121520764,1567042700361574,-1567042578844677,-1567042578845195,7713
121615157,1567042700459646,-1567042578845790,-1567042578845196,2581
121723375,1567042700563102,-1567042578843498,-1567042578845191,7520
121815108,1567042700659597,-1567042578846033,-1567042578845193,3067
121919745,1567042700760967,-1567042578844970,-1567042578845192,7471
122019285,1567042700861632,-1567042578844259,-1567042578845188,3801
122123405,1567042700963829,-1567042578844429,-1567042578845186,7987
122219289,1567042701059963,-1567042578844361,-1567042578845183,7350
122317826,1567042701161285,-1567042578845808,-1567042578845184,4675
122415078,1567042701259430,-1567042578846126,-1567042578845186,3527
122520731,1567042701361530,-1567042578844976,-1567042578845185,8333
122614971,1567042701459529,-1567042578845982,-1567042578845187,2826
122719316,1567042701563374,-1567042578847304,-1567042578845193,6468
122817728,1567042701659971,-1567042578844594,-1567042578845191,4681
122920703,1567042701761590,-1567042578844837,-1567042578845190,7878
123018759,1567042701859847,-1567042578844005,-1567042578845186,5813
123119848,1567042701960999,-1567042578844927,-1567042578845184,7531
123217772,1567042702058622,-1567042578843583,-1567042578845179,5443
123318746,1567042702161701,-1567042578846177,-1567042578845182,6421
123415930,1567042702259707,-1567042578845567,-1567042578845182,3557
123521709,1567042702362927,-1567042578845888,-1567042578845184,9318
123615824,1567042702458838,-1567042578844898,-1567042578845183,3651
123720001,1567042702563970,-1567042578847491,-1567042578845189,7020
123816730,1567042702659641,-1567042578845154,-1567042578845189,4464
123922704,1567042702763627,-1567042578845521,-1567042578845189,9173
124017699,1567042702859224,-1567042578844739,-1567042578845188,6407
124120797,1567042702961814,-1567042578844764,-1567042578845186,7454
124218759,1567042703059910,-1567042578844834,-1567042578845184,7344
124320710,1567042703161648,-1567042578844770,-1567042578845183,7638
124416561,1567042703257771,-1567042578843940,-1567042578845178,5439
124520715,1567042703361658,-1567042578844760,-1567042578845177,7611
124620684,1567042703461067,-1567042578844074,-1567042578845173,7361
124725025,1567042703567832,-1567042578848493,-1567042578845173,11367
124817740,1567042703659520,-1567042578844880,-1567042578845172,6178
124917577,1567042703761893,-1567042578846191,-1567042578845174,3728
125019816,1567042703860685,-1567042578843847,-1567042578845170,5847
125119761,1567042703961766,-1567042578844978,-1567042578845169,5923
125217713,1567042704059315,-1567042578844307,-1567042578845166,5386
125321324,1567042704161873,-1567042578844288,-1567042578845162,7457
125421704,1567042704261767,-1567042578843731,-1567042578845157,7310
125517706,1567042704359119,-1567042578844585,-1567042578845155,6322
125619716,1567042704461027,-1567042578844117,-1567042578845151,5591
125717984,1567042704562340,-1567042578846389,-1567042578845154,4042
125819726,1567042704660769,-1567042578843944,-1567042578845149,5778
125919760,1567042704761687,-1567042578844937,-1567042578845148,5998
126019721,1567042704860947,-1567042578844123,-1567042578845144,5772
126115767,1567042704959195,-1567042578845695,-1567042578845145,4512
126217713,1567042705058963,-1567042578844105,-1567042578845141,5689
126318285,1567042705159045,-1567042578844282,-1567042578845137,7023
126415021,1567042705257674,-1567042578844570,-1567042578845135,3753
126519753,1567042705360890,-1567042578844894,-1567042578845133,7483
126615129,1567042705459475,-1567042578845876,-1567042578845135,3039
126719034,1567042705561587,-1567042578846429,-1567042578845138,7203
126818708,1567042705659478,-1567042578844086,-1567042578845134,6610
126915323,1567042705759601,-1567042578846333,-1567042578845136,4081
127017983,1567042705859437,-1567042578844415,-1567042578845133,5900
127118369,1567042705958548,-1567042578844029,-1567042578845129,7678
127216712,1567042706057587,-1567042578843988,-1567042578845125,6202
127318408,1567042706159129,-1567042578844311,-1567042578845122,7157
127418744,1567042706259745,-1567042578844225,-1567042578845118,6426
127517789,1567042706360904,-1567042578845854,-1567042578845120,5447
127615445,1567042706459188,-1567042578845702,-1567042578845121,3896
127720060,1567042706562643,-1567042578844932,-1567042578845120,4677
127815484,1567042706659812,-1567042578845607,-1567042578845120,2535
127919868,1567042706761013,-1567042578844707,-1567042578845118,7092
128017725,1567042706859749,-1567042578845172,-1567042578845118,6274
128120725,1567042706961565,-1567042578844802,-1567042578845116,7903
128218813,1567042707061549,-1567042578844402,-1567042578845114,3309
128320712,1567042707161597,-1567042578844682,-1567042578845112,7572
128415922,1567042707260417,-1567042578845720,-1567042578845113,2429
128522931,1567042707363853,-1567042578844651,-1567042578845111,7430
128615389,1567042707459676,-1567042578845853,-1567042578845112,3111
128720200,1567042707564047,-1567042578847272,-1567042578845118,6829
128818701,1567042707658408,-1567042578842962,-1567042578845111,6483
128915950,1567042707760417,-1567042578846131,-1567042578845114,3304
129016084,1567042707859538,-1567042578845407,-1567042578845114,3883
129117710,1567042707959336,-1567042578844206,-1567042578845110,5139
129216127,1567042708059154,-1567042578844972,-1567042578845109,3869
129318727,1567042708159605,-1567042578843929,-1567042578845105,6081
129418736,1567042708259443,-1567042578844021,-1567042578845101,6607
129520723,1567042708361563,-1567042578844932,-1567042578845100,8145
129616717,1567042708457894,-1567042578843520,-1567042578845094,4660
129721700,1567042708562360,-1567042578844943,-1567042578845093,8542
129816870,1567042708660534,-1567042578845451,-1567042578845093,3550
129917700,1567042708759154,-1567042578844631,-1567042578845091,6335
130016902,1567042708859925,-1567042578844942,-1567042578845090,3814
130121107,1567042708960534,-1567042578844221,-1567042578845087,9567
130216976,1567042709060921,-1567042578845926,-1567042578845089,3933
130318799,1567042709161863,-1567042578845633,-1567042578845090,5117
130418705,1567042709260373,-1567042578844554,-1567042578845087,5751
130518911,1567042709359119,-1567042578844060,-1567042578845084,7683
130616733,1567042709460175,-1567042578845327,-1567042578845084,3748
130721890,1567042709564697,-1567042578846767,-1567042578845088,7893
130819909,1567042709660455,-1567042578843721,-1567042578845083,6326
130921876,1567042709761862,-1567042578843943,-1567042578845079,7892
131021345,1567042709861782,-1567042578844292,-1567042578845076,7689
131117458,1567042709961920,-1567042578846078,-1567042578845078,3211
131219754,1567042710061406,-1567042578844583,-1567042578845076,5840
131321920,1567042710161806,-1567042578843875,-1567042578845072,7957
131419729,1567042710260624,-1567042578843950,-1567042578845067,6088
131521832,1567042710362049,-1567042578843978,-1567042578845063,7501
131617733,1567042710460529,-1567042578844859,-1567042578845062,4104
131723747,1567042710563955,-1567042578844851,-1567042578845060,9264
131821340,1567042710661842,-1567042578844248,-1567042578845057,7470
131917504,1567042710761988,-1567042578846164,-1567042578845060,3338
132015831,1567042710857921,-1567042578844404,-1567042578845057,4602
132116694,1567042710958466,-1567042578844801,-1567042578845055,6037
132214379,1567042711057946,-1567042578845392,-1567042578845056,3622
132320709,1567042711161482,-1567042578844873,-1567042578845054,8177
132414379,1567042711257307,-1567042578844741,-1567042578845052,3605
132520710,1567042711361537,-1567042578844649,-1567042578845050,7622
132614216,1567042711458254,-1567042578845683,-1567042578845051,3185
132720746,1567042711561479,-1567042578845483,-1567042578845052,9478
132816717,1567042711657326,-1567042578843616,-1567042578845047,5991
132919865,1567042711761307,-1567042578845238,-1567042578845046,7570
133015741,1567042711857246,-1567042578844123,-1567042578845043,5213
133116699,1567042711958566,-1567042578844839,-1567042578845041,5915
133215108,1567042712057623,-1567042578844781,-1567042578845039,4511
133318109,1567042712158482,-1567042578844100,-1567042578845036,7220
133415133,1567042712259359,-1567042578846029,-1567042578845038,3583
133523334,1567042712363995,-1567042578844322,-1567042578845035,7298
133619235,1567042712459588,-1567042578843993,-1567042578845032,7258
133721701,1567042712563684,-1567042578846707,-1567042578845036,9425
133820708,1567042712662265,-1567042578844364,-1567042578845033,5592
133919864,1567042712760545,-1567042578844689,-1567042578845031,7982
134019098,1567042712859445,-1567042578844123,-1567042578845028,7530
134117903,1567042712960992,-1567042578845778,-1567042578845029,5354
134219142,1567042713060508,-1567042578844837,-1567042578845028,6920
134320762,1567042713161472,-1567042578844818,-1567042578845027,8192
134419268,1567042713259617,-1567042578843852,-1567042578845023,6985
134519759,1567042713361144,-1567042578845145,-1567042578845022,7498
134620733,1567042713461952,-1567042578845184,-1567042578845022,7906
134722649,1567042713563890,-1567042578846087,-1567042578845025,9670
134817712,1567042713659209,-1567042578844022,-1567042578845021,5016
134918811,1567042713761474,-1567042578845810,-1567042578845023,6231
135017737,1567042713858530,-1567042578843398,-1567042578845017,5188
135116281,1567042713959522,-1567042578845275,-1567042578845017,4049
135220093,1567042714060709,-1567042578844147,-1567042578845014,7040
135319837,1567042714161210,-1567042578844639,-1567042578845012,6506
135420117,1567042714260628,-1567042578844026,-1567042578845008,7008
135518755,1567042714361438,-1567042578845886,-1567042578845010,6384
135620219,1567042714460769,-1567042578844309,-1567042578845008,7494
135722763,1567042714565388,-1567042578847143,-1567042578845013,9012
135820793,1567042714661613,-1567042578844265,-1567042578845010,6857
135920699,1567042714761715,-1567042578844781,-1567042578845009,7507
136016644,1567042714860354,-1567042578845444,-1567042578845009,3447
136117028,1567042714958554,-1567042578844739,-1567042578845008,6397
136216731,1567042715059972,-1567042578845122,-1567042578845007,3738
136320720,1567042715161854,-1567042578844838,-1567042578845006,7380
136416747,1567042715257795,-1567042578843891,-1567042578845002,5665
136518733,1567042715361565,-1567042578845624,-1567042578845003,5560
136616903,1567042715457778,-1567042578843767,-1567042578844999,5762
136717978,1567042715562175,-1567042578846253,-1567042578845002,4091
136817710,1567042715658766,-1567042578843921,-1567042578844998,5709
136918119,1567042715761499,-1567042578845582,-1567042578844999,4157
137017710,1567042715858793,-1567042578843903,-1567042578844995,5618
137117866,1567042715962037,-1567042578845936,-1567042578844997,3503
137218700,1567042716059600,-1567042578844094,-1567042578844993,6367
137321367,1567042716162140,-1567042578844593,-1567042578844991,7620
137419749,1567042716260688,-1567042578843841,-1567042578844987,5781
137519704,1567042716361857,-1567042578845029,-1567042578844986,5730
137619735,1567042716461330,-1567042578844179,-1567042578844982,5147
137721725,1567042716562774,-1567042578844862,-1567042578844981,7596
137817775,1567042716661083,-1567042578845007,-1567042578844980,3370
137919749,1567042716762392,-1567042578846447,-1567042578844983,7584
138015751,1567042716858976,-1567042578845012,-1567042578844982,3553
138119103,1567042716961435,-1567042578845630,-1567042578844983,6567
138216740,1567042717057558,-1567042578843916,-1567042578844979,6174
138319437,1567042717161321,-1567042578845642,-1567042578844980,7492
138415371,1567042717259406,-1567042578845637,-1567042578844981,3183
138518351,1567042717358950,-1567042578844096,-1567042578844978,6972
138616739,1567042717459763,-1567042578844911,-1567042578844977,3753
138720733,1567042717561462,-1567042578845382,-1567042578844977,9286
138818122,1567042717659511,-1567042578844350,-1567042578844974,5900
138918592,1567042717758709,-1567042578843755,-1567042578844969,7255
139018712,1567042717859478,-1567042578844040,-1567042578844965,6520
139114333,1567042717958540,-1567042578845995,-1567042578844967,3546
139218737,1567042718059405,-1567042578844384,-1567042578844965,7410
139321750,1567042718161257,-1567042578844394,-1567042578844962,9753
139415251,1567042718259289,-1567042578845633,-1567042578844963,3166
139520757,1567042718361322,-1567042578844757,-1567042578844961,8362
139616736,1567042718460042,-1567042578845098,-1567042578844960,3562
139723114,1567042718563757,-1567042578845752,-1567042578844960,10210
139818792,1567042718659735,-1567042578843837,-1567042578844956,5756
139921713,1567042718761305,-1567042578844330,-1567042578844953,9450
140017694,1567042718859470,-1567042578844502,-1567042578844951,5429
140121734,1567042718963312,-1567042578844870,-1567042578844950,6553
140218974,1567042719059930,-1567042578843910,-1567042578844946,5886
140320729,1567042719162000,-1567042578844044,-1567042578844942,5527
140417757,1567042719259381,-1567042578844443,-1567042578844940,5615
140520715,1567042719361580,-1567042578844155,-1567042578844936,6553
140624188,1567042719465053,-1567042578846858,-1567042578844936,11980
140720248,1567042719563907,-1567042578847126,-1567042578844942,6905
140815994,1567042719659645,-1567042578845529,-1567042578844943,3732
140919994,1567042719760934,-1567042578844418,-1567042578844940,6932
141016047,1567042719858491,-1567042578844508,-1567042578844938,4106
141118761,1567042719962128,-1567042578846309,-1567042578844941,5860
141219852,1567042720060622,-1567042578844276,-1567042578844938,6991
141320734,1567042720161358,-1567042578844543,-1567042578844936,7813
141416047,1567042720260110,-1567042578845624,-1567042578844937,3098
141520005,1567042720360337,-1567042578843961,-1567042578844934,7237
141616130,1567042720459623,-1567042578845465,-1567042578844934,3920
141722128,1567042720564607,-1567042578846585,-1567042578844938,8190
141821710,1567042720662911,-1567042578845624,-1567042578844939,8815
141918703,1567042720760416,-1567042578845291,-1567042578844939,7134
142018694,1567042720860260,-1567042578844412,-1567042578844937,5671
142120850,1567042720962857,-1567042578845500,-1567042578844938,6964
142218704,1567042721059715,-1567042578843878,-1567042578844934,5711
142322701,1567042721162756,-1567042578844640,-1567042578844932,9149
142422747,1567042721262572,-1567042578844626,-1567042578844930,9579
142518779,1567042721360424,-1567042578844356,-1567042578844927,5401
142616949,1567042721460311,-1567042578845322,-1567042578844928,3896
142719743,1567042721563003,-1567042578845844,-1567042578844929,5146
142819744,1567042721660367,-1567042578843700,-1567042578844925,6121
142917746,1567042721760597,-1567042578845617,-1567042578844926,5511
143019728,1567042721860376,-1567042578843737,-1567042578844921,6151
143121701,1567042721962927,-1567042578844872,-1567042578844920,7271
143217549,1567042722057999,-1567042578843604,-1567042578844915,6286
143317441,1567042722161662,-1567042578845986,-1567042578844917,3508
143419836,1567042722260255,-1567042578843579,-1567042578844912,6293
143517796,1567042722360575,-1567042578845546,-1567042578844913,5502
143619712,1567042722460397,-1567042578843722,-1567042578844909,6054
143721482,1567042722561366,-1567042578844748,-1567042578844907,9706
143819719,1567042722660418,-1567042578843686,-1567042578844902,5952
143921856,1567042722761668,-1567042578843749,-1567042578844898,7851
144023025,1567042722866200,-1567042578847917,-1567042578844906,9461
144118298,1567042722958466,-1567042578843946,-1567042578844902,7534
144216738,1567042723059686,-1567042578845629,-1567042578844903,5339
144316700,1567042723158300,-1567042578844628,-1567042578844901,6034
144418745,1567042723259802,-1567042578844704,-1567042578844900,7271
144517982,1567042723358457,-1567042578844085,-1567042578844896,7198
144614118,1567042723457970,-1567042578845554,-1567042578844897,3383
144722440,1567042723562966,-1567042578845506,-1567042578844898,9939
144816716,1567042723657294,-1567042578843417,-1567042578844892,5651
144920761,1567042723761358,-1567042578844449,-1567042578844890,7680
145019835,1567042723859281,-1567042578843291,-1567042578844884,7667
145120716,1567042723961191,-1567042578844702,-1567042578844882,8432
145216738,1567042724059706,-1567042578845593,-1567042578844883,5228
145317736,1567042724160616,-1567042578845558,-1567042578844884,5335
145415102,1567042724259122,-1567042578845846,-1567042578844886,3631
145519740,1567042724360895,-1567042578844512,-1567042578844884,6683
145615136,1567042724459448,-1567042578845734,-1567042578844885,2820
145719030,1567042724563163,-1567042578845627,-1567042578844886,2967
145816793,1567042724659946,-1567042578845564,-1567042578844887,4791
145923137,1567042724763508,-1567042578843978,-1567042578844884,7193
146019828,1567042724860243,-1567042578843860,-1567042578844879,6765
146119839,1567042724960761,-1567042578844526,-1567042578844877,7182
146216729,1567042725059841,-1567042578845510,-1567042578844878,4774
146317747,1567042725160778,-1567042578845713,-1567042578844879,5343
146417700,1567042725259391,-1567042578844613,-1567042578844877,5823
146519822,1567042725360887,-1567042578844619,-1567042578844875,6983
146617694,1567042725459602,-1567042578844451,-1567042578844873,5065
146722727,1567042725563762,-1567042578845899,-1567042578844875,9705
146815916,1567042725658443,-1567042578844159,-1567042578844872,3243
146919876,1567042725760959,-1567042578844934,-1567042578844871,7681
147015947,1567042725860179,-1567042578845883,-1567042578844873,3280
147117723,1567042725958878,-1567042578843935,-1567042578844870,5534
147220000,1567042726060373,-1567042578843980,-1567042578844866,7193
147317739,1567042726161040,-1567042578846047,-1567042578844869,5469
147417694,1567042726259701,-1567042578844346,-1567042578844866,4657
147517709,1567042726358774,-1567042578843858,-1567042578844862,5558
147616546,1567042726457454,-1567042578843640,-1567042578844858,5436
147724976,1567042726564467,-1567042578845047,-1567042578844858,11104
147821180,1567042726660288,-1567042578843189,-1567042578844852,8132
147920369,1567042726761265,-1567042578844565,-1567042578844850,7317
148016759,1567042726857423,-1567042578843512,-1567042578844845,5673
148120797,1567042726961784,-1567042578844809,-1567042578844844,7605
148220769,1567042727061659,-1567042578844467,-1567042578844842,7135
148322734,1567042727165043,-1567042578847121,-1567042578844848,9601
148418703,1567042727260333,-1567042578844307,-1567042578844845,5332
148520755,1567042727361334,-1567042578844429,-1567042578844843,7672
148620934,1567042727460770,-1567042578843746,-1567042578844839,7801
148718295,1567042727561368,-1567042578846466,-1567042578844843,6765
148817753,1567042727660437,-1567042578844617,-1567042578844841,3839
148917582,1567042727761677,-1567042578845906,-1567042578844843,3598
149017565,1567042727860872,-1567042578844932,-1567042578844843,3228
149117731,1567042727960525,-1567042578845923,-1567042578844845,6236
149221893,1567042728061632,-1567042578843464,-1567042578844840,7429
149317712,1567042728158920,-1567042578844332,-1567042578844837,6217
149417818,1567042728260728,-1567042578844755,-1567042578844836,3667
149517722,1567042728361373,-1567042578845645,-1567042578844838,3966
149621662,1567042728461277,-1567042578843325,-1567042578844832,7398
149718370,1567042728561305,-1567042578846361,-1567042578844836,6831
149817709,1567042728658811,-1567042578843926,-1567042578844832,5625
149917771,1567042728760483,-1567042578845906,-1567042578844834,6366
150014222,1567042728857413,-1567042578844757,-1567042578844833,3111
150119734,1567042728961835,-1567042578844863,-1567042578844832,5503
150215017,1567042729058271,-1567042578845070,-1567042578844832,3529
150319767,1567042729160498,-1567042578844765,-1567042578844830,8047
150415287,1567042729258854,-1567042578845535,-1567042578844831,3913
150518326,1567042729358814,-1567042578843968,-1567042578844828,6938
150618789,1567042729459387,-1567042578844332,-1567042578844825,7437
150718740,1567042729561298,-1567042578846322,-1567042578844829,7507
150815825,1567042729656955,-1567042578843809,-1567042578844825,5241
150915823,1567042729758749,-1567042578845187,-1567042578844825,4406
151015898,1567042729856818,-1567042578843699,-1567042578844820,5275
151118584,1567042729958332,-1567042578843566,-1567042578844816,7614
151218761,1567042730059656,-1567042578843769,-1567042578844811,5727
151318539,1567042730158701,-1567042578843807,-1567042578844807,7269
151415766,1567042730258912,-1567042578845297,-1567042578844808,4281
151517789,1567042730360481,-1567042578845678,-1567042578844809,5938
151617693,1567042730459190,-1567042578844285,-1567042578844807,5555
151719852,1567042730562364,-1567042578844824,-1567042578844806,4603
151821712,1567042730662377,-1567042578843615,-1567042578844801,5876
151919731,1567042730760478,-1567042578844588,-1567042578844799,7660
152015573,1567042730858852,-1567042578845437,-1567042578844800,4294
152119251,1567042730962482,-1567042578845128,-1567042578844800,3773
152217748,1567042731059801,-1567042578844842,-1567042578844799,5551
152320730,1567042731161276,-1567042578844364,-1567042578844796,7613
152416788,1567042731257950,-1567042578843538,-1567042578844791,4710
152519968,1567042731362127,-1567042578845502,-1567042578844792,6664
152617716,1567042731458877,-1567042578843900,-1567042578844789,5451
152721698,1567042731562111,-1567042578844702,-1567042578844787,8556
152818738,1567042731660420,-1567042578844592,-1567042578844786,5796
152918745,1567042731759852,-1567042578844335,-1567042578844784,6432
153018724,1567042731860178,-1567042578844266,-1567042578844781,5603
153118779,1567042731961334,-1567042578845300,-1567042578844782,5466
153215988,1567042732058448,-1567042578844426,-1567042578844780,3911
153317793,1567042732160808,-1567042578845594,-1567042578844781,5124
153416077,1567042732260092,-1567042578845556,-1567042578844783,3060
153515974,1567042732359978,-1567042578845721,-1567042578844785,3410
153616976,1567042732460360,-1567042578845195,-1567042578844785,3600
153722702,1567042732563690,-1567042578845850,-1567042578844787,9703
153817119,1567042732660466,-1567042578845373,-1567042578844788,4031
153922709,1567042732762730,-1567042578844328,-1567042578844786,8590
154016803,1567042732860033,-1567042578845161,-1567042578844786,3841
154120877,1567042732960496,-1567042578844307,-1567042578844784,9352
154220360,1567042733061145,-1567042578844388,-1567042578844782,7184
154318696,1567042733160379,-1567042578844254,-1567042578844779,5120
154417346,1567042733260459,-1567042578845332,-1567042578844780,4416
154520780,1567042733360452,-1567042578844340,-1567042578844778,9314
154617498,1567042733460447,-1567042578845139,-1567042578844778,4358
154722745,1567042733565227,-1567042578846785,-1567042578844783,8582
154813831,1567042733656768,-1567042578844613,-1567042578844782,3324
154919747,1567042733760465,-1567042578844494,-1567042578844780,7531
155013781,1567042733856822,-1567042578844663,-1567042578844779,3217
155121723,1567042733961916,-1567042578844102,-1567042578844776,7797
155219721,1567042734060733,-1567042578843990,-1567042578844772,5926
155321850,1567042734161963,-1567042578843907,-1567042578844769,7566
155417938,1567042734260701,-1567042578844912,-1567042578844768,4274
155522128,1567042734362932,-1567042578844617,-1567042578844767,7605
155617920,1567042734460561,-1567042578844799,-1567042578844766,4295
155723725,1567042734564438,-1567042578845324,-1567042578844767,9201
155815745,1567042734658889,-1567042578845332,-1567042578844768,4353
155919822,1567042734762284,-1567042578845275,-1567042578844768,5517
156019719,1567042734860733,-1567042578843685,-1567042578844764,5320
156119762,1567042734961506,-1567042578844828,-1567042578844763,6147
156217858,1567042735060844,-1567042578844993,-1567042578844763,3987
156318142,1567042735158678,-1567042578843987,-1567042578844760,6881
156416846,1567042735259734,-1567042578845206,-1567042578844760,4612
156520711,1567042735361215,-1567042578844727,-1567042578844759,8424
156618331,1567042735458154,-1567042578843426,-1567042578844754,7185
156723827,1567042735564339,-1567042578844551,-1567042578844752,7939
156815751,1567042735656950,-1567042578843760,-1567042578844748,5094
156916694,1567042735758227,-1567042578844541,-1567042578844747,5994
157015831,1567042735856862,-1567042578843674,-1567042578844742,5264
157116703,1567042735958140,-1567042578844441,-1567042578844740,5984
157219836,1567042736060382,-1567042578844368,-1567042578844738,7620
157320761,1567042736161198,-1567042578844512,-1567042578844736,8129
157415843,1567042736259056,-1567042578845226,-1567042578844737,4005
157520770,1567042736361258,-1567042578844327,-1567042578844735,7657
157619738,1567042736460142,-1567042578843758,-1567042578844731,6689
157719202,1567042736563049,-1567042578845419,-1567042578844732,3122
157819750,1567042736660498,-1567042578843862,-1567042578844728,6201
157918958,1567042736761276,-1567042578845683,-1567042578844730,6497
158019113,1567042736859793,-1567042578844123,-1567042578844727,6865
158118836,1567042736961195,-1567042578845210,-1567042578844727,5680
158219304,1567042737059850,-1567042578844101,-1567042578844724,7087
158320709,1567042737161229,-1567042578844617,-1567042578844723,8171
158419278,1567042737259433,-1567042578843729,-1567042578844719,7127
158520707,1567042737361219,-1567042578844704,-1567042578844717,8363
158620760,1567042737461651,-1567042578843597,-1567042578844713,5390
158722724,1567042737561996,-1567042578844196,-1567042578844710,9827
158815909,1567042737659887,-1567042578845748,-1567042578844712,3516
158918740,1567042737761473,-1567042578845749,-1567042578844714,6011
159017868,1567042737858629,-1567042578843248,-1567042578844709,4950
159116044,1567042737959207,-1567042578844909,-1567042578844708,3471
159221802,1567042738062068,-1567042578844215,-1567042578844706,7874
159320759,1567042738161195,-1567042578844161,-1567042578844703,7427
159418745,1567042738260120,-1567042578844226,-1567042578844701,5679
159517775,1567042738358666,-1567042578843699,-1567042578844697,5592
159618702,1567042738460119,-1567042578844207,-1567042578844694,5557
159718738,1567042738561944,-1567042578846316,-1567042578844698,6197
159816722,1567042738657708,-1567042578843207,-1567042578844693,4411
159922731,1567042738762567,-1567042578844371,-1567042578844691,9046
160018712,1567042738859459,-1567042578844369,-1567042578844689,7222
160120751,1567042738961826,-1567042578844746,-1567042578844688,7310
160218739,1567042739061374,-1567042578845242,-1567042578844689,5190
160320789,1567042739162006,-1567042578844778,-1567042578844688,7083
160417702,1567042739258806,-1567042578844337,-1567042578844686,6442
160518741,1567042739361607,-1567042578845528,-1567042578844688,5300
160616877,1567042739460980,-1567042578845738,-1567042578844690,3249
160724652,1567042739564350,-1567042578845154,-1567042578844690,10906
160816734,1567042739660650,-1567042578845573,-1567042578844692,3292
160920752,1567042739761710,-1567042578844774,-1567042578844691,7601
161013744,1567042739856627,-1567042578844552,-1567042578844690,3314
161121739,1567042739962112,-1567042578844077,-1567042578844687,7373
161217320,1567042740060865,-1567042578845244,-1567042578844688,3376
161317883,1567042740161887,-1567042578845808,-1567042578844690,3587
161417334,1567042740260808,-1567042578845182,-1567042578844691,3394
161517716,1567042740358561,-1567042578844074,-1567042578844688,6437
161618705,1567042740459091,-1567042578843661,-1567042578844684,6528
161721310,1567042740562385,-1567042578844799,-1567042578844683,7214
161813863,1567042740656630,-1567042578844498,-1567042578844682,3441
161921329,1567042740761871,-1567042578844099,-1567042578844679,7094
162017325,1567042740860975,-1567042578845245,-1567042578844680,3168
162121186,1567042740961793,-1567042578844301,-1567042578844678,7366
162219744,1567042741061039,-1567042578844213,-1567042578844676,5815
162319736,1567042741161679,-1567042578844832,-1567042578844675,5757
162418699,1567042741259274,-1567042578843766,-1567042578844671,6361
162520758,1567042741361196,-1567042578844684,-1567042578844670,8471
162616736,1567042741459514,-1567042578845085,-1567042578844671,4593
162722710,1567042741562766,-1567042578845420,-1567042578844671,10718
162818261,1567042741660155,-1567042578844543,-1567042578844669,5276
162920710,1567042741761125,-1567042578844466,-1567042578844668,8080
163016740,1567042741859654,-1567042578845194,-1567042578844668,4537
163118290,1567042741958161,-1567042578843643,-1567042578844664,7522
163218705,1567042742060100,-1567042578844648,-1567042578844663,6485
163318755,1567042742161156,-1567042578845539,-1567042578844665,6248
163415764,1567042742258983,-1567042578845327,-1567042578844666,4194
163518407,1567042742358417,-1567042578843489,-1567042578844661,6935
163614952,1567042742457193,-1567042578844175,-1567042578844659,3841
