timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
148544717,5.0708494,3.3209472,1,0,1,0,1,0,0
149044717,5.0660157,3.319336,1,0,1,0,1,0,0
149544717,5.0982423,3.3209472,1,0,1,0,1,0,0
150044717,5.077295,3.319336,1,0,1,0,1,0,0
150544717,5.0869627,3.3209472,1,0,1,0,1,0,0
151044717,5.0966306,3.319336,1,0,1,0,1,0,0
151544717,5.078906,3.319336,1,0,1,0,1,0,0
152044717,5.0756836,3.319336,1,0,1,0,1,0,0
152544718,5.067627,3.319336,1,0,1,0,1,0,0
153044717,5.0370116,3.3177245,1,0,1,0,1,0,0
153544717,5.093408,3.3209472,1,0,1,0,1,0,0
154044717,5.0724607,3.319336,1,0,1,0,1,0,0
154544717,5.0966306,3.319336,1,0,1,0,1,0,0
155054717,5.088574,3.319336,1,0,1,0,1,0,0
155554717,5.0756836,3.319336,1,0,1,0,1,0,0
156054717,5.0756836,3.3177245,1,0,1,0,1,0,0
156554717,5.0724607,3.319336,1,0,1,0,1,0,0
157054717,5.0756836,3.3177245,1,0,1,0,1,0,0
157554718,5.0724607,3.319336,1,0,1,0,1,0,0
158054719,5.0724607,3.319336,1,0,1,0,1,0,0
158554719,5.0982423,3.319336,1,0,1,0,1,0,0
159054717,5.0966306,3.3209472,1,0,1,0,1,0,0
159554717,5.08374,3.319336,1,0,1,0,1,0,0
160064717,5.0950193,3.319336,1,0,1,0,1,0,0
160564717,5.0966306,3.319336,1,0,1,0,1,0,0
161064717,5.0740724,3.319336,1,0,1,0,1,0,0
161564717,5.0740724,3.3209472,1,0,1,0,1,0,0
162064718,5.0950193,3.319336,1,0,1,0,1,0,0
162564719,5.0740724,3.319336,1,0,1,0,1,0,0
163064717,5.08374,3.319336,1,0,1,0,1,0,0
163574718,5.0740724,3.319336,1,0,1,0,1,0,0
164074728,5.0901856,3.319336,1,0,1,0,1,0,0
164574718,5.0805173,3.319336,1,0,1,0,1,0,0
165074717,5.077295,3.3177245,1,0,1,0,1,0,0
165574717,5.0756836,3.319336,1,0,1,0,1,0,0
166074717,5.0724607,3.319336,1,0,1,0,1,0,0
166584728,5.0901856,3.319336,1,0,1,0,1,0,0
167084717,5.0756836,3.319336,1,0,1,0,1,0,0
167584717,5.078906,3.319336,1,0,1,0,1,0,0
168084717,5.077295,3.319336,1,0,1,0,1,0,0
168584717,5.0740724,3.319336,1,0,1,0,1,0,0
169084717,5.0756836,3.319336,1,0,1,0,1,0,0
169584717,5.078906,3.319336,1,0,1,0,1,0,0
170094718,5.0966306,3.3209472,1,0,1,0,1,0,0
170594718,5.0950193,3.3177245,1,0,1,0,1,0,0
171094720,5.0740724,3.319336,1,0,1,0,1,0,0
171594717,5.077295,3.319336,1,0,1,0,1,0,0
172094718,5.0740724,3.319336,1,0,1,0,1,0,0
172594728,5.077295,3.3177245,1,0,1,0,1,0,0
173094717,5.078906,3.319336,1,0,1,0,1,0,0
173594717,5.0853515,3.3209472,1,0,1,0,1,0,0
174094718,5.082129,3.3209472,1,0,1,0,1,0,0
174594717,5.077295,3.319336,1,0,1,0,1,0,0
175094725,5.078906,3.319336,1,0,1,0,1,0,0
175594717,5.082129,3.319336,1,0,1,0,1,0,0
176094718,5.0853515,3.3177245,1,0,1,0,1,0,0
176594718,5.0982423,3.319336,1,0,1,0,1,0,0
177104717,5.088574,3.3177245,1,0,1,0,1,0,0
177604717,5.091797,3.319336,1,0,1,0,1,0,0
178104717,5.0950193,3.3209472,1,0,1,0,1,0,0
178604717,5.0950193,3.319336,1,0,1,0,1,0,0
179104717,5.0950193,3.319336,1,0,1,0,1,0,0
179604719,5.0756836,3.319336,1,0,1,0,1,0,0
180104717,5.078906,3.319336,1,0,1,0,1,0,0
180604717,5.08374,3.319336,1,0,1,0,1,0,0
181104717,5.0982423,3.319336,1,0,1,0,1,0,0
181604717,5.091797,3.319336,1,0,1,0,1,0,0
182104717,5.0901856,3.319336,1,0,1,0,1,0,0
182614722,5.0756836,3.319336,1,0,1,0,1,0,0
183114719,5.0869627,3.3209472,1,0,1,0,1,0,0
183614719,5.0740724,3.3209472,1,0,1,0,1,0,0
184114718,5.077295,3.3209472,1,0,1,0,1,0,0
184614717,5.0950193,3.319336,1,0,1,0,1,0,0
185114717,5.0756836,3.319336,1,0,1,0,1,0,0
185614718,5.077295,3.319336,1,0,1,0,1,0,0
186124717,5.093408,3.3209472,1,0,1,0,1,0,0
186624717,5.0966306,3.319336,1,0,1,0,1,0,0
187124717,5.0805173,3.319336,1,0,1,0,1,0,0
187624722,5.0756836,3.319336,1,0,1,0,1,0,0
188124717,5.0982423,3.319336,1,0,1,0,1,0,0
188624717,5.0950193,3.319336,1,0,1,0,1,0,0
189124717,5.0756836,3.319336,1,0,1,0,1,0,0
189624717,5.077295,3.319336,1,0,1,0,1,0,0
190124717,5.078906,3.3209472,1,0,1,0,1,0,0
190624718,5.0756836,3.319336,1,0,1,0,1,0,0
191124717,5.0756836,3.3209472,1,0,1,0,1,0,0
191624718,5.0982423,3.319336,1,0,1,0,1,0,0
192124725,5.0756836,3.3177245,1,0,1,0,1,0,0
192624717,5.0740724,3.3177245,1,0,1,0,1,0,0
193124717,5.1014647,3.319336,1,0,1,0,1,0,0
193624717,5.0740724,3.319336,1,0,1,0,1,0,0
194124717,5.077295,3.3209472,1,0,1,0,1,0,0
194624717,5.069238,3.3177245,1,0,1,0,1,0,0
195124717,5.0966306,3.3209472,1,0,1,0,1,0,0
195634718,5.0724607,3.319336,1,0,1,0,1,0,0
196134718,5.078906,3.319336,1,0,1,0,1,0,0
196634717,5.077295,3.319336,1,0,1,0,1,0,0
197134721,5.0756836,3.319336,1,0,1,0,1,0,0
197634717,5.0853515,3.3177245,1,0,1,0,1,0,0
198134717,5.0740724,3.3209472,1,0,1,0,1,0,0
198644717,5.0950193,3.3209472,1,0,1,0,1,0,0
199144718,5.093408,3.319336,1,0,1,0,1,0,0
199644717,5.077295,3.319336,1,0,1,0,1,0,0
200144718,5.078906,3.3177245,1,0,1,0,1,0,0
200644717,5.078906,3.319336,1,0,1,0,1,0,0
201144717,5.0982423,3.3177245,1,0,1,0,1,0,0
201644717,5.077295,3.3177245,1,0,1,0,1,0,0
202144717,5.08374,3.319336,1,0,1,0,1,0,0
202654719,5.0756836,3.319336,1,0,1,0,1,0,0
203154717,5.0950193,3.319336,1,0,1,0,1,0,0
203654717,5.0756836,3.3177245,1,0,1,0,1,0,0
204154718,5.0998535,3.319336,1,0,1,0,1,0,0
204654717,5.0740724,3.319336,1,0,1,0,1,0,0
205154751,5.0982423,3.319336,1,0,1,0,1,0,0
205654717,5.0966306,3.319336,1,0,1,0,1,0,0
206154717,5.077295,3.3209472,1,0,1,0,1,0,0
206654717,5.0756836,3.3177245,1,0,1,0,1,0,0
207154717,5.0756836,3.319336,1,0,1,0,1,0,0
207654717,5.078906,3.319336,1,0,1,0,1,0,0
208154718,5.088574,3.319336,1,0,1,0,1,0,0
208654718,5.091797,3.3177245,1,0,1,0,1,0,0
209154721,5.0901856,3.319336,1,0,1,0,1,0,0
209654717,5.0756836,3.319336,1,0,1,0,1,0,0
210154717,5.077295,3.319336,1,0,1,0,1,0,0
210654717,5.077295,3.3177245,1,0,1,0,1,0,0
211154717,5.0756836,3.3209472,1,0,1,0,1,0,0
211654718,5.08374,3.3177245,1,0,1,0,1,0,0
212154717,5.0805173,3.3209472,1,0,1,0,1,0,0
212664717,5.0724607,3.319336,1,0,1,0,1,0,0
213164717,5.0982423,3.319336,1,0,1,0,1,0,0
213664718,5.0950193,3.319336,1,0,1,0,1,0,0
214164718,5.0966306,3.319336,1,0,1,0,1,0,0
214674718,5.0756836,3.319336,1,0,1,0,1,0,0
215174718,5.0869627,3.3177245,1,0,1,0,1,0,0
215674717,5.078906,3.3209472,1,0,1,0,1,0,0
216174717,5.0740724,3.319336,1,0,1,0,1,0,0
216674717,5.078906,3.319336,1,0,1,0,1,0,0
217174717,5.082129,3.319336,1,0,1,0,1,0,0
217674717,5.0966306,3.319336,1,0,1,0,1,0,0
218174717,5.082129,3.319336,1,0,1,0,1,0,0
218684717,5.0756836,3.3177245,1,0,1,0,1,0,0
219184717,5.077295,3.3177245,1,0,1,0,1,0,0
219684717,5.0805173,3.319336,1,0,1,0,1,0,0
220184717,5.0998535,3.319336,1,0,1,0,1,0,0
220684717,5.0740724,3.319336,1,0,1,0,1,0,0
221194718,5.0756836,3.3177245,1,0,1,0,1,0,0
221694717,5.0901856,3.319336,1,0,1,0,1,0,0
222194717,5.069238,3.319336,1,0,1,0,1,0,0
222694717,5.0950193,3.3177245,1,0,1,0,1,0,0
223194717,5.082129,3.319336,1,0,1,0,1,0,0
223694717,5.077295,3.3209472,1,0,1,0,1,0,0
224194717,5.077295,3.319336,1,0,1,0,1,0,0
224704717,5.0756836,3.3209472,1,0,1,0,1,0,0
225204717,5.0724607,3.3209472,1,0,1,0,1,0,0
