timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z
58859716,0,0,0,0.001002015,0.000445668,-0.000222081
58890776,0,0,0,0.001012957,0.000426627,-0.000321778
58922791,0,0,0,0.000998335,0.00042853,-0.000309995
58957696,0,0,0,0.000964612,0.000436306,-0.000154372
58996741,0,0,0,0.000981984,0.000452556,-0.000206027
59023269,0,0,0,0.000997658,0.000423179,-0.000197855
59058740,0,0,0,0.00102286,0.000430769,-0.000159147
59090774,0,0,0,0.000995833,0.000425738,-0.000323246
59123049,0,0,0,0.00099509,0.000438741,-0.000329822
59156073,0,0,0,0.000979213,0.000450921,-0.000298617
59189740,0,0,0,0.000980856,0.000436419,-0.000287529
59223205,0,0,0,0.001039131,0.000433303,-0.000277746
59257730,0,0,0,0.000920359,0.000449302,-0.00018139
59289740,0,0,0,0.000988231,0.000428612,-0.000300283
59323108,0,0,0,0.000992235,0.000420999,-0.000323689
59359074,0,0,0,0.000992176,0.000420698,-0.000230121
59389802,0,0,0,0.001009858,0.000442058,-0.000324435
59427106,0,0,0,0.001014212,0.000451812,-0.000191634
59457678,0,0,0,0.000933573,0.000443948,-0.000402608
59489801,0,0,0,0.000954124,0.000414133,-0.000399681
59523317,0,0,0,0.000915769,0.000407553,-0.000252624
59555153,0,0,0,0.000959631,0.000394766,-0.000387882
59589735,0,0,0,0.000956789,0.000361006,-0.000258619
59629678,0,0,0,0.000956555,0.000408612,-0.000278985
59656539,0,0,0,0.000918582,0.000484001,-0.000207854
59690687,0,0,0,0.000995994,0.000447651,-0.000282753
59728950,0,0,0,0.000966354,0.000403313,-0.000279897
59756678,0,0,0,0.000945731,0.000404682,-0.000273793
59792618,0,0,0,0.000941699,0.000498448,-0.000386877
59824113,0,0,0,0.000917411,0.000547729,-0.000239183
59856143,0,0,0,0.000978284,0.000422099,-0.000403537
59890712,0,0,0,0.000984128,0.000429209,-0.000414333
59922740,0,0,0,0.000974711,0.000440981,-0.000322443
59957794,0,0,0,0.000982751,0.000400828,-0.00043411
59992533,0,0,0,0.000990203,0.000384977,-0.000342975
60027990,0,0,0,0.001083379,0.000411299,-0.000124429
60056761,0,0,0,0.001031806,0.000445335,-0.000297656
60090686,0,0,0,0.001018854,0.000464413,-0.000289552
60124071,0,0,0,0.001028829,0.000484196,-0.000123792
60156013,0,0,0,0.000991404,0.000467042,-0.00028475
60190757,0,0,0,0.001042398,0.000454762,-0.000349251
60222777,0,0,0,0.001028832,0.000444936,-0.000265653
60256394,0,0,0,0.001016413,0.000415118,-0.000333037
60288268,0,0,0,0.001035941,0.000470262,-0.000318755
60323756,0,0,0,0.001060368,0.000484466,-0.000151004
60355942,0,0,0,0.00107407,0.000462976,-0.000252164
60392270,0,0,0,0.001032421,0.000455105,-0.000256091
60424029,0,0,0,0.001011612,0.000486903,-0.00024894
60456282,0,0,0,0.001043281,0.000471719,-0.000341809
60490707,0,0,0,0.001040088,0.000449087,-0.000363083
60522736,0,0,0,0.001056316,0.000436256,-0.000257332
60562799,0,0,0,0.001046231,0.000435321,-0.000231479
60592256,0,0,0,0.001022151,0.000466557,-0.000329485
60627937,0,0,0,0.00102272,0.000451095,-0.000205707
60656172,0,0,0,0.001005381,0.000455325,-0.000261589
60690715,0,0,0,0.0010206,0.000448072,-0.000222963
60724699,0,0,0,0.001057576,0.000469462,-0.000182345
60756652,0,0,0,0.001053297,0.000443724,-0.000334131
60789740,0,0,0,0.001041281,0.000415168,-0.000185378
60823234,0,0,0,0.00103932,0.000467507,-0.000310165
60857541,0,0,0,0.001043988,0.000477681,-0.000317644
60888887,0,0,0,0.00104589,0.000497199,-0.000193701
60922732,0,0,0,0.001043659,0.000473968,-0.000359354
60957536,0,0,0,0.001024388,0.00047825,-0.000255976
60993001,0,0,0,0.001094792,0.000476238,-0.00017807
61024903,0,0,0,0.001033502,0.000443692,-0.000355645
61056910,0,0,0,0.001051969,0.000438829,-0.000327708
61088788,0,0,0,0.001008941,0.000421737,-0.000125437
61121985,0,0,0,0.000996343,0.000484272,-0.000171809
61158730,0,0,0,0.00100876,0.00046858,-0.00026785
61192856,0,0,0,0.001049119,0.000473679,-0.000317385
61224998,0,0,0,0.001045307,0.000486751,-0.000171054
61256696,0,0,0,0.001037242,0.000453229,-0.000310161
61288880,0,0,0,0.00100032,0.000423894,-0.00015238
61322741,0,0,0,0.001012344,0.000401696,-0.000226668
61357074,0,0,0,0.001046622,0.000487776,-0.000371267
61390792,0,0,0,0.001049173,0.000499064,-0.000267957
61424948,0,0,0,0.001077447,0.000494607,-0.000230184
61456994,0,0,0,0.001048842,0.000484187,-0.000366701
61489173,0,0,0,0.001088597,0.000466925,-0.000293171
61524815,0,0,0,0.00104985,0.000541363,-0.000362109
61561317,0,0,0,0.001041819,0.000553882,-0.000247809
61591048,0,0,0,0.001038715,0.00043221,-0.000279416
61625167,0,0,0,0.001071879,0.000408171,-0.000251972
61657012,0,0,0,0.001076234,0.000526445,-0.000290421
61689348,0,0,0,0.001035251,0.000502924,-0.000289634
61724557,0,0,0,0.001037961,0.000503833,-0.000359959
61757967,0,0,0,0.001021125,0.000498031,-0.000277631
61793734,0,0,0,0.001037151,0.000495477,-0.000354742
61822733,0,0,0,0.001031966,0.000496796,-0.000240988
61858284,0,0,0,0.001149397,0.000456605,-0.000310379
61889734,0,0,0,0.001055235,0.000522541,-0.000368672
61923697,0,0,0,0.001059219,0.000512385,-0.000357407
61958455,0,0,0,0.001099251,0.000505965,-0.000229772
61991856,0,0,0,0.00104841,0.000506714,-0.000366053
62023743,0,0,0,0.001058029,0.000499482,-0.000334099
62056202,0,0,0,0.00106209,0.00049882,-0.000186874
62090273,0,0,0,0.001054564,0.000509952,-0.000278741
62121703,0,0,0,0.001104582,0.000404753,-0.000224776
62159853,0,0,0,0.001051282,0.000530053,-0.000349906
62189747,0,0,0,0.001059869,0.000502139,-0.000371244
62225815,0,0,0,0.001054884,0.000533513,-0.000338232
62257688,0,0,0,0.001078707,0.000556312,-0.000217848
62289829,0,0,0,0.001057546,0.000507289,-0.000348155
62323747,0,0,0,0.001059355,0.000495815,-0.000215257
62358142,0,0,0,0.000973576,0.000510404,-0.000312833
62389745,0,0,0,0.001121049,0.000434904,-0.000280129
62426534,0,0,0,0.001082245,0.00048342,-0.000368083
62455882,0,0,0,0.001090746,0.000482618,-0.000246976
62489740,0,0,0,0.00103244,0.000508305,-0.000322418
62523746,0,0,0,0.000941445,0.000511914,-0.000133437
62556216,0,0,0,0.001063684,0.000507565,-0.000195011
62589805,0,0,0,0.000992223,0.000507483,-0.000243016
62625607,0,0,0,0.001095307,0.00044474,-0.000296991
62655887,0,0,0,0.001071764,0.000437851,-0.000290342
62689571,0,0,0,0.001062825,0.000477533,-0.000408623
62722119,0,0,0,0.001056573,0.000509306,-0.000357945
62757415,0,0,0,0.001095081,0.000527142,-0.000248821
62793574,0,0,0,0.001091412,0.000463225,-0.000388134
62823829,0,0,0,0.001123085,0.000440303,-0.000300639
62855831,0,0,0,0.001051748,0.00050686,-0.000366956
62889762,0,0,0,0.001065596,0.000457385,-0.000379424
62923704,0,0,0,0.001055991,0.00043424,-0.000275706
62956136,0,0,0,0.001055986,0.000550188,-0.00035004
62989747,0,0,0,0.001034442,0.000594485,-0.000206385
63025652,0,0,0,0.001010789,0.00056282,-0.000204738
63055816,0,0,0,0.001166775,0.000447198,-0.000274427
63089813,0,0,0,0.001086918,0.000435928,-0.000417299
63122550,0,0,0,0.001046627,0.00054786,-0.000340985
63158740,0,0,0,0.001062451,0.000448345,-0.00033333
63192819,0,0,0,0.001020221,0.000419088,-0.000464167
63224799,0,0,0,0.001026542,0.000396142,-0.000442094
63255873,0,0,0,0.001065838,0.000539166,-0.000340836
63290350,0,0,0,0.001057652,0.000538975,-0.00035299
63322733,0,0,0,0.001061139,0.000556628,-0.000221042
63360722,0,0,0,0.001088109,0.000454881,-0.000380923
63390143,0,0,0,0.001094957,0.000425896,-0.000288377
63424688,0,0,0,0.001025011,0.000562064,-0.000248369
63455827,0,0,0,0.001128833,0.000452336,-0.000265743
63490326,0,0,0,0.001162565,0.000474812,-0.000260213
63522564,0,0,0,0.001201374,0.000468889,-0.000166821
63560825,0,0,0,0.001138267,0.000502276,-0.000184898
63590767,0,0,0,0.001124187,0.000491276,-0.000188965
63624827,0,0,0,0.001029558,0.000575344,-0.000163064
63656039,0,0,0,0.001081437,0.000450786,-0.00041829
63690710,0,0,0,0.001128267,0.000444244,-0.000275677
63722987,0,0,0,0.001129878,0.00046752,-0.000300827
63756748,0,0,0,0.001154434,0.000467751,-0.000209253
63794388,0,0,0,0.001109468,0.000566528,-0.000256627
63823957,0,0,0,0.001140701,0.000465789,-0.000303481
63855762,0,0,0,0.001122248,0.000467205,-0.000287418
63890552,0,0,0,0.001094622,0.00048579,-0.000288922
63924694,0,0,0,0.001092064,0.000490146,-0.000285193
63959858,0,0,0,0.001116466,0.00045866,-0.000294739
63990152,0,0,0,0.001155493,0.000433721,-0.000165214
64026543,0,0,0,0.001096323,0.000462989,-0.000194133
64055857,0,0,0,0.001103598,0.00052538,-0.000173372
64090412,0,0,0,0.001156361,0.000483722,-0.000162549
64123101,0,0,0,0.001080209,0.000587777,-0.00020602
64156804,0,0,0,0.001116367,0.000464827,-0.000266118
64192704,0,0,0,0.001104131,0.000444243,-0.000196308
64224819,0,0,0,0.001124981,0.00047189,-0.000309495
64255230,0,0,0,0.001124693,0.000474871,-0.000287865
64289800,0,0,0,0.001150038,0.000474834,-0.000135161
64323384,0,0,0,0.001128786,0.000487846,-0.00027818
64356801,0,0,0,0.001148393,0.000487658,-0.000184048
64391196,0,0,0,0.001093954,0.000492267,-0.000219809
64423941,0,0,0,0.001111542,0.000493208,-0.000287671
64455132,0,0,0,0.001118223,0.000472413,-0.00027685
64489742,0,0,0,0.001101542,0.00046272,-0.000153976
64523501,0,0,0,0.001113573,0.000433366,-0.000145774
64559224,0,0,0,0.001087424,0.000448673,-0.000154733
64591751,0,0,0,0.001119309,0.000491265,-0.000149305
64625772,0,0,0,0.001073138,0.000541517,-0.000176876
64655121,0,0,0,0.001123313,0.000501889,-0.00027661
64689782,0,0,0,0.001110188,0.000503541,-0.000163981
64723890,0,0,0,0.001120961,0.000527868,-0.000294523
64755846,0,0,0,0.001158145,0.000465407,-0.000310043
64790795,0,0,0,0.001268996,0.000449083,-0.000209789
64823084,0,0,0,0.001094055,0.000488426,-0.000366128
64857752,0,0,0,0.001136686,0.000495012,-0.000252407
64889743,0,0,0,0.001058737,0.000490679,-0.000235889
64923546,0,0,0,0.001061076,0.000467594,-0.000346969
64955316,0,0,0,0.001002021,0.00046006,-0.000248787
64991055,0,0,0,0.001063557,0.000480102,-0.000230999
65023843,0,0,0,0.001087273,0.000494222,-0.000283915
65057715,0,0,0,0.001080648,0.000447989,-0.000191951
65089766,0,0,0,0.001029843,0.000448425,-0.000228891
65123421,0,0,0,0.001096727,0.00048145,-0.000360672
65157689,0,0,0,0.001119984,0.000495714,-0.000286254
65190760,0,0,0,0.001087372,0.000477733,-0.000357488
65223948,0,0,0,0.001067253,0.000476639,-0.000258107
65256829,0,0,0,0.001122697,0.000493824,-0.000274047
65291742,0,0,0,0.001073144,0.000465996,-0.000356422
65323432,0,0,0,0.001088137,0.000464146,-0.000322933
65355322,0,0,0,0.001101335,0.000454096,-0.000144352
65390693,0,0,0,0.001055534,0.000489598,-0.000370424
65424032,0,0,0,0.001019288,0.000491468,-0.000264849
65456013,0,0,0,0.001062718,0.000446593,-0.00032776
65488002,0,0,0,0.001096811,0.000486414,-0.000280622
65522740,0,0,0,0.001080418,0.000485864,-0.000350833
65556112,0,0,0,0.001088884,0.000503191,-0.000196096
65591971,0,0,0,0.001041964,0.000479643,-0.000176973
65623962,0,0,0,0.001074047,0.000448955,-0.000250603
65657694,0,0,0,0.001057678,0.000442527,-0.000299629
65691899,0,0,0,0.001072472,0.00046653,-0.000370984
65722743,0,0,0,0.001089959,0.000461854,-0.000361254
65757003,0,0,0,0.001080945,0.000465168,-0.000260491
65794773,0,0,0,0.001092957,0.000464557,-0.000363518
65825734,0,0,0,0.001122735,0.00047703,-0.000251236
65857747,0,0,0,0.001127667,0.000456005,-0.000270942
65889733,0,0,0,0.001099993,0.000470466,-0.000339091
65922748,0,0,0,0.001122657,0.000490517,-0.000149286
65956114,0,0,0,0.001059336,0.000500705,-0.000246774
65990700,0,0,0,0.001103838,0.000466315,-0.000305732
66024778,0,0,0,0.001086335,0.000461493,-0.000309953
66057732,0,0,0,0.001076545,0.000467661,-0.000246878
66089780,0,0,0,0.001090987,0.000452077,-0.000374921
66122750,0,0,0,0.00107706,0.000442074,-0.000280445
66160736,0,0,0,0.001084419,0.000485929,-0.000395974
66191926,0,0,0,0.001111047,0.000489304,-0.000381616
66222764,0,0,0,0.001136457,0.000498958,-0.000277579
66255889,0,0,0,0.001085906,0.00046584,-0.000362132
66290733,0,0,0,0.001080014,0.000468392,-0.00036498
66322739,0,0,0,0.001044396,0.000474897,-0.000259807
66356244,0,0,0,0.001100448,0.000466128,-0.000392031
66389759,0,0,0,0.001107012,0.000460912,-0.000372564
66423901,0,0,0,0.001119276,0.000456065,-0.000232111
66456000,0,0,0,0.001123308,0.000514429,-0.00022167
66489746,0,0,0,0.001084142,0.000486883,-0.000392746
66522744,0,0,0,0.001053048,0.000497653,-0.000305196
66558767,0,0,0,0.001122134,0.000504039,-0.000288409
66592862,0,0,0,0.001166976,0.000503805,-0.000258452
66624810,0,0,0,0.001190682,0.000498845,-0.000291327
66656827,0,0,0,0.001106911,0.000466202,-0.000402559
66690681,0,0,0,0.001121275,0.000504216,-0.000373254
66724777,0,0,0,0.001197177,0.000537224,-0.000237794
66756909,0,0,0,0.001154765,0.000515736,-0.000287767
66790792,0,0,0,0.00112416,0.000495745,-0.000246296
66824562,0,0,0,0.001044839,0.00051279,-0.000297718
66857688,0,0,0,0.001083288,0.000491246,-0.000399522
66890691,0,0,0,0.001032625,0.000508667,-0.000332815
66922764,0,0,0,0.001078397,0.000454276,-0.000256594
66956904,0,0,0,0.001075929,0.000483173,-0.000177306
66996806,0,0,0,0.00109496,0.000540836,-0.000262019
67024556,0,0,0,0.001137438,0.000539598,-0.000352891
67056727,0,0,0,0.001080854,0.000487887,-0.000370243
67090745,0,0,0,0.001072958,0.000522288,-0.000367916
67122773,0,0,0,0.001074608,0.000535313,-0.000242626
67160777,0,0,0,0.001084704,0.000504164,-0.000254507
67192386,0,0,0,0.001121266,0.000458744,-0.000395468
67230683,0,0,0,0.001082528,0.000521741,-0.00037716
67256742,0,0,0,0.001097599,0.000522222,-0.000369371
67290736,0,0,0,0.001073294,0.000523781,-0.000391826
67325049,0,0,0,0.00107403,0.00052041,-0.000383673
67356709,0,0,0,0.001041543,0.000528997,-0.000312179
67392382,0,0,0,0.001117317,0.000520809,-0.000311583
67426778,0,0,0,0.001194745,0.000563035,-7.43E-05
67456928,0,0,0,0.001098892,0.000507994,-0.00039083
67489773,0,0,0,0.001106195,0.000518749,-0.000326422
67523852,0,0,0,0.001123366,0.000501144,-0.000268688
67557648,0,0,0,0.001083941,0.000512793,-0.000368238
67589902,0,0,0,0.001049497,0.000527222,-0.000278153
67623724,0,0,0,0.001104455,0.000514613,-0.000373475
67657172,0,0,0,0.001098535,0.000532225,-0.000359455
67689818,0,0,0,0.001100515,0.000548096,-0.000286485
67723753,0,0,0,0.001102875,0.000463461,-0.000395115
67754978,0,0,0,0.001107607,0.000456465,-0.000303188
67791713,0,0,0,0.00111591,0.000521378,-0.000332074
67831708,0,0,0,0.00110782,0.000485239,-0.000405736
67855924,0,0,0,0.001174623,0.000489702,-0.000355822
67889777,0,0,0,0.001152115,0.00048244,-0.000265291
67925760,0,0,0,0.001113839,0.000555513,-0.000240818
67956006,0,0,0,0.001094393,0.000472495,-0.0003983
67997995,0,0,0,0.001120192,0.000473906,-0.000375343
68025310,0,0,0,0.001099339,0.000522639,-0.000394276
68057189,0,0,0,0.001082389,0.000516714,-0.000375713
68089756,0,0,0,0.001051213,0.000533497,-0.000283874
68122748,0,0,0,0.00108582,0.000508632,-0.000391428
68157708,0,0,0,0.001110618,0.000486336,-0.000383694
68199835,0,0,0,0.00111569,0.000495005,-0.000399321
68223703,0,0,0,0.001107745,0.000481044,-0.000400391
68257345,0,0,0,0.001093606,0.000481994,-0.000399772
68291836,0,0,0,0.001082019,0.000522925,-0.000378439
68323697,0,0,0,0.001094298,0.000515971,-0.000403551
68361750,0,0,0,0.001086337,0.00052893,-0.000373252
68397689,0,0,0,0.001121606,0.000538193,-0.000360079
68423828,0,0,0,0.001102446,0.000520406,-0.000358501
