timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
27836859,0.111620046,0.005433217,0.10161837
28040938,0.10393919,0.0069063585,0.10187274
28244913,0.120099895,0.006375638,0.10250059
28448808,0.112210035,0.006518343,0.100480095
28649635,0.11458216,0.0062604346,0.10159543
28853769,0.113542624,0.006606376,0.10157074
29057623,0.117630064,0.006533863,0.102134086
29261632,0.10952396,0.0061582355,0.10202469
29461655,0.11938015,0.0066642268,0.10261708
29665631,0.10252684,0.0069264364,0.10125075
29870463,0.11318687,0.006019184,0.10216342
30070460,0.11713219,0.0060945963,0.101367705
30274437,0.10383052,0.0066252225,0.10077908
30478450,0.100946955,0.007743065,0.09985218
30682440,0.10360357,0.0062831016,0.100421645
30883260,0.10480792,0.0063317,0.100599304
31087284,0.11242267,0.006969163,0.1006257
31291261,0.11609228,0.0068448912,0.100836486
31491390,0.10815779,0.006571605,0.0994237
31695280,0.10592525,0.006077336,0.09970933
31899308,0.09966384,0.006052087,0.10132262
32100051,0.12120849,0.0059719416,0.10136269
32304071,0.11156001,0.005292182,0.10303566
32508020,0.10925871,0.006327146,0.102092445
32712082,0.107827835,0.0064056125,0.10192507
32912169,0.10859429,0.0060367463,0.10124975
33116844,0.09701003,0.006138404,0.10069955
33320822,0.1065954,0.006706426,0.10050483
33520857,0.10729538,0.0065434566,0.100015186
33724935,0.10117216,0.006295376,0.102229916
33928880,0.10812162,0.0065367115,0.10210227
34133004,0.103171684,0.006381429,0.10100107
34333649,0.1043272,0.006715676,0.09744961
34537660,0.11140072,0.006908517,0.100836925
34741641,0.11597631,0.0067599057,0.10127536
34945597,0.1177117,0.0071225157,0.1008151
35145779,0.11089597,0.0061560194,0.10082832
35349657,0.11157219,0.0058514997,0.10104906
35554462,0.10426157,0.007205913,0.10293455
35754589,0.10657265,0.0062749246,0.101168595
35958485,0.10948613,0.0066550216,0.1023967
36162458,0.111731306,0.006360767,0.10092514
36366487,0.11204278,0.0074395034,0.10108322
36566455,0.11643204,0.0061703417,0.10021128
36771263,0.0974593,0.0060448637,0.10074692
36975276,0.10993161,0.0060084574,0.10233333
37175274,0.11244502,0.00634894,0.10169562
37379282,0.10065641,0.005825823,0.10146808
37583280,0.117225796,0.0062310407,0.100622825
37784059,0.12306686,0.006700657,0.100912996
37988062,0.10044553,0.006914753,0.10132916
38192050,0.1161802,0.005321438,0.10199122
38396044,0.112988956,0.006978382,0.101125024
38596035,0.10525959,0.0076637575,0.10131953
38800823,0.11356486,0.005807221,0.10231744
39004942,0.11664828,0.00663578,0.10089396
39204895,0.10568333,0.00614121,0.10153778
39408861,0.11268043,0.0060565127,0.10122764
39612837,0.10502802,0.0066366745,0.10207133
39816862,0.109663166,0.0053311363,0.10186791
40016873,0.11548005,0.0063382853,0.10183498
40221696,0.110938564,0.0067100055,0.10179671
40425721,0.11205032,0.00690251,0.10113326
40629644,0.10773345,0.006869983,0.10167503
40829645,0.11621268,0.006398069,0.100999564
41033721,0.11706898,0.0070457417,0.10211195
41238430,0.11225932,0.006247624,0.10220584
41438428,0.103758216,0.0066257194,0.10221187
41642434,0.11481843,0.0052944547,0.101417154
41846440,0.114615284,0.0063255266,0.10321194
42050472,0.11415208,0.0064870226,0.1019464
42250459,0.10775941,0.0065115467,0.10114227
42455274,0.11585528,0.006298922,0.101602994
42659308,0.1124922,0.006692875,0.101265766
42859262,0.11317163,0.0064522815,0.101912566
43063274,0.11850873,0.0068008825,0.10209502
43267262,0.11530198,0.006477166,0.1012179
43471280,0.11301962,0.00667792,0.10148099
43672010,0.12185539,0.0076793307,0.100025214
43876063,0.11008837,0.0064460137,0.10114766
44080025,0.10714228,0.006212424,0.100468904
44280044,0.107514665,0.006441766,0.100758485
44484969,0.11777533,0.005582324,0.10076277
44688851,0.11748061,0.005864208,0.10077238
44888828,0.11814844,0.0062987395,0.10178129
45092931,0.12107524,0.0062710596,0.10189367
45296829,0.11130476,0.0065961475,0.10163699
45500862,0.119403675,0.0062959483,0.1005996
45700843,0.11864313,0.007055454,0.10036797
45905643,0.112103574,0.0070919977,0.1008685
46109611,0.10658082,0.0056175897,0.10113618
46313765,0.10903606,0.0064790184,0.10064868
46513782,0.11227186,0.0074212407,0.0999997
46717662,0.111242,0.006091904,0.100219525
46921635,0.103086874,0.0053557614,0.101885974
47122502,0.10811651,0.0063293064,0.10237749
47326425,0.12032967,0.006922087,0.10208816
47530449,0.12215455,0.0064448453,0.10098439
47734442,0.11161687,0.006571668,0.10040755
47934401,0.11991157,0.0067851343,0.10047979
48139238,0.1194946,0.0072594346,0.099645026
48343262,0.1243464,0.0065614106,0.099509425
48543270,0.11992786,0.006631692,0.099090084
48747281,0.1130092,0.0063225133,0.099793434
48951416,0.10608384,0.00634948,0.1016705
49155279,0.112770654,0.0067915637,0.10037093
49356133,0.116459355,0.006056977,0.10079846
49560067,0.12155282,0.0064302348,0.09996559
49764006,0.10612203,0.006288051,0.10067819
49964075,0.110797584,0.0070459265,0.101096496
50168044,0.10862854,0.006312908,0.10106148
50372880,0.10641398,0.0066653793,0.10159393
50572858,0.11321681,0.0057498594,0.10080912
50776930,0.10530504,0.007088834,0.10084143
50980872,0.104642525,0.0074047144,0.101205766
51184942,0.1101399,0.006589107,0.101162285
51384962,0.10528472,0.0061331466,0.10105036
51588834,0.11641593,0.006816462,0.10195237
51793663,0.108725995,0.0063562742,0.10131848
51997625,0.10469041,0.006740067,0.10146955
52197627,0.11720607,0.007440383,0.10228422
52401656,0.11066968,0.006681306,0.10038449
52605627,0.121794745,0.006907271,0.101140045
52806453,0.12303601,0.007211153,0.10223684
53010465,0.110312425,0.0057162507,0.10205659
53214591,0.11322238,0.0061495444,0.10252485
53419041,0.10527772,0.0056753512,0.10177076
53618726,0.1102308,0.0059669283,0.10173559
53823322,0.105341,0.0065878346,0.10235048
54027522,0.11099155,0.006585776,0.1017727
54228045,0.11775999,0.0061137946,0.101088114
54431261,0.12069262,0.0072977934,0.1015217
54635567,0.10278137,0.00631794,0.10091834
54839287,0.112239,0.006015325,0.1007002
55039272,0.10655074,0.0068027335,0.10137303
55244295,0.122293234,0.0065343776,0.10238764
55448049,0.12107409,0.0068547805,0.10040564
55648029,0.12001657,0.005933791,0.10181203
55852247,0.112796634,0.0064660506,0.10044466
56056861,0.11532161,0.006546167,0.10116865
56256940,0.11222573,0.0070165987,0.10016432
56461453,0.11800381,0.0061553754,0.101267435
56664941,0.10976859,0.007134375,0.10088185
56869055,0.11421052,0.006793181,0.1005191
57069085,0.11512155,0.006876962,0.10131135
57273060,0.11422207,0.006501994,0.10112521
57478213,0.12724568,0.006776196,0.099972874
57681875,0.11735779,0.006877181,0.10078883
57881836,0.1147817,0.0062155146,0.100367375
58085986,0.106410705,0.0060518472,0.099562645
58289851,0.111801594,0.006875677,0.100104004
58490667,0.117870584,0.0061743967,0.10081808
58695713,0.12359273,0.005770114,0.1003417
58898705,0.11312021,0.0074973507,0.099525064
59102953,0.11453046,0.0067259697,0.099153064
59302988,0.11400308,0.005706046,0.09918896
59506693,0.10811406,0.0066268323,0.09884791
59711897,0.108097434,0.006214608,0.101086944
59911751,0.116528176,0.0061284653,0.100745425
60115829,0.1006987,0.006631396,0.0996443
60320005,0.10708111,0.007073842,0.099711195
60523543,0.103768125,0.00680168,0.09934417
60723499,0.107298575,0.006868208,0.09930372
60928985,0.11423459,0.006829408,0.098403975
61132239,0.10629552,0.0070731575,0.10075855
61332344,0.11287213,0.0067173634,0.09961637
61532291,0.110834606,0.0066843834,0.10151687
61737718,0.11521795,0.0063604144,0.100210704
61941086,0.1115158,0.005830808,0.10073701
62141090,0.104529545,0.006513058,0.101714805
62345481,0.111489825,0.0061949026,0.10029559
62549085,0.107755825,0.0061101206,0.0996449
62753620,0.124245934,0.006922358,0.10094105
62953515,0.12052427,0.0074592824,0.10174146
63157914,0.13366112,0.006501278,0.100665696
63362445,0.11743604,0.0068824952,0.1000094
63562457,0.11681252,0.0061283507,0.10138717
63765924,0.11805071,0.0063882614,0.10234008
63970579,0.11495852,0.0070281927,0.102313794
64174126,0.11036949,0.0064554424,0.10123911
64374697,0.11223584,0.00582737,0.10155498
64579065,0.10618282,0.0065092845,0.100945316
64782739,0.10714011,0.0063135694,0.10000251
64982741,0.107080474,0.006355579,0.101366326
65186980,0.10845071,0.007113848,0.102300964
65391557,0.120415844,0.0071310992,0.09887655
65596238,0.10969662,0.0064482833,0.10100397
65796199,0.12211014,0.0064160703,0.10056235
65999817,0.12525153,0.0065611294,0.10200546
66203771,0.114233844,0.0068274243,0.10275109
66403978,0.111889616,0.0071346955,0.10293037
66605337,0.11898679,0.00583109,0.10041824
66808289,0.11222708,0.006033454,0.102399446
67013102,0.10720889,0.0068052183,0.10117883
67212799,0.107719816,0.005735566,0.10105226
67416323,0.11308929,0.0058435723,0.102453016
67621713,0.109033406,0.0066620233,0.102892146
67821365,0.11042766,0.006686239,0.10058126
68025136,0.116173126,0.0063517396,0.10077067
68229542,0.1166458,0.0061016143,0.10073299
68433093,0.10597379,0.0057181315,0.10200692
68633108,0.104804225,0.007070371,0.10043833
68838297,0.11513627,0.006030649,0.10123096
69041922,0.12485965,0.0061526927,0.10190409
69246491,0.11453494,0.0066544125,0.10233853
69446424,0.11502131,0.006087198,0.10241528
69649880,0.12064234,0.0056288396,0.10036055
69854452,0.117898926,0.006206018,0.101309836
70055285,0.104588866,0.006385235,0.1017424
70258686,0.11773427,0.006612409,0.101574965
70463330,0.11458264,0.007093685,0.10131382
70666788,0.11368765,0.0062443176,0.10119978
70866774,0.10432503,0.007361343,0.10152121
71071286,0.10743932,0.0066656983,0.10076478
71275543,0.118602954,0.0057518133,0.10044083
71475510,0.10337,0.0071939463,0.10099242
71679932,0.11147359,0.0055491757,0.101309754
71883526,0.11242721,0.006340255,0.10088583
72088036,0.09792655,0.0075958967,0.10111196
72288772,0.11676861,0.0067830137,0.10030329
72492279,0.117424235,0.006358947,0.09904725
72696728,0.12142228,0.0067059924,0.09971574
72896854,0.10924119,0.0061672237,0.09979455
73096970,0.10783724,0.006267133,0.100678414
73301107,0.1117255,0.0060430816,0.10212015
73505468,0.11683466,0.0063790637,0.100414686
73705449,0.11962317,0.0062685567,0.10109399
73909068,0.11205627,0.0059956275,0.10074037
74113601,0.12513219,0.005318502,0.09900739
74313818,0.112978324,0.0059479754,0.10066856
74513691,0.10062413,0.007165223,0.10002066
74718119,0.11323095,0.006099897,0.10049669
74922562,0.11455568,0.0062252553,0.10009926
75125890,0.12225089,0.007289818,0.099762395
75325897,0.114600904,0.0062927683,0.100463785
75530489,0.11076342,0.0062082084,0.10172125
75734704,0.102201685,0.0058958754,0.09941728
75934705,0.11171869,0.0068024527,0.10141314
76139101,0.11668832,0.0063697584,0.101020224
76342708,0.117013514,0.0058035236,0.10137491
76547024,0.107381515,0.006461532,0.10066929
76747973,0.112220325,0.006238236,0.10035781
76951548,0.104100645,0.0064388495,0.10115085
77155858,0.106221534,0.0065232054,0.10002684
77356036,0.11596227,0.007069595,0.10076531
77559749,0.11558391,0.0066828467,0.100580834
77764133,0.11898605,0.00686942,0.100511804
77965035,0.11153008,0.0065545947,0.10220662
78164913,0.10192824,0.005972367,0.10044742
78368290,0.10544423,0.006350983,0.100759864
78572562,0.11324501,0.006552348,0.1012303
78776287,0.11644852,0.006271768,0.10109018
78977109,0.11113547,0.0075689717,0.10028641
79181431,0.11340269,0.0062227775,0.099719815
79381916,0.1171179,0.0066446764,0.102403164
79581549,0.11014661,0.007010463,0.103238694
79785163,0.1123053,0.006356473,0.100775085
79989450,0.10677181,0.006507614,0.101619184
80193101,0.11619428,0.0072173346,0.10156787
80393906,0.108852506,0.006283605,0.10131779
80598347,0.1122646,0.006323406,0.10077533
80801886,0.11373921,0.006826902,0.10066882
81006268,0.105905816,0.0065283077,0.10065634
81206202,0.09824464,0.0069477973,0.10122709
81409882,0.10537438,0.006040254,0.101150386
81615222,0.10871011,0.0067810128,0.101550646
81815124,0.1136049,0.006464904,0.10124033
82018670,0.10702159,0.0068940357,0.10095721
82223072,0.11302354,0.0062860413,0.101375654
82426701,0.11010939,0.00618811,0.100610495
82627510,0.10481058,0.006296831,0.10028661
82831880,0.11285793,0.006129687,0.10070407
83035566,0.0984301,0.0057547945,0.10159236
83235543,0.09865833,0.0062427884,0.100399
83440096,0.11033614,0.006048299,0.101604626
83643537,0.10821612,0.005897516,0.101499766
83844283,0.10895607,0.006884711,0.1004329
84044286,0.12025955,0.0058000227,0.10163165
84248695,0.11022884,0.006280253,0.10117506
84452298,0.10336744,0.0067755533,0.10155505
84653127,0.10808758,0.006823726,0.10155139
84857630,0.11904668,0.0052892296,0.10231659
85061103,0.09769755,0.006856537,0.1031469
85265753,0.102192335,0.006231421,0.099797234
85465813,0.10174817,0.006011235,0.10196878
85669095,0.10978692,0.0064059435,0.100459926
85873355,0.11405762,0.0076511987,0.10177333
86074342,0.11552747,0.006701535,0.101140246
86274229,0.108303376,0.006930512,0.10093346
86477897,0.12462538,0.006358513,0.099178374
86682222,0.1064761,0.007380663,0.101225875
86885949,0.11038306,0.0071328506,0.10047741
87086694,0.11441874,0.0055359085,0.10074404
87291174,0.11056858,0.006468887,0.098460086
87495037,0.11215048,0.007048018,0.100901544
87694770,0.11579076,0.0060784565,0.100425474
87899167,0.12013253,0.006291802,0.10086247
88102668,0.101290055,0.0070087453,0.101129934
88303521,0.12001648,0.0057040644,0.10052189
88508072,0.111535646,0.006849924,0.099855654
88711558,0.105363935,0.0062716873,0.09986392
88916040,0.10215602,0.0059315776,0.10044569
89116081,0.11047287,0.0063537084,0.10160871
89319516,0.11674826,0.0057070786,0.0993412
89524912,0.11629889,0.0056258896,0.10032407
89724544,0.11342373,0.005584349,0.10062267
89928314,0.10951295,0.006760337,0.099650994
90132812,0.10542844,0.006717587,0.10069197
90333685,0.109115936,0.006343315,0.09797437
90533922,0.113053344,0.0063025584,0.09977721
90737065,0.1265438,0.006221756,0.099467464
90941600,0.10682174,0.0067796395,0.10182579
91141436,0.11774916,0.0063255625,0.100863695
91341548,0.11786436,0.0067715896,0.09974163
91545302,0.10639812,0.0061884536,0.09942184
91750221,0.10835621,0.0068894085,0.1007494
91950270,0.11250804,0.0064651878,0.09967151
92150296,0.10975992,0.0065621114,0.100081556
92350233,0.114916444,0.006712333,0.09895804
92554161,0.10609534,0.0074589974,0.099137306
92759326,0.11395919,0.005605028,0.100084014
92959472,0.11356436,0.0064385007,0.101786226
93162746,0.12049268,0.0059824777,0.10092594
93367174,0.12070313,0.005761055,0.10038539
93567169,0.12220761,0.0069268094,0.10082612
93767245,0.12091923,0.0068918136,0.100391
93970720,0.11455526,0.0061885994,0.10110128
94175857,0.10572932,0.0059441114,0.100960955
94375870,0.10373344,0.0064996434,0.10084268
94575869,0.09765807,0.0055116573,0.10083364
94779736,0.11887405,0.006628489,0.099874444
94983850,0.11434079,0.0063544703,0.10067686
95184713,0.1172854,0.006825901,0.09977309
95385125,0.116039254,0.0062122145,0.10140838
95588348,0.123547666,0.005913782,0.102479935
95792841,0.11285578,0.0068725324,0.10169135
95992878,0.103862874,0.006853852,0.100882396
96193544,0.11623464,0.005975222,0.10204813
96397115,0.11456472,0.0062407698,0.10199877
96601791,0.11182122,0.0061254436,0.1011277
96801539,0.12519749,0.0059526847,0.10059484
97005143,0.11053017,0.006522238,0.101690374
97209465,0.10194563,0.0064736516,0.1007635
97413067,0.10592312,0.00678252,0.102561995
97613897,0.10698729,0.006288203,0.101427436
97818341,0.11592119,0.0069862455,0.10184288
98021921,0.10387777,0.0052763727,0.10283485
98226142,0.113212004,0.0060920552,0.102640554
98426398,0.120231725,0.006193294,0.10260119
98630765,0.11829999,0.0053545916,0.10245112
98835094,0.11881874,0.0060942415,0.10232149
99035293,0.116814174,0.0066174073,0.10290444
99238666,0.10192207,0.0055950005,0.10261429
99442955,0.12060426,0.006474732,0.10122761
99646772,0.11169443,0.0056049274,0.10098708
99847536,0.10439002,0.0069255177,0.10181952
100052105,0.11004929,0.006650307,0.102341644
100255515,0.10206509,0.006350621,0.10119588
100455568,0.10911923,0.006333133,0.10329266
100655546,0.11448527,0.0066939173,0.10221228
100860894,0.11092071,0.0054490264,0.10074657
101060921,0.11101608,0.00708199,0.10261689
101260775,0.117281154,0.00649892,0.1025283
101464293,0.12931348,0.0078162905,0.10235398
101668591,0.13803405,0.007220436,0.10185703
101869465,0.10282922,0.006101562,0.10238032
102069483,0.13853696,0.0048077693,0.101549655
102273076,0.12405567,0.0075036,0.104511485
102477364,0.10923531,0.01219596,0.10639911
102681068,0.124745615,0.01609631,0.10425634
102881114,0.143428,0.009080534,0.10493465
103085679,0.13935621,0.007359161,0.10922499
103289948,0.14327985,0.0109953,0.11775297
103489899,0.12988229,0.0050335797,0.12249035
103694445,0.13897894,0.011849295,0.12529278
103897893,0.09475147,0.005163314,0.12882793
104102481,0.18921953,0.021233087,0.12559587
104303474,0.18998647,0.006821696,0.12407703
104506728,0.19552423,0.011288462,0.12231412
104711225,0.18870696,0.0063843923,0.11738237
104911037,0.18019652,0.003602224,0.12011251
105115101,0.17969784,0.011921178,0.11900102
105319086,0.13021085,0.007550501,0.11809915
105519885,0.13814132,0.008429958,0.11794411
105720103,0.16915017,0.0034013914,0.12263578
105923839,0.18298104,0.006028424,0.12313589
106128242,0.18463702,0.0059899213,0.1271492
106331537,0.15056926,0.006445026,0.1277106
106531568,0.1354508,0.004503456,0.12253941
106736859,0.15040174,0.010453035,0.11004989
106940339,0.1508928,0.0041746334,0.10336884
107140630,0.2235323,0.00994633,0.09692597
107340306,0.18792042,0.010133953,0.09664885
107545546,0.22710118,0.019956566,0.09691602
107749127,0.13718453,0.01102012,0.09935525
107949135,0.15529194,0.0034795473,0.098350056
108153596,0.113153115,0.0046260715,0.09682962
108357147,0.10895775,0.0060677007,0.096001655
108561616,0.113277406,0.006374899,0.09848707
108761754,0.11771215,0.0067099873,0.0959219
108965939,0.11518694,0.0071217064,0.09716091
109170540,0.12074612,0.00651984,0.09680184
109370320,0.11915952,0.0061912,0.09478587
109573930,0.10950159,0.006686675,0.09649393
109778521,0.12125233,0.00600459,0.09780451
109979581,0.12432356,0.005795466,0.098358735
110178947,0.11746084,0.0060029845,0.098205395
110382702,0.1222089,0.0060305176,0.099361055
110587316,0.11651126,0.00518436,0.09487585
110790803,0.113117635,0.0070252554,0.096229985
110990747,0.1191791,0.0066424655,0.09547058
111195955,0.122041106,0.0065196855,0.09832639
111399820,0.117740355,0.0071854033,0.09595946
111599573,0.11453695,0.006972186,0.09872583
111803943,0.115001485,0.007598899,0.09718277
112007544,0.119033806,0.0062428205,0.09869517
112212169,0.11675855,0.007315064,0.096770376
112412749,0.12560964,0.0071375947,0.09816861
112616310,0.124817275,0.006612057,0.09647683
112820629,0.11984617,0.0060830778,0.09850715
113020810,0.12042887,0.0064519476,0.098585956
113220659,0.12016263,0.0053056944,0.09701486
113425170,0.11162443,0.0063479696,0.09833215
113629634,0.11781505,0.006111395,0.09855085
113829545,0.11462154,0.006124703,0.09621077
114033132,0.11460728,0.0059034936,0.09579283
114237416,0.12131588,0.0059191477,0.09646281
114441102,0.120572254,0.0057742274,0.09719068
114641085,0.11762414,0.006628382,0.10111982
114846260,0.124112956,0.0062450143,0.09824253
115049903,0.122355446,0.0063282987,0.09754131
115249926,0.115953155,0.0067234267,0.09804648
115454238,0.13034143,0.0071647386,0.09814889
115658709,0.114501506,0.0053776163,0.09786321
115858700,0.11741511,0.0067673638,0.09536546
116062980,0.11288928,0.006664041,0.0975609
116266701,0.11156671,0.0063933143,0.095909484
116470970,0.1186576,0.006351944,0.09668187
116671156,0.123569034,0.0062802867,0.097793885
116871048,0.12595983,0.0064587276,0.09780957
117075545,0.119317524,0.006210522,0.09672926
117280028,0.11849279,0.0057753357,0.09733098
117479909,0.12032213,0.006107376,0.09682817
117683523,0.122713305,0.006810046,0.09737901
117888045,0.10833628,0.0068073645,0.09810314
118088825,0.11682071,0.0067790663,0.09692969
118288674,0.12142119,0.0073648235,0.09596945
118492331,0.11231479,0.0062369043,0.096279435
118696787,0.112531245,0.006167823,0.098474346
118900314,0.122214265,0.007387725,0.09735157
119101109,0.11097334,0.0060464977,0.09579123
119305436,0.11493908,0.00618882,0.09691483
119509087,0.11189684,0.0065776524,0.09519505
119709092,0.11821159,0.006393613,0.0959253
119913601,0.11358471,0.006380068,0.09656839
120117156,0.11763604,0.0061746077,0.09532884
120317974,0.11097319,0.007290104,0.0954252
120517902,0.12078048,0.0072409157,0.09617979
120722252,0.11948603,0.0067245965,0.095649
120925913,0.11730807,0.0066041746,0.0963404
121130370,0.12188774,0.0066129854,0.09883729
121330414,0.12898913,0.006562802,0.09707162
121534715,0.123322986,0.006516591,0.09793362
121739090,0.12440154,0.006497494,0.0935854
121939128,0.12524939,0.0071005723,0.09631526
122142734,0.1096547,0.0076902513,0.09481221
122347232,0.11792888,0.0062728836,0.09422959
122547202,0.12203023,0.005757934,0.09817096
122747398,0.11574641,0.0065458906,0.09722261
122948162,0.11572333,0.005690119,0.096882805
123151557,0.12317788,0.006390932,0.09456961
123356078,0.1253293,0.0071088467,0.09751595
123555978,0.12284684,0.005730776,0.09622373
123759576,0.116338305,0.0057007032,0.09551946
123964847,0.12177876,0.0075041354,0.095439754
124165046,0.118678726,0.007031108,0.09834473
124364934,0.11357689,0.005962592,0.09964473
124568319,0.11635854,0.006130043,0.0963104
124772797,0.121208586,0.0064767436,0.09686753
124973975,0.12410635,0.006041836,0.09694409
125177108,0.121116504,0.0062088934,0.098993436
125381832,0.12593855,0.0065217335,0.09687848
125585145,0.12316038,0.0070494954,0.096740074
125785157,0.116887234,0.0050080353,0.09927254
125989450,0.12352816,0.0060692583,0.09949317
126193092,0.11676101,0.0070816805,0.09883435
126393955,0.12701939,0.007032548,0.09818619
126593938,0.1189124,0.006810232,0.096937165
126798390,0.12750086,0.007439949,0.09942182
127001893,0.12309127,0.0065925173,0.099266045
127206347,0.13079298,0.00679969,0.09944628
127406212,0.12497638,0.0067996453,0.09648246
127610725,0.12234384,0.0069841514,0.100083895
127815309,0.12844056,0.006949172,0.10047836
128015408,0.12274087,0.005756811,0.09826788
128218696,0.12233162,0.0063933893,0.09920977
128423211,0.117850125,0.006232329,0.09840565
128623913,0.12201998,0.007170007,0.09772851
128827553,0.23384583,0.005623565,0.0977832
129032102,0.16227907,0.006156857,0.09861768
129235512,0.13817586,0.005956169,0.09801464
129435546,0.12427603,0.0067455797,0.09764543
129640054,0.11953577,0.0061907177,0.099233724
129844288,0.12506217,0.006341737,0.097846635
130044314,0.12022658,0.0058065164,0.09723002
130244323,0.12485273,0.007096231,0.09695418
