timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
6569423,0.0041292924,-0.0028592215,0.0016055492,0.0,0.0,0.0,0.0
6573404,0.002482224,-0.002959236,0.0031634667,0.0,0.0,0.0,0.0
6605434,0.0038030592,-0.0038423117,0.0008205758,0.0,0.0,0.0,0.0
6637424,0.005072787,-0.0036919957,0.00024803533,0.0,0.0,0.0,0.0
6665424,0.0047412603,-0.0028367098,0.0033499482,0.0,0.0,0.0,0.0
6697422,0.004852752,-0.0028395886,0.0039024414,0.0,0.0,0.0,0.0
6729419,0.004471128,-0.0023591262,0.0044500995,0.0,0.0,0.0,0.0
6761424,0.0033944084,-0.0015590207,0.002105438,0.0,0.0,0.0,0.0
6793421,0.003654326,-0.002414548,0.0018932387,0.0,0.0,0.0,0.0
6825435,0.0041874363,-0.0031205153,0.0009515956,0.0,0.0,0.0,0.0
6857403,0.0034951973,-0.0026492765,-0.0027069557,0.0,0.0,0.0,0.0
6889428,0.004760023,-0.002709504,-0.0024956565,0.0,0.0,0.0,0.0
6917426,0.0036287443,-0.001894022,0.00398986,0.0,0.0,0.0,0.0
6949420,0.0027172964,-0.0028118202,0.0018668043,0.0,0.0,0.0,0.0
6981416,0.0039028672,-0.0024869107,0.0010175027,0.0,0.0,0.0,0.0
7013454,0.0030647074,-0.0023385526,-0.001184186,0.0,0.0,0.0,0.0
7045424,0.0044093905,-0.0030114648,-0.000780374,0.0,0.0,0.0,0.0
7077418,0.004393534,-0.003290364,-0.0031624294,0.0,0.0,0.0,0.0
7109407,0.003067634,-0.0036836872,-0.0041511483,0.0,0.0,0.0,0.0
7141425,0.005319217,-0.0027293295,-0.0030257637,0.0,0.0,0.0,0.0
7169432,0.0030272263,-0.003067767,0.0022264745,0.0,0.0,0.0,0.0
7201417,0.0043273093,-0.0028212594,0.0008424856,0.0,0.0,0.0,0.0
7233443,0.00467326,-0.0034495033,-0.002065816,0.0,0.0,0.0,0.0
7265420,0.003953799,-0.004361902,-0.0034384914,0.0,0.0,0.0,0.0
7298229,0.0038965761,-0.0041718385,-0.0041023907,0.0,0.0,0.0,0.0
7330206,0.0054543815,-0.0024366367,-0.0011538608,0.0,0.0,0.0,0.0
7358227,0.003092392,-0.0032686838,-0.00024362882,0.0,0.0,0.0,0.0
7390233,0.0034081177,-0.0034287057,-0.0025221633,0.0,0.0,0.0,0.0
7422231,0.004355759,-0.0036403511,-0.0038694467,0.0,0.0,0.0,0.0
7454247,0.0041813287,-0.003286223,-0.004242252,0.0,0.0,0.0,0.0
7486224,0.0040576905,-0.003104634,-0.0045967554,0.0,0.0,0.0,0.0
7518224,0.0046279454,-0.004234006,-0.0031937312,0.0,0.0,0.0,0.0
7550223,0.0039772326,-0.0021896458,-0.0007493948,0.0,0.0,0.0,0.0
7582219,0.004196877,-0.003092961,0.00035423928,0.0,0.0,0.0,0.0
7610225,0.0036300246,-0.0022865192,-0.0038242016,0.0,0.0,0.0,0.0
7642224,0.004377275,-0.0032244292,-0.0041808,0.0,0.0,0.0,0.0
7674227,0.005220844,-0.003067529,-0.0033009502,0.0,0.0,0.0,0.0
7706229,0.003346004,-0.0025258032,-0.001973901,0.0,0.0,0.0,0.0
7738228,0.0035415627,-0.0021288546,-0.0033405097,0.0,0.0,0.0,0.0
7770224,0.0047066696,-0.003353049,0.00018640747,0.0,0.0,0.0,0.0
7802229,0.0035813162,-0.001955564,0.0028700535,0.0,0.0,0.0,0.0
7834222,0.0055652,-0.0021570828,0.004058989,0.0,0.0,0.0,0.0
7862212,0.0050540566,-0.002944223,-0.002943481,0.0,0.0,0.0,0.0
7894225,0.004342864,-0.0027228238,-0.0035465723,0.0,0.0,0.0,0.0
7926231,0.005285069,-0.0033670354,-0.00070406013,0.0,0.0,0.0,0.0
7958234,0.0031198012,-0.0020825367,3.589948e-06,0.0,0.0,0.0,0.0
7990223,0.004758451,-0.002703035,0.002564088,0.0,0.0,0.0,0.0
8022219,0.004521376,-0.0018375631,0.0034834377,0.0,0.0,0.0,0.0
8054248,0.0035733911,-0.002444787,0.004862943,0.0,0.0,0.0,0.0
8086222,0.0050972053,-0.002060587,0.003863048,0.0,0.0,0.0,0.0
8114237,0.004069071,-0.002930071,0.00011731116,0.0,0.0,0.0,0.0
8146209,0.0054249475,-0.003819573,0.0009146313,0.0,0.0,0.0,0.0
8178233,0.0044551054,-0.0030939842,0.0029604991,0.0,0.0,0.0,0.0
8210243,0.0036535037,-0.0022143212,0.0042888215,0.0,0.0,0.0,0.0
8242217,0.005297414,-0.0014814114,0.0044971956,0.0,0.0,0.0,0.0
8274225,0.003924921,-0.0032594607,0.0048303134,0.0,0.0,0.0,0.0
8306216,0.0032074128,-0.0027024995,0.0038578918,0.0,0.0,0.0,0.0
