timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,pos_itow,fix_quality,sacc,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
90755258,0,307872065,1038586442,566012,525733,357689600,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.02,0.0,-0.01,0.02,-1.5707965,-90755258,6,1,17
90946974,0,307872065,1038586442,566011,525733,357689800,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.03,0.0,0.02,0.03,-1.5707965,-90946974,6,1,17
91162965,0,307872066,1038586442,566014,525735,357690000,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.09,0,0,0.03,0.03,0.0,0.0,-1.5707965,-91162965,6,1,17
91355974,0,307872065,1038586442,566012,525733,357690200,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.09,0,0,0.13,0.02,-0.02,0.12,-1.5707965,-91355974,6,1,17
91547911,0,307872066,1038586442,566018,525739,357690400,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.06,0.01,0.0,-0.049999997,-1.5707965,-91547911,6,1,17
91759949,0,307872065,1038586442,566021,525742,357690600,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.04,0.0,0.0,-0.03,-1.5707965,-91759949,6,1,17
91952916,0,307872065,1038586442,566021,525743,357690800,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.049999997,0.02,0.01,-0.04,-1.5707965,-91952916,6,1,17
92143965,0,307872065,1038586442,566021,525743,357691000,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.08,-0.01,-0.02,0.07,-1.5707965,-92143965,6,1,17
92356074,0,307872066,1038586442,566026,525747,357691200,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.19999999,0.01,-0.01,-0.19999999,-1.5707965,-92356074,6,1,17
92547152,0,307872066,1038586442,566021,525742,357691400,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.04,0.02,0.0,-0.03,-1.5707965,-92547152,6,1,17
92759986,0,307872066,1038586442,566018,525739,357691600,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.03,0.0,0.01,0.02,-1.5707965,-92759986,6,1,17
92951987,0,307872066,1038586442,566018,525739,357691800,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.02,0.0,0.0,0.01,-1.5707965,-92951987,6,1,17
93144961,0,307872066,1038586442,566022,525743,357692000,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.09,0,0,0.04,0.04,0.0,-0.01,-1.5707965,-93144961,6,1,17
93393868,0,307872065,1038586442,566011,525732,357692200,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.78,0,0,0.08,-0.02,0.0,0.08,-1.5707965,-93393868,6,1,18
93548092,0,307872065,1038586442,566016,525737,357692400,0,0,0.0,0.0,0.009000001,0.007,0.79999995,1.78,0,0,0.11,0.01,0.0,-0.11,-1.5707965,-93548092,6,1,18
93799435,0,307872065,1038586442,566012,525734,357692600,0,0,0.0,0.0,0.009000001,0.007,0.79999995,1.78,0,0,0.07,0.02,-0.02,0.06,-1.5707965,-93799435,6,1,18
93952050,0,307872065,1038586442,566013,525734,357692800,0,0,0.0,0.0,0.009000001,0.007,0.79999995,1.78,0,0,0.11,0.0,-0.01,0.11,-1.5707965,-93952050,6,1,18
94181865,0,307872065,1038586442,566012,525733,357693000,0,0,0.0,0.0,0.009000001,0.007,0.79999995,1.78,0,0,0.089999996,-0.03,-0.04,0.07,-1.5707965,-94181865,6,1,18
94355905,0,307872065,1038586442,566011,525732,357693200,0,0,0.0,0.0,0.009000001,0.007,0.79999995,1.78,0,0,0.01,0.0,0.0,0.0,-1.5707965,-94355905,6,1,18
94585868,0,307872065,1038586442,566009,525730,357693400,0,0,0.0,0.0,0.009000001,0.007,0.79999995,1.78,0,0,0.01,-0.01,0.01,0.0,-1.5707965,-94585868,6,1,18
94757867,0,307872065,1038586443,566006,525727,357693600,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.07,-0.07,0.01,0.0,-1.5707965,-94757867,6,1,17
94941925,0,307872065,1038586442,566009,525730,357693800,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.23,0,0,0.049999997,-0.01,-0.04,0.0,-1.5707965,-94941925,6,1,14
95146950,0,307872065,1038586442,566012,525733,357694000,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.23,0,0,0.07,0.06,0.03,-0.02,-1.5707965,-95146950,6,1,14
95353046,0,307872065,1038586442,566012,525733,357694200,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.23,0,0,0.17,0.08,0.0,0.14,-1.5707965,-95353046,6,1,14
95535063,0,307872065,1038586442,566005,525727,357694400,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.23,0,0,0.049999997,-0.049999997,-0.02,0.0,-1.5707965,-95535063,6,1,14
95741873,0,307872065,1038586442,566005,525726,357694600,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.2,0,0,0.14,-0.01,-0.02,-0.14,-1.5707965,-95741873,6,1,15
95951125,0,307872065,1038586442,566005,525726,357694800,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.09,0,0,0.16,0.0,0.0,-0.16,-1.5707965,-95951125,6,1,17
96143104,0,307872065,1038586442,566007,525729,357695000,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.09,0,0,0.04,0.0,0.0,-0.04,-1.5707965,-96143104,6,1,17
96351916,0,307872065,1038586442,566016,525737,357695200,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.09,0,0,0.06,0.0,0.0,-0.06,-1.5707965,-96351916,6,1,17
96542967,0,307872066,1038586442,566018,525739,357695400,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.09,0,0,0.17,0.049999997,-0.01,-0.16,-1.5707965,-96542967,6,1,17
96752145,0,307872065,1038586442,566012,525733,357695600,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.09,0,0,0.17,-0.01,0.0,-0.17,-1.5707965,-96752145,6,1,17
96941648,0,307872065,1038586442,566011,525732,357695800,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.09,0,0,0.02,-0.01,0.01,0.02,-1.5707965,-96941648,6,1,17
97153978,0,307872065,1038586442,566015,525736,357696000,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.09,0,0,0.17999999,0.0,-0.01,-0.17999999,-1.5707965,-97153978,6,1,17
97363071,0,307872066,1038586443,566000,525721,357696200,0,0,0.0,0.0,0.009000001,0.007,0.79999995,1.79,0,0,0.03,0.02,0.02,0.0,-1.5707965,-97363071,6,1,18
97552869,0,307872066,1038586443,565995,525716,357696400,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.04,-0.02,-0.02,-0.02,-1.5707965,-97552869,6,1,17
97743066,0,307872065,1038586443,565991,525712,357696600,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.01,0.0,0.0,0.01,-1.5707965,-97743066,6,1,17
97952913,0,307872066,1038586443,565985,525706,357696800,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.03,-0.01,0.02,0.0,-1.5707965,-97952913,6,1,17
98143932,0,307872066,1038586443,565986,525708,357697000,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.049999997,-0.02,0.01,0.04,-1.5707965,-98143932,6,1,17
98352914,0,307872066,1038586443,565990,525711,357697200,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.09,0,0,0.12,0.0,0.0,-0.12,-1.5707965,-98352914,6,1,17
98540016,0,307872066,1038586443,565996,525717,357697400,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.3999999,0,0,0.01,-0.01,0.0,0.01,-1.5707965,-98540016,6,1,16
98744927,0,307872066,1038586443,566001,525722,357697600,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.44,0,0,0.06,-0.03,-0.03,-0.03,-1.5707965,-98744927,6,1,15
98943979,0,307872066,1038586442,566000,525721,357697800,0,0,0.0,0.0,0.011000001,0.011000001,0.79999995,2.81,0,0,0.14,-0.03,-0.03,-0.13,-1.5707965,-98943979,6,1,12
99145959,0,307872066,1038586443,565998,525719,357698000,0,0,0.0,0.0,0.011000001,0.011000001,0.79999995,2.81,0,0,0.07,0.0,0.0,0.07,-1.5707965,-99145959,6,1,13
99347253,0,307872066,1038586443,565999,525720,357698200,0,0,0.0,0.0,0.011000001,0.012,0.79999995,2.81,0,0,0.02,0.0,0.01,-0.01,-1.5707965,-99347253,6,1,12
99548864,0,307872065,1038586443,565999,525720,357698400,0,0,0.0,0.0,0.011000001,0.011000001,0.79999995,2.8,0,0,0.03,0.0,0.02,-0.02,-1.5707965,-99548864,6,1,14
99751965,0,307872065,1038586443,566000,525722,357698600,0,0,0.0,0.0,0.011000001,0.011000001,0.79999995,2.8,0,0,0.049999997,-0.01,0.0,-0.04,-1.5707965,-99751965,6,1,14
99937018,0,307872065,1038586443,565996,525717,357698800,0,0,0.0,0.0,0.011000001,0.009000001,0.79999995,2.1299999,0,0,0.089999996,0.01,0.0,0.08,-1.5707965,-99937018,6,1,16
100143949,0,307872066,1038586443,565999,525721,357699000,0,0,0.0,0.0,0.011000001,0.009000001,0.79999995,2.1299999,0,0,0.04,0.01,0.0,-0.03,-1.5707965,-100143949,6,1,16
100348379,0,307872066,1038586443,565999,525720,357699200,0,0,0.0,0.0,0.011000001,0.009000001,0.79999995,2.1299999,0,0,0.04,0.01,0.0,0.04,-1.5707965,-100348379,6,1,16
100553044,0,307872066,1038586443,565990,525711,357699400,0,0,0.0,0.0,0.011000001,0.009000001,0.79999995,2.1299999,0,0,0.07,0.049999997,0.03,0.03,-1.5707965,-100553044,6,1,16
100739032,0,307872065,1038586443,565990,525711,357699600,0,0,0.0,0.0,0.011000001,0.009000001,0.79999995,2.1299999,0,0,0.089999996,0.06,0.03,0.06,-1.5707965,-100739032,6,1,16
100945871,0,307872066,1038586443,565991,525712,357699800,0,0,0.0,0.0,0.011000001,0.009000001,0.79999995,2.09,0,0,0.089999996,0.0,0.0,-0.089999996,-1.5707965,-100945871,6,1,17
101152743,0,307872066,1038586443,565993,525714,357700000,0,0,0.0,0.0,0.011000001,0.010000001,0.79999995,2.3999999,0,0,0.17999999,0.01,0.04,0.17999999,-1.5707965,-101152743,6,1,16
101337871,0,307872065,1038586442,566010,525731,357700200,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.3999999,0,0,0.06,-0.06,0.0,0.0,-1.5707965,-101337871,6,1,16
101544681,0,307872066,1038586442,566018,525739,357700400,0,0,0.0,0.0,0.010000001,0.008,0.79999995,2.3999999,0,0,0.01,0.0,0.0,-0.01,-1.5707965,-101544681,6,1,16
101781761,0,307872066,1038586442,566024,525745,357700600,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.3999999,0,0,0.049999997,0.0,0.01,-0.049999997,-1.5707965,-101781761,6,1,16
101947068,0,307872066,1038586442,566028,525749,357700800,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.3999999,0,0,0.17999999,0.04,0.0,-0.17999999,-1.5707965,-101947068,6,1,16
102183062,0,307872067,1038586442,566016,525738,357701000,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.3999999,0,0,0.11,0.049999997,0.0,0.099999994,-1.5707965,-102183062,6,1,16
102347926,0,307872068,1038586441,566020,525741,357701200,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.3999999,0,0,0.11,0.04,-0.06,-0.07,-1.5707965,-102347926,6,1,16
102555259,0,307872069,1038586442,566018,525739,357701400,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.3999999,0,0,0.07,-0.07,0.01,-0.01,-1.5707965,-102555259,6,1,16
102741625,0,307872065,1038586437,566018,525740,357701600,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.3999999,0,0,0.44,-0.25,-0.32999998,-0.13,-1.5707965,-102741625,6,1,16
102949833,0,307872061,1038586434,566019,525741,357701800,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.91,0,0,0.35999998,-0.08,-0.17,-0.31,-1.5707965,-102949833,6,1,17
103162296,0,307872059,1038586428,566062,525783,357702000,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.79,0,0,0.5,-0.14999999,-0.34,-0.32999998,-1.5707965,-103162296,6,1,18
103332918,0,307872055,1038586423,566132,525853,357702200,0,0,0.0,0.0,0.012,0.012,0.79999995,3.21,0,0,0.57,-0.17999999,-0.22,-0.48999998,-1.5707965,-103332918,6,1,9
103523989,0,307872053,1038586417,566203,525925,357702400,0,0,0.0,0.0,0.013,0.012,0.79999995,3.21,0,0,0.22,-0.06,-0.21,-0.04,-1.5707965,-103523989,6,1,9
103735157,0,307872050,1038586414,566240,525961,357702600,0,0,0.0,0.0,0.013,0.012,0.79999995,3.21,0,0,0.31,-0.24,-0.17,-0.08,-1.5707965,-103735157,6,1,9
103928865,0,307872047,1038586412,566271,525992,357702800,0,0,0.0,0.0,0.013,0.012,0.79999995,3.21,0,0,0.26,-0.13,-0.02,-0.22,-1.5707965,-103928865,6,1,9
104120867,0,307872043,1038586409,566303,526024,357703000,0,0,0.0,0.0,0.013,0.012,0.79999995,3.21,0,0,0.31,-0.21,-0.11,-0.19999999,-1.5707965,-104120867,6,1,9
104333003,0,307872041,1038586408,566363,526085,357703200,0,0,0.0,0.0,0.013,0.013,0.79999995,3.21,0,0,0.57,0.049999997,-0.049999997,-0.57,-1.5707965,-104333003,6,1,9
104524973,0,307872040,1038586405,566437,526158,357703400,0,0,0.0,0.0,0.013,0.013,0.79999995,3.21,0,0,0.48,-0.24,-0.19,-0.35999998,-1.5707965,-104524973,6,1,9
104735959,0,307872037,1038586402,566536,526257,357703600,0,0,0.0,0.0,0.013,0.013,0.79999995,3.21,0,0,0.35999998,-0.03,-0.06,-0.35999998,-1.5707965,-104735959,6,1,9
104928103,0,307872037,1038586400,566624,526345,357703800,0,0,0.0,0.0,0.013,0.013,0.79999995,3.21,0,0,0.29999998,0.0,-0.16,-0.26,-1.5707965,-104928103,6,1,9
105140864,0,307872035,1038586398,566655,526376,357704000,0,0,0.0,0.0,0.014,0.013,0.79999995,3.21,0,0,0.22,-0.17,0.0,-0.13,-1.5707965,-105140864,6,1,9
105325040,0,307872034,1038586399,566692,526414,357704200,0,0,0.0,0.0,0.020000001,0.018000001,0.79999995,10.929999,0,0,0.17999999,0.17,0.03,-0.03,-1.5707965,-105325040,6,1,5
105529969,0,307872036,1038586400,566688,526409,357704400,0,0,0.0,0.0,0.025,0.023000002,0.79999995,10.929999,0,0,0.26999998,0.14,0.12,0.19,-1.5707965,-105529969,6,1,5
105716160,0,307872039,1038586401,566643,526364,357704600,0,0,0.0,0.0,0.028,0.026,0.79999995,10.929999,0,0,0.48,0.26999998,0.03,0.39,-1.5707965,-105716160,6,1,5
105920913,0,307872044,1038586403,566546,526267,357704800,0,0,0.0,0.0,0.030000001,0.028,0.79999995,10.929999,0,0,0.5,0.17999999,0.12,0.45,-1.5707965,-105920913,6,1,5
106125865,0,307872046,1038586407,566429,526150,357705000,0,0,0.0,0.0,0.030000001,0.028,0.79999995,10.929999,0,0,0.52,0.12,0.19999999,0.45999998,-1.5707965,-106125865,6,1,5
106331872,0,307872048,1038586409,566322,526043,357705200,0,0,0.0,0.0,0.031000001,0.029000001,0.79999995,10.929999,0,0,0.64,0.089999996,0.07,0.63,-1.5707965,-106331872,6,1,5
106536910,0,307872053,1038586414,566236,525957,357705400,0,0,0.0,0.0,0.031000001,0.029000001,0.79999995,10.929999,0,0,0.37,0.24,0.22,0.16,-1.5707965,-106536910,6,1,5
106723020,0,307872055,1038586417,566109,525830,357705600,0,0,0.0,0.0,0.031000001,0.029000001,0.79999995,10.929999,0,0,0.57,-0.03,0.12,0.55,-1.5707965,-106723020,6,1,5
106927051,0,307872054,1038586419,566030,525751,357705800,0,0,0.0,0.0,0.032,0.030000001,0.79999995,10.94,0,0,0.14999999,0.02,0.089999996,0.11,-1.5707965,-106927051,6,1,5
107133907,0,307872053,1038586420,565978,525699,357706000,0,0,0.0,0.0,0.032,0.030000001,0.79999995,10.94,0,0,0.16,-0.099999994,-0.03,0.11,-1.5707965,-107133907,6,1,5
107357874,0,307872051,1038586421,565979,525700,357706200,0,0,0.0,0.0,0.013,0.013,0.79999995,3.1399999,0,0,0.14999999,-0.14,0.02,0.06,-1.5707965,-107357874,6,1,12
107533454,0,307872049,1038586421,565974,525695,357706400,0,0,0.0,0.0,0.012,0.011000001,0.79999995,3.1399999,0,0,0.17,-0.11,0.099999994,-0.06,-1.5707965,-107533454,6,1,12
107756107,0,307872053,1038586424,565985,525706,357706600,0,0,0.0,0.0,0.012,0.011000001,0.79999995,3.1399999,0,0,0.41,0.25,0.21,-0.25,-1.5707965,-107756107,6,1,12
107931923,0,307872051,1038586425,565991,525713,357706800,0,0,0.0,0.0,0.012,0.011000001,0.79999995,3.1399999,0,0,0.08,-0.049999997,-0.03,0.049999997,-1.5707965,-107931923,6,1,12
108129913,0,307872052,1038586425,566000,525721,357707000,0,0,0.0,0.0,0.012,0.011000001,0.79999995,3.1399999,0,0,0.16,-0.14999999,0.06,0.02,-1.5707965,-108129913,6,1,12
108327969,0,307872052,1038586425,566006,525727,357707200,0,0,0.0,0.0,0.012,0.011000001,0.79999995,3.1399999,0,0,0.07,0.04,-0.049999997,0.0,-1.5707965,-108327969,6,1,12
108545873,0,307872052,1038586425,566000,525721,357707400,0,0,0.0,0.0,0.012,0.011000001,0.79999995,3.1399999,0,0,0.12,0.07,0.02,0.089999996,-1.5707965,-108545873,6,1,12
108743117,0,307872051,1038586425,566000,525721,357707600,0,0,0.0,0.0,0.012,0.011000001,0.79999995,3.1399999,0,0,0.03,0.0,0.02,0.03,-1.5707965,-108743117,6,1,13
108943927,0,307872051,1038586425,566001,525723,357707800,0,0,0.0,0.0,0.012,0.011000001,0.79999995,2.58,0,0,0.07,0.0,0.02,0.06,-1.5707965,-108943927,6,1,15
109144926,0,307872051,1038586425,565995,525716,357708000,0,0,0.0,0.0,0.012,0.011000001,0.79999995,2.58,0,0,0.02,0.02,0.0,0.0,-1.5707965,-109144926,6,1,15
109380871,0,307872051,1038586425,566003,525725,357708200,0,0,0.0,0.0,0.011000001,0.010000001,0.79999995,1.67,0,0,0.06,0.0,0.01,-0.049999997,-1.5707965,-109380871,6,1,17
109542269,0,307872052,1038586425,566002,525723,357708400,0,0,0.0,0.0,0.011000001,0.009000001,0.79999995,1.67,0,0,0.07,-0.02,0.0,0.06,-1.5707965,-109542269,6,1,17
109771079,0,307872052,1038586425,566005,525726,357708600,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,1.67,0,0,0.06,0.049999997,-0.01,-0.03,-1.5707965,-109771079,6,1,17
109949919,0,307872052,1038586425,566012,525733,357708800,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,1.8399999,0,0,0.08,0.01,0.0,-0.08,-1.5707965,-109949919,6,1,16
110129928,0,307872052,1038586425,566005,525726,357709000,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.8399999,0,0,0.02,0.01,0.01,0.0,-1.5707965,-110129928,6,1,16
110332179,0,307872051,1038586425,566004,525725,357709200,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.8399999,0,0,0.08,0.01,0.0,0.07,-1.5707965,-110332179,6,1,16
110535947,0,307872052,1038586425,566001,525723,357709400,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.8399999,0,0,0.089999996,0.01,0.0,0.089999996,-1.5707965,-110535947,6,1,16
110739944,0,307872052,1038586425,566006,525727,357709600,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.8399999,0,0,0.049999997,0.0,0.02,-0.04,-1.5707965,-110739944,6,1,16
110943105,0,307872051,1038586425,566011,525732,357709800,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.8399999,0,0,0.11,0.0,0.02,-0.11,-1.5707965,-110943105,6,1,16
111147947,0,307872052,1038586425,566002,525723,357710000,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.8399999,0,0,0.01,0.0,0.0,-0.01,-1.5707965,-111147947,6,1,16
111384922,0,307872052,1038586425,565999,525720,357710200,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.8399999,0,0,0.03,0.0,0.01,0.03,-1.5707965,-111384922,6,1,16
111576873,0,307872051,1038586425,565996,525717,357710400,0,0,0.0,0.0,0.010000001,0.008,0.79999995,1.92,0,0,0.17,0.02,0.01,0.17,-1.5707965,-111576873,6,1,17
111767926,0,307872051,1038586425,565997,525719,357710600,0,0,0.0,0.0,0.010000001,0.008,0.79999995,1.92,0,0,0.04,-0.02,-0.01,0.02,-1.5707965,-111767926,6,1,17
111949019,0,307872052,1038586425,565996,525717,357710800,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.92,0,0,0.02,0.0,-0.01,0.0,-1.5707965,-111949019,6,1,17
112153868,0,307872052,1038586426,565995,525716,357711000,0,0,0.0,0.0,0.009000001,0.008,0.79999995,1.92,0,0,0.17,0.049999997,0.03,-0.14999999,-1.5707965,-112153868,6,1,17
112336870,0,307872052,1038586425,566008,525729,357711200,0,0,0.0,0.0,0.009000001,0.008,0.79999995,2.4099998,0,0,0.049999997,-0.01,0.0,-0.049999997,-1.5707965,-112336870,6,1,16
112537871,0,307872052,1038586425,566008,525729,357711400,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.4099998,0,0,0.17,-0.02,-0.01,-0.17,-1.5707965,-112537871,6,1,16
112741922,0,307872052,1038586425,566010,525732,357711600,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.4099998,0,0,0.04,0.02,0.02,-0.04,-1.5707965,-112741922,6,1,16
112945868,0,307872052,1038586425,566005,525726,357711800,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.4099998,0,0,0.12,-0.01,0.0,0.12,-1.5707965,-112945868,6,1,16
113149921,0,307872052,1038586425,566006,525727,357712000,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.4099998,0,0,0.16,0.04,0.0,0.16,-1.5707965,-113149921,6,1,16
113351971,0,307872052,1038586425,565993,525714,357712200,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.4099998,0,0,0.049999997,0.0,0.01,0.049999997,-1.5707965,-113351971,6,1,16
113535911,0,307872052,1038586425,565994,525715,357712400,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.4099998,0,0,0.14999999,-0.02,0.0,-0.14,-1.5707965,-113535911,6,1,16
113771963,0,307872052,1038586425,565993,525714,357712600,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.06,0.06,0.01,0.02,-1.5707965,-113771963,6,1,16
113935915,0,307872051,1038586425,565992,525713,357712800,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.08,-0.04,-0.02,0.07,-1.5707965,-113935915,6,1,16
114141646,0,307872051,1038586425,565996,525717,357713000,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.02,0.0,0.01,0.01,-1.5707965,-114141646,6,1,16
114377465,0,307872052,1038586425,565999,525720,357713200,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.12,0.02,0.04,-0.11,-1.5707965,-114377465,6,1,16
114574307,0,307872052,1038586425,565997,525718,357713400,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.07,0.02,0.03,0.049999997,-1.5707965,-114574307,6,1,16
114770412,0,307872052,1038586425,565992,525713,357713600,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.17999999,0.01,-0.03,0.17,-1.5707965,-114770412,6,1,16
114966799,0,307872052,1038586425,565995,525717,357713800,0,0,0.0,0.0,0.011000001,0.010000001,0.79999995,2.4099998,0,0,0.07,-0.03,-0.01,-0.06,-1.5707965,-114966799,6,1,16
115186260,0,307872052,1038586425,565993,525714,357714000,0,0,0.0,0.0,0.011000001,0.010000001,0.79999995,2.4099998,0,0,0.17999999,0.03,-0.03,-0.17,-1.5707965,-115186260,6,1,16
115384922,0,307872052,1038586425,565996,525717,357714200,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.16,0.03,0.049999997,0.14999999,-1.5707965,-115384922,6,1,16
115579935,0,307872052,1038586425,566005,525726,357714400,0,0,0.0,0.0,0.010000001,0.009000001,0.79999995,2.4099998,0,0,0.08,0.03,0.01,-0.07,-1.5707965,-115579935,6,1,16
115775934,0,307872052,1038586425,566006,525727,357714600,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.089999996,0.03,0.01,-0.08,-1.5707965,-115775934,6,1,16
115972064,0,307872052,1038586425,566003,525725,357714800,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.06,0.01,0.049999997,0.03,-1.5707965,-115972064,6,1,16
116137918,0,307872052,1038586425,566000,525721,357715000,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.07,0.03,0.0,-0.06,-1.5707965,-116137918,6,1,16
116343977,0,307872052,1038586425,565989,525711,357715200,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.07,0.0,0.0,0.07,-1.5707965,-116343977,6,1,16
116549896,0,307872052,1038586425,565991,525712,357715400,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.04,0.01,0.0,0.04,-1.5707965,-116549896,6,1,16
116735981,0,307872052,1038586425,565991,525712,357715600,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.4099998,0,0,0.04,0.02,0.01,0.03,-1.5707965,-116735981,6,1,16
116940899,0,307872052,1038586425,565994,525715,357715800,0,0,0.0,0.0,0.011000001,0.010000001,0.79999995,2.4099998,0,0,0.11,-0.01,0.0,-0.11,-1.5707965,-116940899,6,1,16
117147860,0,307872052,1038586425,565991,525712,357716000,0,0,0.0,0.0,0.011000001,0.010000001,0.79999995,2.4099998,0,0,0.04,0.02,0.01,-0.03,-1.5707965,-117147860,6,1,16
117353920,0,307872052,1038586426,565996,525717,357716200,0,0,0.0,0.0,0.011000001,0.010000001,0.79999995,2.44,0,0,0.099999994,0.02,0.03,0.089999996,-1.5707965,-117353920,6,1,15
117539586,0,307872052,1038586425,565990,525711,357716400,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.44,0,0,0.049999997,-0.02,0.0,0.04,-1.5707965,-117539586,6,1,15
117744002,0,307872052,1038586425,565984,525705,357716600,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.44,0,0,0.07,0.01,-0.01,-0.07,-1.5707965,-117744002,6,1,15
117948864,0,307872052,1038586425,565995,525716,357716800,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.44,0,0,0.22,0.01,-0.049999997,-0.21,-1.5707965,-117948864,6,1,15
118151170,0,307872052,1038586425,565989,525711,357717000,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.44,0,0,0.06,0.0,0.0,0.06,-1.5707965,-118151170,6,1,15
118335043,0,307872052,1038586425,565989,525710,357717200,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.44,0,0,0.02,-0.01,0.0,0.01,-1.5707965,-118335043,6,1,15
118538947,0,307872052,1038586425,565993,525714,357717400,0,0,0.0,0.0,0.010000001,0.010000001,0.79999995,2.73,0,0,0.02,0.0,-0.01,0.01,-1.5707965,-118538947,6,1,14
