timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
187897948,-0.22614641,-0.28401473,0.27913883
187920682,-0.22614641,-0.28401473,0.28549823
187943704,-0.22335193,-0.28083938,0.27913883
187964685,-0.22055742,-0.28083938,0.28867796
187987705,-0.22055742,-0.28083938,0.28231853
188009924,-0.21776292,-0.28083938,0.28549823
188032682,-0.21496841,-0.28083938,0.28231853
188055834,-0.21496841,-0.28083938,0.28231853
188078681,-0.21496841,-0.28083938,0.28549823
188100673,-0.21496841,-0.28083938,0.2727794
188122684,-0.21496841,-0.28401473,0.27913883
188144674,-0.21217392,-0.28401473,0.28549823
188167704,-0.2093794,-0.28719008,0.27913883
188188684,-0.2093794,-0.28401473,0.2759591
188211707,-0.2093794,-0.28401473,0.2695997
188234233,-0.21217392,-0.27766404,0.2759591
188255723,-0.21776292,-0.27131328,0.2759591
188278231,-0.22055742,-0.26496255,0.26642
188299712,-0.22894092,-0.25861183,0.2759591
188321942,-0.22894092,-0.2522611,0.27913883
188346213,-0.22614641,-0.24908575,0.28867796
188369941,-0.22335193,-0.24908575,0.28549823
188394121,-0.22335193,-0.24908575,0.29185766
188416681,-0.22055742,-0.24908575,0.28549823
188439699,-0.21776292,-0.2522611,0.28867796
188462403,-0.21776292,-0.2522611,0.28549823
188483710,-0.22055742,-0.25543648,0.2759591
188505943,-0.22055742,-0.25543648,0.27913883
188529945,-0.21776292,-0.25543648,0.27913883
188551701,-0.21776292,-0.25543648,0.2759591
188572675,-0.22055742,-0.25543648,0.28549823
188596673,-0.22055742,-0.25543648,0.28231853
188618683,-0.22055742,-0.24908575,0.28867796
188641967,-0.22055742,-0.24908575,0.28549823
188665926,-0.22055742,-0.24591038,0.28231853
188688684,-0.22055742,-0.24591038,0.28231853
188711753,-0.22055742,-0.24591038,0.28549823
188732727,-0.22055742,-0.24273503,0.29503733
188755710,-0.21776292,-0.23955967,0.28867796
188777930,-0.21776292,-0.23638429,0.29821703
188800681,-0.21776292,-0.23320894,0.30139676
188823717,-0.21776292,-0.22368285,0.29821703
188846254,-0.22055742,-0.22368285,0.31411558
188867708,-0.22335193,-0.22050747,0.31093588
188889949,-0.22335193,-0.22050747,0.30457646
188911708,-0.22614641,-0.22050747,0.31093588
188934360,-0.22614641,-0.22050747,0.31411558
188955716,-0.22894092,-0.22368285,0.30775616
188978799,-0.22614641,-0.22050747,0.31729528
189002822,-0.22335193,-0.22050747,0.31093588
189025685,-0.22614641,-0.21415675,0.32047495
189048682,-0.22614641,-0.21415675,0.31411558
189071032,-0.22614641,-0.2109814,0.32047495
189092683,-0.22894092,-0.21415675,0.32683438
189115085,-0.22894092,-0.21733212,0.32047495
189136681,-0.23173542,-0.21733212,0.31093588
189159142,-0.23452993,-0.22050747,0.31729528
189180673,-0.23732442,-0.22368285,0.31729528
189202773,-0.24011894,-0.22368285,0.30457646
189227048,-0.24011894,-0.22368285,0.30457646
189249682,-0.23732442,-0.23003356,0.29185766
189272682,-0.23732442,-0.23638429,0.30775616
189295292,-0.23173542,-0.23955967,0.31093588
189316687,-0.23452993,-0.23955967,0.30139676
189338753,-0.23452993,-0.23955967,0.30775616
189360682,-0.24291344,-0.23003356,0.31729528
189381682,-0.24850245,-0.22685821,0.31093588
189404682,-0.24850245,-0.22050747,0.31411558
189426759,-0.24850245,-0.22050747,0.32047495
189449680,-0.25129694,-0.22050747,0.31093588
189472685,-0.24850245,-0.22368285,0.31411558
189495290,-0.25129694,-0.22685821,0.31729528
189517681,-0.24850245,-0.23003356,0.30775616
189540681,-0.25129694,-0.23003356,0.32047495
189562799,-0.25129694,-0.23003356,0.31729528
189583722,-0.25129694,-0.23320894,0.31093588
189605680,-0.25129694,-0.23638429,0.31093588
189628674,-0.25409144,-0.23638429,0.30775616
189650736,-0.25409144,-0.23638429,0.30139676
189672718,-0.25688592,-0.23638429,0.30457646
189695253,-0.25688592,-0.23955967,0.30775616
189717675,-0.25968045,-0.24273503,0.29821703
189739702,-0.26247495,-0.24591038,0.29503733
189761674,-0.26247495,-0.24908575,0.29503733
189785677,-0.26526943,-0.24908575,0.29185766
189808674,-0.26526943,-0.2522611,0.29503733
189831256,-0.26526943,-0.2522611,0.28867796
189852681,-0.25968045,-0.25543648,0.29503733
189874795,-0.25968045,-0.25861183,0.29185766
189898731,-0.25688592,-0.26496255,0.29503733
189920681,-0.25129694,-0.26813793,0.30457646
189943043,-0.25129694,-0.27131328,0.28549823
189965676,-0.24850245,-0.27766404,0.29503733
189987714,-0.25409144,-0.27766404,0.29503733
190009674,-0.25688592,-0.27766404,0.28549823
190032682,-0.25688592,-0.27448863,0.28867796
190055259,-0.25968045,-0.27766404,0.28867796
190077674,-0.25968045,-0.27766404,0.28867796
190100714,-0.25688592,-0.27766404,0.29185766
190122771,-0.25409144,-0.28083938,0.28231853
190146715,-0.24850245,-0.28401473,0.28867796
190168673,-0.24850245,-0.29036546,0.28549823
190189680,-0.24570793,-0.29036546,0.29185766
190212684,-0.24570793,-0.29036546,0.29503733
190234805,-0.24850245,-0.29036546,0.29503733
190256687,-0.24570793,-0.29036546,0.28867796
190278683,-0.24850245,-0.29036546,0.29503733
190300682,-0.24570793,-0.29671618,0.29503733
190322675,-0.24570793,-0.29989156,0.29185766
190345682,-0.24011894,-0.30624226,0.28867796
190366682,-0.24291344,-0.30624226,0.29185766
190389723,-0.24570793,-0.30624226,0.28867796
190410715,-0.24850245,-0.29989156,0.28549823
190433677,-0.25129694,-0.2935408,0.28231853
190454677,-0.25409144,-0.28719008,0.28231853
190477676,-0.25688592,-0.28401473,0.28867796
190499713,-0.25968045,-0.28401473,0.29185766
190522676,-0.25968045,-0.28083938,0.29185766
190544677,-0.25968045,-0.28401473,0.28549823
190566690,-0.25688592,-0.28401473,0.28867796
190588677,-0.25688592,-0.28401473,0.28231853
190610681,-0.25968045,-0.28401473,0.27913883
190633720,-0.26247495,-0.28401473,0.27913883
190654715,-0.26526943,-0.28083938,0.26642
