timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
59883227,15543965,30.7872066,103.8586443,-0.026617648,-0.015228551,-0.015356727,-0.00095907715,-0.010018757,0.0,-0.034336306,-0.01911289,-0.013547148,-0.081714205,0.030264545,0.009913368,0.05628799,0.014271864,-0.035015885,0.015300727,0.15457346,0.0,0.12170085,0.013547148,0.0125554595,0.16136432,0.036361486,0.03474789,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
59987274,15543965,30.7872066,103.8586443,-0.025786145,-0.016584983,-0.020643385,-0.00095907715,-0.010018757,0.0,-0.030347494,-0.018933725,-0.018604424,-0.08428534,0.030264545,0.009913368,0.05628799,0.013640159,-0.042040214,0.01660949,0.15440589,0.0,0.13711625,0.018604424,0.011827201,0.15792966,0.03233778,0.031864535,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
60087204,15543965,30.7872066,103.8586443,-0.024499666,-0.01729522,-0.019958047,-0.00095907715,-0.010018757,0.0,-0.025941428,-0.017184487,-0.02058939,-0.07777846,0.030264545,0.009913368,0.05628799,-0.03425566,-0.033761542,-0.054011952,0.15456769,0.0,0.1434154,0.02058939,0.01271382,0.1565355,0.036614414,0.03456256,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
60191227,15543965,30.7872066,103.8586443,-0.023333997,-0.017599259,-0.018635863,-0.00095907715,-0.010018757,0.0,-0.021856023,-0.015283324,-0.02198045,-0.0708643,0.030264545,0.009913368,0.05628799,-0.036727216,-0.053825874,-0.057712536,0.15485154,0.0,0.1417625,0.02198045,0.011971933,0.15305167,0.03265023,0.031778745,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
60291224,15543965,30.7872066,103.8586443,-0.021908589,-0.016940331,-0.01695158,-0.00095907715,-0.010018757,0.0,-0.018048069,-0.01119276,-0.022927154,-0.064378686,0.030264545,0.009913368,0.05628799,-0.031958178,0.12194677,-0.014004359,0.15514623,0.0,0.14299582,0.022927154,0.012699611,0.15219341,0.036423575,0.034229737,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
60391261,15543965,30.7872066,103.8586443,-0.020204995,-0.015575297,-0.013635166,-0.00095907715,-0.010018757,0.0,-0.013628666,-0.0071182665,-0.022742787,-0.055655554,0.030264545,0.009913368,0.05628799,0.016794477,-0.11213942,0.038008157,0.15550888,0.0,0.14855418,0.022742787,0.011983414,0.14909564,0.03272876,0.03162979,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
60495193,15543965,30.7872066,103.8586443,-0.018271543,-0.013467109,-0.008855479,-0.00095907715,-0.010018757,0.0,-0.0090537,-0.0018171034,-0.021437146,-0.045461632,0.030264545,0.009913368,0.05628799,0.020971501,-0.08773352,0.012653908,0.1558503,0.0,0.1436923,0.021437146,0.012342736,0.14841868,0.036061298,0.034263756,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
60595212,15543965,30.7872066,103.8586443,-0.016325349,-0.011308058,-0.00521068,-0.00095907715,-0.010018757,0.0,-0.0051211873,0.0027659086,-0.020600311,-0.03823456,0.030264545,0.009913368,0.05628799,-0.049043138,0.11389795,-0.057717696,0.15613638,0.0,0.14018165,0.020600311,0.011951603,0.14552253,0.032397076,0.031435348,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
60695263,15543965,30.7872066,103.8586443,-0.013075581,-0.0091844285,-0.0022891175,-0.00095907715,-0.010018757,0.0,0.0022493086,0.004876277,-0.021039814,-0.033761166,0.030264545,0.009913368,0.05628799,0.057336863,0.005116255,0.03626305,0.15636247,0.0,0.13574821,0.021039814,0.012299387,0.14492606,0.03571857,0.034063444,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
60799217,15543965,30.7872066,103.8586443,-0.009784138,-0.007293768,-0.0025880965,-0.00095907715,-0.010018757,0.0,0.007795992,0.0061664623,-0.023670875,-0.035071626,0.030264545,0.009913368,0.05628799,0.053693064,-0.038505588,0.027828261,0.15661453,0.0,0.11257905,0.023670875,0.01163553,0.14234726,0.03195508,0.03143477,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
60900002,15543965,30.7872066,103.8586443,-0.007096863,-0.0059631704,-0.009293446,-0.00095907715,-0.010018757,0.0,0.010864978,0.006476583,-0.030092327,-0.045922056,0.030264545,0.009913368,0.05628799,0.032490037,-0.13077518,-0.020516722,0.15667279,0.0,0.1157786,0.030092327,0.012275043,0.14175218,0.035378646,0.0338602,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
60999991,15543965,30.7872066,103.8586443,-0.0043447656,-0.0050061923,-0.014680277,-0.00095907715,-0.010018757,0.0,0.014478327,0.007043334,-0.034959253,-0.052434497,0.030264545,0.009913368,0.05628799,-0.030771637,0.12900092,-0.04852766,0.15661554,0.0,0.12195809,0.034959253,0.011637869,0.13942195,0.031967323,0.031403992,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
61104012,15543965,30.7872066,103.8586443,-0.001276108,-0.004734893,-0.018914642,-0.00095907715,-0.010018757,0.0,0.018369565,0.004946975,-0.038902182,-0.05581931,0.030264545,0.009913368,0.05628799,-0.02804058,0.12189014,-0.04051843,0.15659066,0.0,0.12451675,0.038902182,0.012454176,0.13862766,0.03574928,0.034032673,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
61203971,15543965,30.7872066,103.8586443,0.0015560637,-0.0047109816,-0.023375256,-0.00095907715,-0.010018757,0.0,0.021794884,0.003680742,-0.042382892,-0.058862988,0.030264545,0.009913368,0.05628799,0.05303493,-0.111920066,0.04628378,0.15665726,0.0,0.11976322,0.042382892,0.011600098,0.13673154,0.031657685,0.031301618,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
61304013,15543965,30.7872066,103.8586443,0.004340787,-0.004646648,-0.029175311,-0.00095907715,-0.010018757,0.0,0.024922505,0.003659735,-0.04739984,-0.06427193,0.030264545,0.009913368,0.05628799,-0.013311261,0.052488558,-0.08945651,0.15671036,0.0,0.12326111,0.04739984,0.012403908,0.13631827,0.035437465,0.033945497,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
61408011,15543965,30.7872066,103.8586443,0.0073326384,-0.0043555093,-0.033207238,-0.00095907715,-0.010018757,0.0,0.027752694,0.004478733,-0.050105352,-0.06478328,0.030264545,0.009913368,0.05628799,-0.011170937,0.038593348,-0.078321606,0.15678586,0.0,0.13168356,0.050105352,0.011781614,0.13463905,0.0323716,0.031618353,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
61507959,15543965,30.7872066,103.8586443,0.010495911,-0.0036495307,-0.035829376,-0.00095907715,-0.010018757,0.0,0.031643692,0.006012199,-0.05066693,-0.062200826,0.030264545,0.009913368,0.05628799,0.047638793,0.013095592,0.01719078,0.15690564,0.0,0.1296424,0.05066693,0.01243543,0.13420635,0.03562218,0.034066435,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
61611971,15543965,30.7872066,103.8586443,0.013123169,-0.0028570371,-0.033956077,-0.00095907715,-0.010018757,0.0,0.03140473,0.0068478608,-0.046120033,-0.050018128,0.030264545,0.009913368,0.05628799,0.042346835,0.018378643,0.025351467,0.15714426,0.0,0.1574572,0.046120033,0.011771344,0.13262947,0.032181207,0.03162406,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
61711967,15543965,30.7872066,103.8586443,0.014066885,-0.0022631385,-0.024999615,-0.00095907715,-0.010018757,0.0,0.028250696,0.007554296,-0.036560684,-0.028381072,0.030264545,0.009913368,0.05628799,0.022169374,-0.07967264,-0.01949637,0.15750974,0.0,0.1486949,0.036560684,0.012611441,0.13229965,0.035834502,0.034286857,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
61812768,15543965,30.7872066,103.8586443,0.014435021,-0.0016902519,-0.016409876,-0.00095907715,-0.010018757,0.0,0.02591533,0.008223205,-0.029019656,-0.011662095,0.030264545,0.009913368,0.05628799,-0.01460697,0.12179835,-0.05775751,0.15789413,0.0,0.15084538,0.029019656,0.011740667,0.13075629,0.031829964,0.031561796,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
61912790,15543965,30.7872066,103.8586443,0.013444202,-0.0013856157,-0.0060559968,-0.00095907715,-0.010018757,0.0,0.020683639,0.007520191,-0.021029381,0.0046340665,0.030264545,0.009913368,0.05628799,0.029391257,-0.056547496,0.041678883,0.15821156,0.0,0.14092414,0.021029381,0.012593157,0.1301858,0.035575274,0.03425481,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
62016782,15543965,30.7872066,103.8586443,0.012084173,-0.0010520922,0.006659926,-0.00095907715,-0.010018757,0.0,0.016569886,0.00749189,-0.011204163,0.023472989,0.030264545,0.009913368,0.05628799,0.04560134,-0.08092118,0.04712692,0.15847278,0.0,0.14920607,0.011204163,0.011944676,0.12881969,0.03253845,0.031915482,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
62116837,15543965,30.7872066,103.8586443,0.01072896,-0.00064758153,0.018721571,-0.00095907715,-0.010018757,0.0,0.013773635,0.007874809,-0.0015731341,0.039498843,0.030264545,0.009913368,0.05628799,-0.03430562,-0.012190563,-0.047389116,0.15870821,0.0,0.1355572,0.0015731341,0.0126359435,0.12849589,0.035739057,0.034389384,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
62220793,15543965,30.7872066,103.8586443,0.009247668,-0.0003973416,0.023434985,-0.00095907715,-0.010018757,0.0,0.011735802,0.007253359,-0.0008299048,0.036679734,0.030264545,0.009913368,0.05628799,-0.025117561,0.014639399,-0.06387668,0.15883134,0.0,0.1,0.0008299048,0.011951293,0.12720226,0.032372102,0.031929195,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
62320762,15543965,30.7872066,103.8586443,0.007881021,-0.00038705277,0.020947881,-0.00095907715,-0.010018757,0.0,0.010188965,0.006496804,-0.0074943556,0.020931065,0.030264545,0.009913368,0.05628799,0.009799078,0.07908402,-0.004501082,0.15878768,0.0,0.102692805,0.0074943556,0.012799238,0.1267141,0.035904493,0.034615748,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
62420737,15543965,30.7872066,103.8586443,0.0070452467,-0.00049516984,0.017409373,-0.00095907715,-0.010018757,0.0,0.009493732,0.0052547385,-0.014138901,0.007100865,0.030264545,0.009913368,0.05628799,0.011840613,-0.12769245,0.014072221,0.15873577,0.0,0.1,0.014138901,0.011929711,0.12543853,0.03222941,0.031948697,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
62524852,15543965,30.7872066,103.8586443,0.006502196,-0.0007999934,0.01156201,-0.00095907715,-0.010018757,0.0,0.009474962,0.004435065,-0.021601932,-0.0075940825,0.030264545,0.009913368,0.05628799,0.041104916,-0.11856248,0.008208795,0.15865013,0.0,0.1,0.021601932,0.012786143,0.12498705,0.035784718,0.034645125,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
62624824,15543965,30.7872066,103.8586443,0.005529897,-0.001203407,0.008699884,-0.00095907715,-0.010018757,0.0,0.007520443,0.0040679434,-0.023744753,-0.011943853,0.030264545,0.009913368,0.05628799,-0.053857837,0.11223789,-0.059692353,0.15860656,0.0,0.11187124,0.023744753,0.01211132,0.12384572,0.032758333,0.03226504,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
62724863,15543965,30.7872066,103.8586443,0.0043406854,-0.001590731,0.00744508,-0.00095907715,-0.010018757,0.0,0.005751783,0.002971882,-0.023708284,-0.012085606,0.030264545,0.009913368,0.05628799,0.02425058,-0.06253254,0.043529976,0.15857472,0.0,0.1121866,0.023708284,0.012801938,0.12337554,0.035841335,0.0347609,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
62828761,15543965,30.7872066,103.8586443,0.0033338012,-0.0021395271,0.00114419,-0.00095907715,-0.010018757,0.0,0.0052162977,0.0014504194,-0.030567564,-0.024454506,0.030264545,0.009913368,0.05628799,0.037627805,-0.07955687,0.028971152,0.15855655,0.0,0.1,0.030567564,0.011642822,0.122296326,0.032180123,0.03234508,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
62928796,15543965,30.7872066,103.8586443,0.0026705281,-0.0027164316,-0.0072706463,-0.00095907715,-0.010018757,0.0,0.004594965,0.0008831934,-0.039767634,-0.03933817,0.030264545,0.009913368,0.05628799,-0.019582009,-0.028518649,-0.06917125,0.15851206,0.0,0.10113653,0.039767634,0.012439681,0.12214898,0.03542959,0.03506077,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
63032828,15543965,30.7872066,103.8586443,0.0030200141,-0.0029463996,-0.012966103,-0.00095907715,-0.010018757,0.0,0.0073948675,0.0010502739,-0.044134546,-0.04449921,0.030264545,0.009913368,0.05628799,-0.013463414,-0.0056088874,-0.07760467,0.15848781,0.0,0.112624295,0.044134546,0.011793818,0.12110608,0.032349776,0.032537956,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
63133593,15543965,30.7872066,103.8586443,0.0043585524,-0.002755465,-0.017331762,-0.00095907715,-0.010018757,0.0,0.011055449,0.001989307,-0.0449011,-0.044566482,0.030264545,0.009913368,0.05628799,0.021407712,0.12429869,-0.034716107,0.15851268,0.0,0.11287552,0.0449011,0.012410477,0.12092117,0.035189647,0.035049357,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
63233646,15543965,30.7872066,103.8586443,0.0049429233,-0.0030718858,-0.018418405,-0.00095907715,-0.010018757,0.0,0.01103273,0.0003091799,-0.042082533,-0.037914854,0.030264545,0.009913368,0.05628799,0.035808742,-0.10797771,0.033121124,0.15860134,0.0,0.12215389,0.042082533,0.011806718,0.119929254,0.032428976,0.032618515,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
63337606,15543965,30.7872066,103.8586443,0.0049674874,-0.003728196,-0.01853794,-0.00095907715,-0.010018757,0.0,0.009423885,-0.0009194167,-0.038558055,-0.030827504,0.030264545,0.009913368,0.05628799,0.043728486,-0.11507048,0.05034188,0.15871085,0.0,0.120406665,0.038558055,0.012636267,0.11961923,0.03567628,0.03536781,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
63437557,15543965,30.7872066,103.8586443,0.005062227,-0.004423028,-0.018388605,-0.00095907715,-0.010018757,0.0,0.00917731,-0.0012893653,-0.03592834,-0.025614599,0.030264545,0.009913368,0.05628799,-0.022566767,0.07189709,-0.07600202,0.15884139,0.0,0.119551055,0.03592834,0.011824308,0.1186111,0.03243421,0.03269129,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
63537564,15543965,30.7872066,103.8586443,0.005167918,-0.005154631,-0.018434422,-0.00095907715,-0.010018757,0.0,0.0089750085,-0.0022279054,-0.032916307,-0.021263242,0.030264545,0.009913368,0.05628799,0.03646253,0.017080553,0.027357662,0.15894762,0.0,0.11556986,0.032916307,0.012631923,0.11852947,0.03558867,0.03542595,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
63641542,15543965,30.7872066,103.8586443,0.0056953235,-0.006772867,-0.026392207,-0.00095907715,-0.010018757,0.0,0.01065116,-0.0057021687,-0.040714137,-0.036120396,0.030264545,0.009913368,0.05628799,0.051589724,-0.00754949,0.02251652,0.15902944,0.0,0.1,0.040714137,0.011971485,0.11740664,0.032590475,0.03286085,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
63741596,15543965,30.7872066,103.8586443,0.0066119255,-0.008882048,-0.036551397,-0.00095907715,-0.010018757,0.0,0.011832802,-0.008839434,-0.05032492,-0.052434947,0.030264545,0.009913368,0.05628799,0.017362028,-0.057801086,-0.037670195,0.15907016,0.0,0.1,0.05032492,0.012597223,0.1172879,0.03535602,0.03538921,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
63841587,15543965,30.7872066,103.8586443,0.0067043914,-0.010887373,-0.03800351,-0.00095907715,-0.010018757,0.0,0.009956004,-0.01068827,-0.04596595,-0.04386631,0.030264545,0.009913368,0.05628799,-0.020931534,0.097761944,-0.021667585,0.15909718,0.0,0.12252554,0.04596595,0.011978156,0.11641485,0.032787558,0.03301054,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
63945581,15543965,30.7872066,103.8586443,0.0065098265,-0.012866002,-0.03827449,-0.00095907715,-0.010018757,0.0,0.008206381,-0.012855299,-0.040987324,-0.03485237,0.030264545,0.009913368,0.05628799,-0.011592238,0.077535644,0.0011625264,0.15915038,0.0,0.119795546,0.040987324,0.012812893,0.11618299,0.035893817,0.03575537,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
64045644,15543965,30.7872066,103.8586443,0.006653938,-0.014356574,-0.037814055,-0.00095907715,-0.010018757,0.0,0.008506776,-0.013409122,-0.036303688,-0.02695671,0.030264545,0.009913368,0.05628799,0.032517336,-0.15024549,0.03232576,0.15924112,0.0,0.120237455,0.036303688,0.011966956,0.11527876,0.032648303,0.033030726,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
64149568,15543965,30.7872066,103.8586443,0.007019876,-0.015668904,-0.036571503,-0.00095907715,-0.010018757,0.0,0.008896942,-0.013476778,-0.03288356,-0.020740561,0.030264545,0.009913368,0.05628799,0.048790943,-0.13427159,0.05610746,0.15938276,0.0,0.11917046,0.03288356,0.01279433,0.115070544,0.035747174,0.035781015,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
64250362,15543965,30.7872066,103.8586443,0.0069845864,-0.016521784,-0.033974033,-0.00095907715,-0.010018757,0.0,0.00831957,-0.012777186,-0.0288475,-0.013465554,0.030264545,0.009913368,0.05628799,-0.017924465,0.04199204,-0.069846876,0.1594718,0.0,0.120119154,0.0288475,0.012120495,0.11425088,0.032809556,0.033181045,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
64350408,15543965,30.7872066,103.8586443,0.0069391923,-0.017194211,-0.03174069,-0.00095907715,-0.010018757,0.0,0.008290224,-0.012643833,-0.02566245,-0.008069763,0.030264545,0.009913368,0.05628799,0.056833163,0.022140015,0.025039604,0.15949242,0.0,0.11815038,0.02566245,0.012778677,0.11419447,0.03555874,0.03572496,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
64450361,15543965,30.7872066,103.8586443,0.0060100527,-0.017924566,-0.029603936,-0.00095907715,-0.010018757,0.0,0.0051188907,-0.01261065,-0.024072085,-0.005156547,0.030264545,0.009913368,0.05628799,0.003378352,-0.086802095,-0.0023664946,0.15951478,0.0,0.113636024,0.024072085,0.012101726,0.11340586,0.032544803,0.033079475,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
64554418,15543965,30.7872066,103.8586443,0.0045082024,-0.018863171,-0.029232182,-0.00095907715,-0.010018757,0.0,0.0015888325,-0.012860833,-0.023033502,-0.004574848,0.030264545,0.009913368,0.05628799,0.027789764,-0.09065828,-0.0071520945,0.15950479,0.0,0.10933172,0.023033502,0.012941913,0.11324249,0.035702325,0.035836574,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
64654450,15543965,30.7872066,103.8586443,0.003128009,-0.019362612,-0.03041188,-0.00095907715,-0.010018757,0.0,-0.00011284457,-0.011329632,-0.022922866,-0.006215174,0.030264545,0.009913368,0.05628799,-0.015565797,0.12302537,-0.015889358,0.15944886,0.0,0.106355205,0.022922866,0.012107227,0.1124217,0.032739777,0.033174552,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
64758389,15543965,30.7872066,103.8586443,0.0017129426,-0.01975136,-0.0314043,-0.00095907715,-0.010018757,0.0,-0.001462393,-0.01040548,-0.023601655,-0.0081286235,0.030264545,0.009913368,0.05628799,-0.0028791463,0.09956556,-0.003767353,0.15944892,0.0,0.10665977,0.023601655,0.012960371,0.1122808,0.035848506,0.03593914,inf,inf,inf,inf,1,1,1,1,3,0,3,3,1,1,0
