timestamp,roll,pitch,yaw,thrust
6621363,0.0,0.0,0.0,0.0
6625361,0.0,0.0,0.0,0.0
6657360,0.0,0.0,0.0,0.0
6689356,0.0,0.0,0.0,0.0
6721421,0.0,0.0,0.0,0.0
6749412,0.0,0.0,0.0,0.0
6781365,0.0,0.0,0.0,0.0
6813415,0.0,0.0,0.0,0.0
6845360,0.0,0.0,0.0,0.0
6877374,0.0,0.0,0.0,0.0
6909355,0.0,0.0,0.0,0.0
6941361,0.0,0.0,0.0,0.0
6973363,0.0,0.0,0.0,0.0
7001368,0.0,0.0,0.0,0.0
7033364,0.0,0.0,0.0,0.0
7065363,0.0,0.0,0.0,0.0
7097357,0.0,0.0,0.0,0.0
7129366,0.0,0.0,0.0,0.0
7161361,0.0,0.0,0.0,0.0
7193357,0.0,0.0,0.0,0.0
7225360,0.0,0.0,0.0,0.0
7253364,0.0,0.0,0.0,0.0
7286221,0.0,0.0,0.0,0.0
7318162,0.0,0.0,0.0,0.0
7350155,0.0,0.0,0.0,0.0
7382164,0.0,0.0,0.0,0.0
7414168,0.0,0.0,0.0,0.0
7442210,0.0,0.0,0.0,0.0
7474226,0.0,0.0,0.0,0.0
7506162,0.0,0.0,0.0,0.0
7538166,0.0,0.0,0.0,0.0
7570220,0.0,0.0,0.0,0.0
7602162,0.0,0.0,0.0,0.0
7634163,0.0,0.0,0.0,0.0
7666159,0.0,0.0,0.0,0.0
7694212,0.0,0.0,0.0,0.0
7726167,0.0,0.0,0.0,0.0
7758167,0.0,0.0,0.0,0.0
7790199,0.0,0.0,0.0,0.0
7822166,0.0,0.0,0.0,0.0
7854165,0.0,0.0,0.0,0.0
7886162,0.0,0.0,0.0,0.0
7918157,0.0,0.0,0.0,0.0
7946210,0.0,0.0,0.0,0.0
7978163,0.0,0.0,0.0,0.0
8010160,0.0,0.0,0.0,0.0
8042164,0.0,0.0,0.0,0.0
8074160,0.0,0.0,0.0,0.0
8106159,0.0,0.0,0.0,0.0
8138162,0.0,0.0,0.0,0.0
8170159,0.0,0.0,0.0,0.0
8198163,0.0,0.0,0.0,0.0
8230162,0.0,0.0,0.0,0.0
8262163,0.0,0.0,0.0,0.0
8294160,0.0,0.0,0.0,0.0
8326165,0.0,0.0,0.0,0.0
8358161,0.0,0.0,0.0,0.0
8387054,0.0,0.0,0.0,0.0
8419033,0.0,0.0,0.0,0.0
8451041,0.0,0.0,0.0,0.0
8482994,0.0,0.0,0.0,0.0
8515040,0.0,0.0,0.0,0.0
8546998,0.0,0.0,0.0,0.0
8578999,0.0,0.0,0.0,0.0
8611046,0.0,0.0,0.0,0.0
8639043,0.0,0.0,0.0,0.0
8670993,0.0,0.0,0.0,0.0
8703044,0.0,0.0,0.0,0.0
8735034,0.0,0.0,0.0,0.0
8767044,0.0,0.0,0.0,0.0
8799030,0.0,0.0,0.0,0.0
8830996,0.0,0.0,0.0,0.0
8863043,0.0,0.0,0.0,0.0
8895054,0.0,0.0,0.0,0.0
8922994,0.0,0.0,0.0,0.0
8955031,0.0,0.0,0.0,0.0
8986998,0.0,0.0,0.0,0.0
9019043,0.0,0.0,0.0,0.0
9051045,0.0,0.0,0.0,0.0
9082992,0.0,0.0,0.0,0.0
9115015,0.0,0.0,0.0,0.0
9142960,0.0,0.0,0.0,0.0
9175057,0.0,0.0,0.0,0.0
9207046,0.0,0.0,0.0,0.0
9239040,0.0,0.0,0.0,0.0
9270999,0.0,0.0,0.0,0.0
9303051,0.0,0.0,0.0,0.0
9335048,0.0,0.0,0.0,0.0
9367030,0.0,0.0,0.0,0.0
9395046,0.0,0.0,0.0,0.0
9426990,0.0,0.0,0.0,0.0
9459046,0.0,0.0,0.0,0.0
