timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,thrust[0],thrust[1],thrust[2]
62585509,0.006033862,-0.0010240396,0.009148504,0.15861619,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
62689446,0.004715452,-0.0014757906,0.007955291,0.15860038,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
62789083,0.0036416964,-0.001903521,0.0047158618,0.15857647,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
62893087,0.0029133356,-0.0024993569,-0.0042427946,0.15850173,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
62993627,0.0026574966,-0.0029468646,-0.011322415,0.15849142,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
63093045,0.003749156,-0.0028577934,-0.015545674,0.15849237,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
63197872,0.004929822,-0.002834009,-0.01859133,0.15857635,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
63298324,0.004979825,-0.0034613847,-0.018470936,0.15865335,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
63397917,0.005019935,-0.0041334545,-0.018518208,0.158789,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
63501884,0.0051416876,-0.0048846295,-0.018428484,0.15893061,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
63602309,0.0054151174,-0.0059824088,-0.022055404,0.15900198,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
63701873,0.0062209186,-0.007982587,-0.032428503,0.15906213,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
63805883,0.0067758807,-0.010169492,-0.03817449,0.15910837,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
63906121,0.0066001816,-0.012109487,-0.038138576,0.15913272,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
64010317,0.0065492033,-0.013865103,-0.037941698,0.15919042,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
64109871,0.0068570566,-0.01518675,-0.037097663,0.15933017,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
64211173,0.007037585,-0.016224837,-0.035036054,0.15944704,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
64310720,0.006964861,-0.01694763,-0.03267297,0.15947928,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
64414803,0.006541804,-0.017634885,-0.030316995,0.15951991,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
64515292,0.0051150024,-0.018492017,-0.0292694,0.1595055,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
64618975,0.0035834839,-0.019180417,-0.029943902,0.1594866,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
64718802,0.0022373514,-0.019612357,-0.031004878,0.15945221,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
64819111,0.00048340287,-0.01954402,-0.030857412,0.15945576,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
64923291,-0.0016827527,-0.019024838,-0.029977996,0.15947129,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
65022703,-0.0035268883,-0.018380418,-0.030416297,0.1595167,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
65123181,-0.005062864,-0.01754965,-0.032336462,0.1595071,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
65227113,-0.0061846543,-0.016649423,-0.037929673,0.15949799,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
65327101,-0.0068819933,-0.015862508,-0.044271976,0.15946895,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
65428062,-0.0072037755,-0.014864358,-0.04822777,0.15946019,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
65531869,-0.0072476477,-0.0137440525,-0.051092163,0.15947123,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
65631593,-0.007039588,-0.012700072,-0.049947284,0.159476,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
65732105,-0.006600632,-0.011736239,-0.044194248,0.15949318,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
65835845,-0.0056581767,-0.010877487,-0.03797143,0.15949066,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
65935475,-0.0042351866,-0.010203737,-0.032033347,0.15946667,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
66039570,-0.0022037774,-0.009619385,-0.026631927,0.1594472,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
66139753,0.000114079114,-0.009158007,-0.021930536,0.15946436,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
66239470,0.0021109867,-0.008573836,-0.018707156,0.15942414,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
66343496,0.004036187,-0.007851094,-0.015776582,0.15938234,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
66443988,0.005463594,-0.0072376854,-0.010279019,0.15937683,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
66544271,0.0066102836,-0.0066507543,-0.004229238,0.15936448,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
66648252,0.0073271655,-0.006126473,-0.004431267,0.15931197,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
66748653,0.0075239227,-0.005768663,-0.012114884,0.15921527,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
66848250,0.007334642,-0.0058144885,-0.017799495,0.15920104,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
66952258,0.007064311,-0.006064053,-0.023411727,0.15918516,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
67052775,0.0070473193,-0.00599046,-0.027889103,0.15918155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
67156746,0.0075391466,-0.0051987562,-0.031288035,0.15916581,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
67256249,0.008177958,-0.0042430945,-0.027806766,0.15913247,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
67356526,0.009019305,-0.0031305198,-0.022457907,0.15910748,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
67460746,0.009949789,-0.0021293848,-0.018217439,0.15900344,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
67561119,0.010842234,-0.0014435012,-0.016499383,0.15885432,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
67661606,0.010891902,-0.00055914285,-0.018306168,0.15878466,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
67765565,0.010878266,0.00047007954,-0.0205871,0.15874383,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
67865136,0.0110395895,0.00071295584,-0.026334751,0.15865934,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
67965651,0.0113102365,0.00079333456,-0.03204419,0.15860805,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
68069342,0.011634295,0.00020497317,-0.038181834,0.15860036,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
68169077,0.012114519,-0.0005123506,-0.043880835,0.15858237,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
68269559,0.012111767,-0.0012108247,-0.04847393,0.1585516,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
68373533,0.012255256,-0.0017494396,-0.052807517,0.15850246,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
68473351,0.012039284,-0.001429371,-0.054709934,0.15845257,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
68577081,0.011791136,-0.00065371935,-0.055367157,0.15841064,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
68678220,0.011246976,-0.00011358934,-0.047227383,0.15839049,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
68777865,0.010863583,0.0005188561,-0.04011853,0.15838748,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
68881880,0.009538109,-0.00020934586,-0.034623697,0.1584343,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
68982616,0.008043882,-0.0013672326,-0.029862316,0.15843748,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
69081938,0.0066235154,-0.0029006575,-0.03001898,0.15832864,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
69185957,0.0052613444,-0.0046011005,-0.031130554,0.158257,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
69286183,0.0043824874,-0.0058489717,-0.03544612,0.15819201,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
69385848,0.0038155136,-0.006780521,-0.038822364,0.15819277,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
69489890,0.004002831,-0.0072470293,-0.034054097,0.1582349,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
69590214,0.0045505697,-0.0074529643,-0.030104201,0.15819797,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
69694315,0.0053117755,-0.0075727636,-0.031023094,0.1581625,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
69793896,0.006231514,-0.007582171,-0.031988434,0.15822573,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
69894535,0.008162591,-0.007647645,-0.028294902,0.15820535,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
69993843,0.010289837,-0.007529314,-0.024136953,0.15820059,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
70098686,0.0127158165,-0.006523938,-0.016976412,0.15823995,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
70199200,0.015133978,-0.0052290685,-0.009097365,0.15829763,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
70302969,0.017044168,-0.003532898,0.0027102048,0.15829895,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
70402682,0.01871096,-0.0017869829,0.012721729,0.15822591,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
70502952,0.020197837,0.00013257063,0.02238365,0.15819377,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
70607033,0.02166459,0.002022087,0.03236538,0.15812354,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
70706693,0.022971945,0.003554007,0.04271382,0.15804997,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
70807197,0.024066584,0.0048998296,0.052820627,0.15792172,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
70911216,0.024861066,0.00600262,0.06281763,0.15780938,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
71010685,0.025597665,0.0068143336,0.07181741,0.15776749,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
71115063,0.02619703,0.007147025,0.08053882,0.15771343,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
71215895,0.026306786,0.0068597374,0.08699139,0.15766722,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
71315712,0.025917906,0.0058909017,0.09128213,0.1576155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
71419508,0.025016911,0.004545314,0.09444804,0.15758078,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
71519893,0.023534812,0.0030248256,0.09497939,0.15748984,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
71619514,0.022234019,0.0012681118,0.08716463,0.15736243,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
71723484,0.0209842,-0.0009279502,0.07319616,0.15722111,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
71824173,0.02017063,-0.0025304116,0.06358366,0.15715411,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
71923530,0.02014848,-0.003135256,0.059239894,0.15707454,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
72027528,0.019880604,-0.0034162798,0.055661965,0.15699586,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
72128059,0.019497406,-0.00347249,0.053080276,0.15695815,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
72227509,0.01890874,-0.0033023923,0.054615922,0.15694487,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
72332321,0.017910458,-0.002912617,0.060202,0.15688582,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
72432914,0.016285138,-0.0026283744,0.06630711,0.15681529,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
72532269,0.014569202,-0.0024197514,0.07229068,0.15673412,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
72636261,0.012607848,-0.002709106,0.07068521,0.15659541,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
72736538,0.010649133,-0.003562204,0.062295757,0.15652196,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
72840648,0.008823498,-0.0045351116,0.054474644,0.1563963,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
72940242,0.007446148,-0.005429111,0.048072144,0.15630886,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
73040748,0.006242747,-0.0060706413,0.045106746,0.15626849,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
73144831,0.0054024616,-0.0064409026,0.04435884,0.15629964,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
73245169,0.0045900815,-0.0069373865,0.04210401,0.15627742,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
73345450,0.0038148733,-0.0074921725,0.038986556,0.15630063,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
73449452,0.0035690214,-0.006692214,0.03629041,0.15633242,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
73549058,0.0037411356,-0.0048751994,0.034086384,0.15639114,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
73649622,0.0044428613,-0.0035021007,0.037906677,0.15642928,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
73753501,0.005558971,-0.0024279943,0.043295532,0.15649843,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
73853094,0.0064328182,-0.0011825097,0.04994215,0.15656088,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
73953440,0.0072366092,0.00037190356,0.05714416,0.15661451,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
74057512,0.0074066254,0.001530155,0.06850906,0.15670888,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
74157119,0.007362373,0.0024792142,0.0795963,0.15679513,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
74261045,0.007032941,0.0026098087,0.08775987,0.15685996,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
74361737,0.006621976,0.002433451,0.09489361,0.15690452,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
74461054,0.0060823127,0.0022070627,0.09804607,0.15691085,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
74565145,0.0054857805,0.0020140174,0.1002881,0.15694253,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
74666537,0.004831522,0.0018422323,0.10245541,0.1569892,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
74765883,0.0042445674,0.0018401268,0.10443421,0.15697019,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
74869887,0.0048613218,0.0024739844,0.10635753,0.15696605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
74970639,0.0059920144,0.0035542743,0.108639695,0.15699898,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
75069892,0.006849313,0.0056424118,0.11273579,0.15708302,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
75173866,0.007830526,0.00824636,0.11684365,0.15713644,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
75274429,0.009580171,0.010815732,0.1269172,0.15718529,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
75378702,0.011762535,0.013560515,0.13706075,0.15723,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
75477874,0.01467228,0.015183479,0.1438916,0.15731515,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
75578355,0.018065471,0.016595554,0.15056643,0.1573761,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
75682270,0.020427532,0.01712127,0.15271066,0.1574256,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
75782683,0.022525756,0.017483559,0.15462434,0.15750006,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
75882824,0.024086926,0.01764557,0.15527818,0.15749525,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
75987041,0.025382854,0.017809099,0.15531197,0.1575314,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
76086686,0.025625715,0.017718012,0.15312909,0.15752998,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
76187313,0.025533136,0.017621016,0.15061001,0.15754768,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
76291275,0.024653748,0.016797036,0.14912671,0.15756914,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
76390752,0.02373152,0.015988156,0.14927787,0.15759596,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
76491400,0.022506423,0.014581244,0.15411696,0.15763336,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
76595229,0.021425247,0.013419138,0.16078468,0.15770632,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
76695475,0.020091517,0.012804366,0.17335294,0.15768157,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
76795999,0.018703293,0.012145529,0.18561962,0.1577172,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
76899975,0.01720521,0.01093469,0.19492811,0.15769282,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
76999571,0.016113061,0.010006643,0.20020793,0.15768209,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
77103491,0.015437878,0.009469289,0.1981121,0.15768208,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
77203994,0.015361199,0.009200468,0.19317298,0.15769838,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
77303536,0.016480496,0.009136445,0.18182233,0.15775403,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
77407544,0.01795753,0.009069537,0.16959006,0.15774317,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
77507926,0.01904815,0.008735375,0.15877326,0.15773264,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
77607500,0.019950874,0.008298705,0.15149084,0.15774627,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
77711747,0.020610731,0.0075998395,0.14719188,0.15773058,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
77812214,0.020945521,0.00682666,0.14376505,0.15772408,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
77911515,0.020899534,0.0059172073,0.14089502,0.15776958,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
78016319,0.021039434,0.005000803,0.14070389,0.15779895,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
78116692,0.021753132,0.0042893626,0.14318337,0.15781736,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
78216290,0.022415442,0.0038504645,0.14416061,0.15787159,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
78320268,0.022353346,0.0038194081,0.14254065,0.15789218,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
78420598,0.022330582,0.00412633,0.14151336,0.15792838,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
78524696,0.02268285,0.0047635776,0.1412514,0.15797082,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
78624251,0.022961564,0.0052839704,0.14257392,0.15800367,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
78724941,0.022773845,0.0055564004,0.14657632,0.15805501,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
78828677,0.022307787,0.0055651222,0.14978239,0.15807237,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
78929096,0.021643944,0.0053678923,0.15271872,0.15806945,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
79029498,0.021522462,0.0053889463,0.1582433,0.15814659,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
79133524,0.0222798,0.005770365,0.16456415,0.15816957,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
