timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
142312749,30.787203806883088,103.85862396593417,1.3282709,-0.31058025,-1.9424055,-1.3282709,-0.8373178,1,1,0
142368734,30.78720394354794,103.85862370656935,1.330545,-0.2953838,-1.9671812,-1.330545,-0.82875574,1,1,0
142412938,30.78720405055679,103.85862347988189,1.3336427,-0.28348497,-1.9888355,-1.3336427,-0.82434213,1,1,0
142457731,30.787204152624177,103.8586232202787,1.3385371,-0.2721356,-2.013634,-1.3385371,-0.823302,1,1,0
142502725,30.787204259405748,103.85862294877391,1.3464938,-0.260262,-2.0395694,-1.3464938,-0.8274449,1,1,0
142548351,30.78720437886324,103.85862263464439,1.3579865,-0.24697894,-2.0695765,-1.3579865,-0.8327449,1,1,0
142592872,30.78720448231092,103.85862233931138,1.3666761,-0.23547608,-2.097788,-1.3666761,-0.8350329,1,1,0
142636741,30.787204579714096,103.85862206518091,1.372481,-0.22464533,-2.1239743,-1.372481,-0.836044,1,1,0
142681489,30.787204666444516,103.85862180981948,1.3750237,-0.21500134,-2.1483676,-1.3750237,-0.8329767,1,1,0
142735837,30.787204762462046,103.85862154083303,1.3761578,-0.20432468,-2.1740625,-1.3761578,-0.8255896,1,1,0
142781473,30.787204846209008,103.85862128952992,1.3756622,-0.19501244,-2.1980681,-1.3756622,-0.82100594,1,1,0
142825751,30.787204929803064,103.85862105177696,1.3811283,-0.1857172,-2.2207794,-1.3811283,-0.81644094,1,1,0
142869742,30.78720502161566,103.8586208241548,1.3862708,-0.1755081,-2.242523,-1.3862708,-0.81179917,1,1,0
142925340,30.787205145244332,103.85862054612323,1.39058,-0.16176121,-2.2690818,-1.39058,-0.8097728,1,1,0
142981321,30.78720528207387,103.85862027552194,1.3929626,-0.14654645,-2.294931,-1.3929626,-0.81538403,1,1,0
143037325,30.787205411939745,103.85862000632332,1.3912678,-0.13210602,-2.320646,-1.3912678,-0.82562023,1,1,0
143093444,30.787205551709846,103.85861973248235,1.3890374,-0.11656429,-2.3468046,-1.3890374,-0.8333868,1,1,0
143137865,30.78720566815122,103.85861950650497,1.3874773,-0.103616595,-2.368391,-1.3874773,-0.8395543,1,1,0
143181815,30.787205798232513,103.85861927211894,1.3866824,-0.08915221,-2.3907807,-1.3866824,-0.8457115,1,1,0
143227851,30.78720593575489,103.85861904066557,1.3832849,-0.073860414,-2.4128902,-1.3832849,-0.84740853,1,1,0
143271898,30.78720608863219,103.85861880557569,1.3814901,-0.05686123,-2.435347,-1.3814901,-0.84665304,1,1,0
143317597,30.78720626380887,103.85861854358019,1.381354,-0.037382465,-2.460374,-1.381354,-0.84596944,1,1,0
143363160,30.78720643084604,103.85861829646764,1.3832244,-0.018808773,-2.4839795,-1.3832244,-0.8461109,1,1,0
143397436,30.787206576946005,103.85861808552544,1.3857652,-0.0025631937,-2.5041296,-1.3857652,-0.8466915,1,1,0
143429742,30.787206711438735,103.85861788811094,1.3847665,0.012391719,-2.5229876,-1.3847665,-0.84840935,1,1,0
143463881,30.78720684876332,103.85861768454659,1.3842049,0.027661521,-2.542433,-1.3842049,-0.8500754,1,1,0
143497640,30.787207002514627,103.8586174554593,1.3827573,0.04475789,-2.5643165,-1.3827573,-0.8504286,1,1,0
143541426,30.78720718862982,103.85861718763839,1.3818367,0.06545296,-2.5899,-1.3818367,-0.84825253,1,1,0
143585824,30.787207366326186,103.85861693876124,1.3777092,0.0852119,-2.613674,-1.3777092,-0.84546864,1,1,0
143629762,30.787207537228074,103.85861672287719,1.371052,0.10421533,-2.6342962,-1.371052,-0.84281385,1,1,0
143675061,30.787207702003396,103.85861652117225,1.3618286,0.122537516,-2.653564,-1.3618286,-0.8382289,1,1,0
143719835,30.78720786052042,103.8586163232386,1.3533098,0.14016381,-2.6724715,-1.3533098,-0.83114266,1,1,0
143765643,30.787208026777215,103.85861611395116,1.3427755,0.15865073,-2.6924636,-1.3427755,-0.82266736,1,1,0
143809925,30.78720817045169,103.85861592490785,1.3328818,0.1746266,-2.710522,-1.3328818,-0.81614375,1,1,0
143865981,30.787208342210366,103.8586156850658,1.3213034,0.1937253,-2.7334328,-1.3213034,-0.80931294,1,1,0
143921940,30.78720850266066,103.85861543777604,1.3104808,0.21156657,-2.757055,-1.3104808,-0.8041372,1,1,0
143977770,30.787208653972577,103.85861517583292,1.3006264,0.22839169,-2.782077,-1.3006264,-0.80062085,1,1,0
144021756,30.78720877311168,103.85861493433862,1.291762,0.24163936,-2.8051457,-1.291762,-0.7971996,1,1,0
144066758,30.78720888655122,103.85861468120848,1.2822524,0.25425327,-2.829326,-1.2822524,-0.794327,1,1,0
144111924,30.78720899634824,103.85861442048338,1.2740405,0.26646215,-2.8542316,-1.2740405,-0.78872854,1,1,0
144157164,30.787209101373183,103.85861415024647,1.2660306,0.2781404,-2.880046,-1.2660306,-0.78304744,1,1,0
144190344,30.787209186163274,103.85861392626828,1.262583,0.28756863,-2.9014413,-1.262583,-0.7797879,1,1,0
144234556,30.787209293420286,103.85861365147638,1.2643046,0.29949507,-2.9276907,-1.2643046,-0.7780865,1,1,0
144278221,30.787209396418472,103.85861337826685,1.2667001,0.31094795,-2.953789,-1.2667001,-0.77930987,1,1,0
144322593,30.787209494469035,103.85861310854159,1.270132,0.3218507,-2.9795544,-1.270132,-0.7794523,1,1,0
144366494,30.787209581703447,103.85861285959459,1.272719,0.33155072,-3.003335,-1.272719,-0.77925277,1,1,0
144410352,30.787209661448074,103.85861263368956,1.2796468,0.34041792,-3.0249145,-1.2796468,-0.7801828,1,1,0
